f_0,tf_0,f_lp_0,tf_lp_0,f_1,tf_1,f_lp_1,tf_lp_1,f_2,tf_2,f_lp_2,tf_lp_2
1.791792e-01,6.738361e+01,1.791792e-01,-5.446871e+01,1.791792e-01,-1.866010e+01,1.791792e-01,-2.737749e+01,1.791792e-01,-2.893817e+01,1.791792e-01,-1.383159e+01
1.796797e-01,6.965158e+01,1.796797e-01,-5.467376e+01,1.796797e-01,-1.849794e+01,1.796797e-01,-2.747915e+01,1.796797e-01,-2.889522e+01,1.796797e-01,-1.388156e+01
1.801802e-01,7.286786e+01,1.801802e-01,-5.487817e+01,1.801802e-01,-1.833495e+01,1.801802e-01,-2.758051e+01,1.801802e-01,-2.885226e+01,1.801802e-01,-1.393139e+01
1.806807e-01,7.824762e+01,1.806807e-01,-5.508195e+01,1.806807e-01,-1.817111e+01,1.806807e-01,-2.768155e+01,1.806807e-01,-2.880930e+01,1.806807e-01,-1.398107e+01
1.811812e-01,3.000000e+02,1.811812e-01,-5.528510e+01,1.811812e-01,-1.800642e+01,1.811812e-01,-2.778228e+01,1.811812e-01,-2.876633e+01,1.811812e-01,-1.403060e+01
1.816817e-01,8.050740e+01,1.816817e-01,-5.548762e+01,1.816817e-01,-1.784086e+01,1.816817e-01,-2.788271e+01,1.816817e-01,-2.872336e+01,1.816817e-01,-1.407999e+01
1.821822e-01,7.377644e+01,1.821822e-01,-5.568952e+01,1.821822e-01,-1.767443e+01,1.821822e-01,-2.798284e+01,1.821822e-01,-2.868037e+01,1.821822e-01,-1.412923e+01
1.826827e-01,7.001828e+01,1.826827e-01,-5.589080e+01,1.826827e-01,-1.750711e+01,1.826827e-01,-2.808266e+01,1.826827e-01,-2.863738e+01,1.826827e-01,-1.417833e+01
1.831832e-01,6.741011e+01,1.831832e-01,-5.609147e+01,1.831832e-01,-1.733889e+01,1.831832e-01,-2.818219e+01,1.831832e-01,-2.859438e+01,1.831832e-01,-1.422729e+01
1.836837e-01,6.542460e+01,1.836837e-01,-5.629153e+01,1.836837e-01,-1.716977e+01,1.836837e-01,-2.828141e+01,1.836837e-01,-2.855137e+01,1.836837e-01,-1.427610e+01
1.841842e-01,6.383509e+01,1.841842e-01,-5.649098e+01,1.841842e-01,-1.699972e+01,1.841842e-01,-2.838035e+01,1.841842e-01,-2.850835e+01,1.841842e-01,-1.432478e+01
1.846847e-01,6.252344e+01,1.846847e-01,-5.668983e+01,1.846847e-01,-1.682874e+01,1.846847e-01,-2.847898e+01,1.846847e-01,-2.846531e+01,1.846847e-01,-1.437331e+01
1.851852e-01,6.142043e+01,1.851852e-01,-5.688809e+01,1.851852e-01,-1.665682e+01,1.851852e-01,-2.857733e+01,1.851852e-01,-2.842227e+01,1.851852e-01,-1.442171e+01
1.856857e-01,6.048228e+01,1.856857e-01,-5.708574e+01,1.856857e-01,-1.648394e+01,1.856857e-01,-2.867538e+01,1.856857e-01,-2.837921e+01,1.856857e-01,-1.446997e+01
1.861862e-01,5.967974e+01,1.861862e-01,-5.728281e+01,1.861862e-01,-1.631009e+01,1.861862e-01,-2.877315e+01,1.861862e-01,-2.833614e+01,1.861862e-01,-1.451809e+01
1.866867e-01,5.899258e+01,1.866867e-01,-5.747929e+01,1.866867e-01,-1.613527e+01,1.866867e-01,-2.887063e+01,1.866867e-01,-2.829306e+01,1.866867e-01,-1.456607e+01
1.871872e-01,5.840646e+01,1.871872e-01,-5.767519e+01,1.871872e-01,-1.595944e+01,1.871872e-01,-2.896783e+01,1.871872e-01,-2.824996e+01,1.871872e-01,-1.461392e+01
1.876877e-01,5.791111e+01,1.876877e-01,-5.787050e+01,1.876877e-01,-1.578262e+01,1.876877e-01,-2.906474e+01,1.876877e-01,-2.820685e+01,1.876877e-01,-1.466163e+01
1.881882e-01,5.749925e+01,1.881882e-01,-5.806524e+01,1.881882e-01,-1.560477e+01,1.881882e-01,-2.916137e+01,1.881882e-01,-2.816373e+01,1.881882e-01,-1.470921e+01
1.886887e-01,5.716587e+01,1.886887e-01,-5.825941e+01,1.886887e-01,-1.542588e+01,1.886887e-01,-2.925772e+01,1.886887e-01,-2.812059e+01,1.886887e-01,-1.475666e+01
1.891892e-01,5.690778e+01,1.891892e-01,-5.845301e+01,1.891892e-01,-1.524595e+01,1.891892e-01,-2.935379e+01,1.891892e-01,-2.807743e+01,1.891892e-01,-1.480397e+01
1.896897e-01,5.672338e+01,1.896897e-01,-5.864604e+01,1.896897e-01,-1.506496e+01,1.896897e-01,-2.944958e+01,1.896897e-01,-2.803426e+01,1.896897e-01,-1.485115e+01
1.901902e-01,5.661251e+01,1.901902e-01,-5.883851e+01,1.901902e-01,-1.488288e+01,1.901902e-01,-2.954510e+01,1.901902e-01,-2.799106e+01,1.901902e-01,-1.489820e+01
1.906907e-01,5.657642e+01,1.906907e-01,-5.903043e+01,1.906907e-01,-1.469972e+01,1.906907e-01,-2.964035e+01,1.906907e-01,-2.794785e+01,1.906907e-01,-1.494512e+01
1.911912e-01,5.661787e+01,1.911912e-01,-5.922178e+01,1.911912e-01,-1.451545e+01,1.911912e-01,-2.973533e+01,1.911912e-01,-2.790463e+01,1.911912e-01,-1.499191e+01
1.916917e-01,5.674132e+01,1.916917e-01,-5.941259e+01,1.916917e-01,-1.433006e+01,1.916917e-01,-2.983003e+01,1.916917e-01,-2.786138e+01,1.916917e-01,-1.503857e+01
1.921922e-01,5.695327e+01,1.921922e-01,-5.960284e+01,1.921922e-01,-1.414352e+01,1.921922e-01,-2.992447e+01,1.921922e-01,-2.781811e+01,1.921922e-01,-1.508510e+01
1.926927e-01,5.726281e+01,1.926927e-01,-5.979255e+01,1.926927e-01,-1.395584e+01,1.926927e-01,-3.001864e+01,1.926927e-01,-2.777483e+01,1.926927e-01,-1.513150e+01
1.931932e-01,5.768253e+01,1.931932e-01,-5.998172e+01,1.931932e-01,-1.376698e+01,1.931932e-01,-3.011255e+01,1.931932e-01,-2.773152e+01,1.931932e-01,-1.517778e+01
1.936937e-01,5.822995e+01,1.936937e-01,-6.017035e+01,1.936937e-01,-1.357693e+01,1.936937e-01,-3.020619e+01,1.936937e-01,-2.768819e+01,1.936937e-01,-1.522393e+01
1.941942e-01,5.892985e+01,1.941942e-01,-6.035844e+01,1.941942e-01,-1.338567e+01,1.941942e-01,-3.029957e+01,1.941942e-01,-2.764484e+01,1.941942e-01,-1.526995e+01
1.946947e-01,5.981842e+01,1.946947e-01,-6.054600e+01,1.946947e-01,-1.319319e+01,1.946947e-01,-3.039269e+01,1.946947e-01,-2.760147e+01,1.946947e-01,-1.531585e+01
1.951952e-01,6.095097e+01,1.951952e-01,-6.073303e+01,1.951952e-01,-1.299947e+01,1.951952e-01,-3.048555e+01,1.951952e-01,-2.755807e+01,1.951952e-01,-1.536163e+01
1.956957e-01,6.241771e+01,1.956957e-01,-6.091954e+01,1.956957e-01,-1.280449e+01,1.956957e-01,-3.057815e+01,1.956957e-01,-2.751465e+01,1.956957e-01,-1.540728e+01
1.961962e-01,6.438040e+01,1.961962e-01,-6.110552e+01,1.961962e-01,-1.260822e+01,1.961962e-01,-3.067049e+01,1.961962e-01,-2.747121e+01,1.961962e-01,-1.545281e+01
1.966967e-01,6.717562e+01,1.966967e-01,-6.129098e+01,1.966967e-01,-1.241066e+01,1.966967e-01,-3.076258e+01,1.966967e-01,-2.742774e+01,1.966967e-01,-1.549822e+01
1.971972e-01,7.171739e+01,1.971972e-01,-6.147592e+01,1.971972e-01,-1.221177e+01,1.971972e-01,-3.085442e+01,1.971972e-01,-2.738425e+01,1.971972e-01,-1.554351e+01
1.976977e-01,3.000000e+02,1.976977e-01,-6.166035e+01,1.976977e-01,-1.201155e+01,1.976977e-01,-3.094601e+01,1.976977e-01,-2.734073e+01,1.976977e-01,-1.558868e+01
1.981982e-01,7.785309e+01,1.981982e-01,-6.184427e+01,1.981982e-01,-1.180996e+01,1.981982e-01,-3.103734e+01,1.981982e-01,-2.729718e+01,1.981982e-01,-1.563372e+01
1.986987e-01,6.952237e+01,1.986987e-01,-6.202768e+01,1.986987e-01,-1.160699e+01,1.986987e-01,-3.112843e+01,1.986987e-01,-2.725361e+01,1.986987e-01,-1.567865e+01
1.991992e-01,6.526016e+01,1.991992e-01,-6.221059e+01,1.991992e-01,-1.140261e+01,1.991992e-01,-3.121927e+01,1.991992e-01,-2.721001e+01,1.991992e-01,-1.572346e+01
1.996997e-01,6.237656e+01,1.996997e-01,-6.239299e+01,1.996997e-01,-1.119680e+01,1.996997e-01,-3.130986e+01,1.996997e-01,-2.716638e+01,1.996997e-01,-1.576815e+01
2.002002e-01,6.021039e+01,2.002002e-01,-6.257489e+01,2.002002e-01,-1.098954e+01,2.002002e-01,-3.140021e+01,2.002002e-01,-2.712272e+01,2.002002e-01,-1.581272e+01
2.007007e-01,5.849604e+01,2.007007e-01,-6.275630e+01,2.007007e-01,-1.078080e+01,2.007007e-01,-3.149031e+01,2.007007e-01,-2.707904e+01,2.007007e-01,-1.585718e+01
2.012012e-01,5.710134e+01,2.012012e-01,-6.293721e+01,2.012012e-01,-1.057056e+01,2.012012e-01,-3.158018e+01,2.012012e-01,-2.703532e+01,2.012012e-01,-1.590152e+01
2.017017e-01,5.595247e+01,2.017017e-01,-6.311763e+01,2.017017e-01,-1.035880e+01,2.017017e-01,-3.166980e+01,2.017017e-01,-2.699158e+01,2.017017e-01,-1.594574e+01
2.022022e-01,5.500560e+01,2.022022e-01,-6.329757e+01,2.022022e-01,-1.014548e+01,2.022022e-01,-3.175918e+01,2.022022e-01,-2.694780e+01,2.022022e-01,-1.598985e+01
2.027027e-01,5.423456e+01,2.027027e-01,-6.347701e+01,2.027027e-01,-9.930575e+00,2.027027e-01,-3.184832e+01,2.027027e-01,-2.690399e+01,2.027027e-01,-1.603384e+01
2.032032e-01,5.362478e+01,2.032032e-01,-6.365598e+01,2.032032e-01,-9.714067e+00,2.032032e-01,-3.193723e+01,2.032032e-01,-2.686015e+01,2.032032e-01,-1.607772e+01
2.037037e-01,5.317052e+01,2.037037e-01,-6.383446e+01,2.037037e-01,-9.495922e+00,2.037037e-01,-3.202590e+01,2.037037e-01,-2.681628e+01,2.037037e-01,-1.612149e+01
2.042042e-01,5.287384e+01,2.042042e-01,-6.401247e+01,2.042042e-01,-9.276111e+00,2.042042e-01,-3.211434e+01,2.042042e-01,-2.677237e+01,2.042042e-01,-1.616515e+01
2.047047e-01,5.274502e+01,2.047047e-01,-6.419000e+01,2.047047e-01,-9.054605e+00,2.047047e-01,-3.220255e+01,2.047047e-01,-2.672843e+01,2.047047e-01,-1.620869e+01
2.052052e-01,5.280455e+01,2.052052e-01,-6.436706e+01,2.052052e-01,-8.831371e+00,2.052052e-01,-3.229052e+01,2.052052e-01,-2.668446e+01,2.052052e-01,-1.625212e+01
2.057057e-01,5.308760e+01,2.057057e-01,-6.454366e+01,2.057057e-01,-8.606378e+00,2.057057e-01,-3.237826e+01,2.057057e-01,-2.664045e+01,2.057057e-01,-1.629544e+01
2.062062e-01,5.365318e+01,2.062062e-01,-6.471978e+01,2.062062e-01,-8.379594e+00,2.062062e-01,-3.246578e+01,2.062062e-01,-2.659641e+01,2.062062e-01,-1.633865e+01
2.067067e-01,5.460415e+01,2.067067e-01,-6.489544e+01,2.067067e-01,-8.150983e+00,2.067067e-01,-3.255306e+01,2.067067e-01,-2.655233e+01,2.067067e-01,-1.638175e+01
2.072072e-01,5.613661e+01,2.072072e-01,-6.507064e+01,2.072072e-01,-7.920511e+00,2.072072e-01,-3.264012e+01,2.072072e-01,-2.650821e+01,2.072072e-01,-1.642474e+01
2.077077e-01,5.869131e+01,2.077077e-01,-6.524537e+01,2.077077e-01,-7.688141e+00,2.077077e-01,-3.272695e+01,2.077077e-01,-2.646406e+01,2.077077e-01,-1.646763e+01
2.082082e-01,6.364978e+01,2.082082e-01,-6.541966e+01,2.082082e-01,-7.453837e+00,2.082082e-01,-3.281356e+01,2.082082e-01,-2.641987e+01,2.082082e-01,-1.651040e+01
2.087087e-01,3.000000e+02,2.087087e-01,-6.559348e+01,2.087087e-01,-7.217559e+00,2.087087e-01,-3.289995e+01,2.087087e-01,-2.637564e+01,2.087087e-01,-1.655307e+01
2.092092e-01,6.273770e+01,2.092092e-01,-6.576686e+01,2.092092e-01,-6.979268e+00,2.092092e-01,-3.298611e+01,2.092092e-01,-2.633137e+01,2.092092e-01,-1.659563e+01
2.097097e-01,5.571294e+01,2.097097e-01,-6.593978e+01,2.097097e-01,-6.738923e+00,2.097097e-01,-3.307206e+01,2.097097e-01,-2.628706e+01,2.097097e-01,-1.663809e+01
2.102102e-01,5.134024e+01,2.102102e-01,-6.611226e+01,2.102102e-01,-6.496480e+00,2.102102e-01,-3.315778e+01,2.102102e-01,-2.624272e+01,2.102102e-01,-1.668044e+01
2.107107e-01,4.804215e+01,2.107107e-01,-6.628430e+01,2.107107e-01,-6.251896e+00,2.107107e-01,-3.324329e+01,2.107107e-01,-2.619833e+01,2.107107e-01,-1.672268e+01
2.112112e-01,4.533525e+01,2.112112e-01,-6.645589e+01,2.112112e-01,-6.005126e+00,2.112112e-01,-3.332858e+01,2.112112e-01,-2.615390e+01,2.112112e-01,-1.676482e+01
2.117117e-01,4.300594e+01,2.117117e-01,-6.662704e+01,2.117117e-01,-5.756121e+00,2.117117e-01,-3.341365e+01,2.117117e-01,-2.610943e+01,2.117117e-01,-1.680685e+01
2.122122e-01,4.094056e+01,2.122122e-01,-6.679775e+01,2.122122e-01,-5.504833e+00,2.122122e-01,-3.349851e+01,2.122122e-01,-2.606492e+01,2.122122e-01,-1.684878e+01
2.127127e-01,3.907126e+01,2.127127e-01,-6.696803e+01,2.127127e-01,-5.251211e+00,2.127127e-01,-3.358315e+01,2.127127e-01,-2.602036e+01,2.127127e-01,-1.689061e+01
2.132132e-01,3.735416e+01,2.132132e-01,-6.713788e+01,2.132132e-01,-4.995203e+00,2.132132e-01,-3.366758e+01,2.132132e-01,-2.597576e+01,2.132132e-01,-1.693234e+01
2.137137e-01,3.575917e+01,2.137137e-01,-6.730729e+01,2.137137e-01,-4.736753e+00,2.137137e-01,-3.375180e+01,2.137137e-01,-2.593112e+01,2.137137e-01,-1.697396e+01
2.142142e-01,3.426474e+01,2.142142e-01,-6.747628e+01,2.142142e-01,-4.475806e+00,2.142142e-01,-3.383581e+01,2.142142e-01,-2.588643e+01,2.142142e-01,-1.701548e+01
2.147147e-01,3.285484e+01,2.147147e-01,-6.764484e+01,2.147147e-01,-4.212302e+00,2.147147e-01,-3.391961e+01,2.147147e-01,-2.584170e+01,2.147147e-01,-1.705690e+01
2.152152e-01,3.151722e+01,2.152152e-01,-6.781298e+01,2.152152e-01,-3.946180e+00,2.152152e-01,-3.400320e+01,2.152152e-01,-2.579692e+01,2.152152e-01,-1.709822e+01
2.157157e-01,3.024228e+01,2.157157e-01,-6.798069e+01,2.157157e-01,-3.677376e+00,2.157157e-01,-3.408659e+01,2.157157e-01,-2.575210e+01,2.157157e-01,-1.713944e+01
2.162162e-01,2.902237e+01,2.162162e-01,-6.814799e+01,2.162162e-01,-3.405824e+00,2.162162e-01,-3.416976e+01,2.162162e-01,-2.570723e+01,2.162162e-01,-1.718056e+01
2.167167e-01,2.785124e+01,2.167167e-01,-6.831486e+01,2.167167e-01,-3.131455e+00,2.167167e-01,-3.425274e+01,2.167167e-01,-2.566231e+01,2.167167e-01,-1.722158e+01
2.172172e-01,2.672374e+01,2.172172e-01,-6.848133e+01,2.172172e-01,-2.854196e+00,2.172172e-01,-3.433550e+01,2.172172e-01,-2.561735e+01,2.172172e-01,-1.726250e+01
2.177177e-01,2.563558e+01,2.177177e-01,-6.864738e+01,2.177177e-01,-2.573974e+00,2.177177e-01,-3.441807e+01,2.177177e-01,-2.557233e+01,2.177177e-01,-1.730333e+01
2.182182e-01,2.458311e+01,2.182182e-01,-6.881301e+01,2.182182e-01,-2.290708e+00,2.182182e-01,-3.450043e+01,2.182182e-01,-2.552727e+01,2.182182e-01,-1.734405e+01
2.187187e-01,2.356323e+01,2.187187e-01,-6.897824e+01,2.187187e-01,-2.004319e+00,2.187187e-01,-3.458259e+01,2.187187e-01,-2.548216e+01,2.187187e-01,-1.738468e+01
2.192192e-01,2.257325e+01,2.192192e-01,-6.914307e+01,2.192192e-01,-1.714719e+00,2.192192e-01,-3.466456e+01,2.192192e-01,-2.543699e+01,2.192192e-01,-1.742522e+01
2.197197e-01,2.161085e+01,2.197197e-01,-6.930748e+01,2.197197e-01,-1.421820e+00,2.197197e-01,-3.474632e+01,2.197197e-01,-2.539178e+01,2.197197e-01,-1.746565e+01
2.202202e-01,2.067398e+01,2.202202e-01,-6.947150e+01,2.202202e-01,-1.125528e+00,2.202202e-01,-3.482788e+01,2.202202e-01,-2.534651e+01,2.202202e-01,-1.750599e+01
2.207207e-01,1.976085e+01,2.207207e-01,-6.963511e+01,2.207207e-01,-8.257439e-01,2.207207e-01,-3.490925e+01,2.207207e-01,-2.530119e+01,2.207207e-01,-1.754624e+01
2.212212e-01,1.886986e+01,2.212212e-01,-6.979833e+01,2.212212e-01,-5.223661e-01,2.212212e-01,-3.499042e+01,2.212212e-01,-2.525582e+01,2.212212e-01,-1.758639e+01
2.217217e-01,1.799960e+01,2.217217e-01,-6.996115e+01,2.217217e-01,-2.152860e-01,2.217217e-01,-3.507140e+01,2.217217e-01,-2.521040e+01,2.217217e-01,-1.762644e+01
2.222222e-01,1.714878e+01,2.222222e-01,-7.012357e+01,2.222222e-01,9.560988e-02,2.222222e-01,-3.515218e+01,2.222222e-01,-2.516492e+01,2.222222e-01,-1.766641e+01
2.227227e-01,1.631627e+01,2.227227e-01,-7.028561e+01,2.227227e-01,4.104410e-01,2.227227e-01,-3.523277e+01,2.227227e-01,-2.511939e+01,2.227227e-01,-1.770627e+01
2.232232e-01,1.550103e+01,2.232232e-01,-7.044725e+01,2.232232e-01,7.293330e-01,2.232232e-01,-3.531316e+01,2.232232e-01,-2.507381e+01,2.232232e-01,-1.774605e+01
2.237237e-01,1.470212e+01,2.237237e-01,-7.060850e+01,2.237237e-01,1.052418e+00,2.237237e-01,-3.539337e+01,2.237237e-01,-2.502816e+01,2.237237e-01,-1.778573e+01
2.242242e-01,1.391868e+01,2.242242e-01,-7.076937e+01,2.242242e-01,1.379837e+00,2.242242e-01,-3.547338e+01,2.242242e-01,-2.498246e+01,2.242242e-01,-1.782532e+01
2.247247e-01,1.314993e+01,2.247247e-01,-7.092985e+01,2.247247e-01,1.711736e+00,2.247247e-01,-3.555321e+01,2.247247e-01,-2.493671e+01,2.247247e-01,-1.786482e+01
2.252252e-01,1.239515e+01,2.252252e-01,-7.108995e+01,2.252252e-01,2.048272e+00,2.252252e-01,-3.563285e+01,2.252252e-01,-2.489090e+01,2.252252e-01,-1.790423e+01
2.257257e-01,1.165368e+01,2.257257e-01,-7.124966e+01,2.257257e-01,2.389609e+00,2.257257e-01,-3.571230e+01,2.257257e-01,-2.484503e+01,2.257257e-01,-1.794354e+01
2.262262e-01,1.092491e+01,2.262262e-01,-7.140900e+01,2.262262e-01,2.735924e+00,2.262262e-01,-3.579156e+01,2.262262e-01,-2.479910e+01,2.262262e-01,-1.798277e+01
2.267267e-01,1.020829e+01,2.267267e-01,-7.156796e+01,2.267267e-01,3.087402e+00,2.267267e-01,-3.587064e+01,2.267267e-01,-2.475311e+01,2.267267e-01,-1.802191e+01
2.272272e-01,9.503280e+00,2.272272e-01,-7.172654e+01,2.272272e-01,3.444241e+00,2.272272e-01,-3.594953e+01,2.272272e-01,-2.470706e+01,2.272272e-01,-1.806095e+01
2.277277e-01,8.809407e+00,2.277277e-01,-7.188475e+01,2.277277e-01,3.806651e+00,2.277277e-01,-3.602823e+01,2.277277e-01,-2.466095e+01,2.277277e-01,-1.809991e+01
2.282282e-01,8.126216e+00,2.282282e-01,-7.204259e+01,2.282282e-01,4.174856e+00,2.282282e-01,-3.610676e+01,2.282282e-01,-2.461478e+01,2.282282e-01,-1.813878e+01
2.287287e-01,7.453287e+00,2.287287e-01,-7.220006e+01,2.287287e-01,4.549097e+00,2.287287e-01,-3.618510e+01,2.287287e-01,-2.456855e+01,2.287287e-01,-1.817756e+01
2.292292e-01,6.790227e+00,2.292292e-01,-7.235716e+01,2.292292e-01,4.929629e+00,2.292292e-01,-3.626326e+01,2.292292e-01,-2.452226e+01,2.292292e-01,-1.821625e+01
2.297297e-01,6.136666e+00,2.297297e-01,-7.251390e+01,2.297297e-01,5.316726e+00,2.297297e-01,-3.634124e+01,2.297297e-01,-2.447590e+01,2.297297e-01,-1.825485e+01
2.302302e-01,5.492259e+00,2.302302e-01,-7.267027e+01,2.302302e-01,5.710685e+00,2.302302e-01,-3.641904e+01,2.302302e-01,-2.442948e+01,2.302302e-01,-1.829337e+01
2.307307e-01,4.856681e+00,2.307307e-01,-7.282627e+01,2.307307e-01,6.111821e+00,2.307307e-01,-3.649666e+01,2.307307e-01,-2.438300e+01,2.307307e-01,-1.833180e+01
2.312312e-01,4.229627e+00,2.312312e-01,-7.298192e+01,2.312312e-01,6.520477e+00,2.312312e-01,-3.657411e+01,2.312312e-01,-2.433645e+01,2.312312e-01,-1.837014e+01
2.317317e-01,3.610809e+00,2.317317e-01,-7.313720e+01,2.317317e-01,6.937021e+00,2.317317e-01,-3.665137e+01,2.317317e-01,-2.428983e+01,2.317317e-01,-1.840840e+01
2.322322e-01,2.999953e+00,2.322322e-01,-7.329213e+01,2.322322e-01,7.361853e+00,2.322322e-01,-3.672846e+01,2.322322e-01,-2.424315e+01,2.322322e-01,-1.844657e+01
2.327327e-01,2.396804e+00,2.327327e-01,-7.344670e+01,2.327327e-01,7.795407e+00,2.327327e-01,-3.680538e+01,2.327327e-01,-2.419640e+01,2.327327e-01,-1.848466e+01
2.332332e-01,1.801118e+00,2.332332e-01,-7.360092e+01,2.332332e-01,8.238155e+00,2.332332e-01,-3.688212e+01,2.332332e-01,-2.414959e+01,2.332332e-01,-1.852266e+01
2.337337e-01,1.212665e+00,2.337337e-01,-7.375478e+01,2.337337e-01,8.690610e+00,2.337337e-01,-3.695869e+01,2.337337e-01,-2.410271e+01,2.337337e-01,-1.856058e+01
2.342342e-01,6.312259e-01,2.342342e-01,-7.390830e+01,2.342342e-01,9.153335e+00,2.342342e-01,-3.703508e+01,2.342342e-01,-2.405576e+01,2.342342e-01,-1.859842e+01
2.347347e-01,5.659270e-02,2.347347e-01,-7.406146e+01,2.347347e-01,9.626949e+00,2.347347e-01,-3.711130e+01,2.347347e-01,-2.400873e+01,2.347347e-01,-1.863617e+01
2.352352e-01,-5.114318e-01,2.352352e-01,-7.421427e+01,2.352352e-01,1.011213e+01,2.352352e-01,-3.718735e+01,2.352352e-01,-2.396164e+01,2.352352e-01,-1.867383e+01
2.357357e-01,-1.073035e+00,2.357357e-01,-7.436674e+01,2.357357e-01,1.060963e+01,2.357357e-01,-3.726323e+01,2.357357e-01,-2.391448e+01,2.357357e-01,-1.871142e+01
2.362362e-01,-1.628398e+00,2.362362e-01,-7.451887e+01,2.362362e-01,1.112028e+01,2.362362e-01,-3.733894e+01,2.362362e-01,-2.386725e+01,2.362362e-01,-1.874892e+01
2.367367e-01,-2.177689e+00,2.367367e-01,-7.467065e+01,2.367367e-01,1.164501e+01,2.367367e-01,-3.741448e+01,2.367367e-01,-2.381995e+01,2.367367e-01,-1.878634e+01
2.372372e-01,-2.721072e+00,2.372372e-01,-7.482209e+01,2.372372e-01,1.218485e+01,2.372372e-01,-3.748985e+01,2.372372e-01,-2.377257e+01,2.372372e-01,-1.882367e+01
2.377377e-01,-3.258704e+00,2.377377e-01,-7.497319e+01,2.377377e-01,1.274097e+01,2.377377e-01,-3.756505e+01,2.377377e-01,-2.372512e+01,2.377377e-01,-1.886093e+01
2.382382e-01,-3.790732e+00,2.382382e-01,-7.512395e+01,2.382382e-01,1.331468e+01,2.382382e-01,-3.764009e+01,2.382382e-01,-2.367760e+01,2.382382e-01,-1.889810e+01
2.387387e-01,-4.317299e+00,2.387387e-01,-7.527438e+01,2.387387e-01,1.390747e+01,2.387387e-01,-3.771496e+01,2.387387e-01,-2.363000e+01,2.387387e-01,-1.893520e+01
2.392392e-01,-4.838543e+00,2.392392e-01,-7.542447e+01,2.392392e-01,1.452103e+01,2.392392e-01,-3.778966e+01,2.392392e-01,-2.358233e+01,2.392392e-01,-1.897221e+01
2.397397e-01,-5.354593e+00,2.397397e-01,-7.557423e+01,2.397397e-01,1.515733e+01,2.397397e-01,-3.786420e+01,2.397397e-01,-2.353458e+01,2.397397e-01,-1.900915e+01
2.402402e-01,-5.865576e+00,2.402402e-01,-7.572365e+01,2.402402e-01,1.581861e+01,2.402402e-01,-3.793858e+01,2.402402e-01,-2.348675e+01,2.402402e-01,-1.904600e+01
2.407407e-01,-6.371611e+00,2.407407e-01,-7.587274e+01,2.407407e-01,1.650752e+01,2.407407e-01,-3.801279e+01,2.407407e-01,-2.343885e+01,2.407407e-01,-1.908277e+01
2.412412e-01,-6.872815e+00,2.412412e-01,-7.602151e+01,2.412412e-01,1.722714e+01,2.412412e-01,-3.808685e+01,2.412412e-01,-2.339087e+01,2.412412e-01,-1.911947e+01
2.417417e-01,-7.369299e+00,2.417417e-01,-7.616995e+01,2.417417e-01,1.798116e+01,2.417417e-01,-3.816074e+01,2.417417e-01,-2.334281e+01,2.417417e-01,-1.915609e+01
2.422422e-01,-7.861170e+00,2.422422e-01,-7.631806e+01,2.422422e-01,1.877398e+01,2.422422e-01,-3.823447e+01,2.422422e-01,-2.329467e+01,2.422422e-01,-1.919262e+01
2.427427e-01,-8.348530e+00,2.427427e-01,-7.646584e+01,2.427427e-01,1.961097e+01,2.427427e-01,-3.830803e+01,2.427427e-01,-2.324645e+01,2.427427e-01,-1.922909e+01
2.432432e-01,-8.831479e+00,2.432432e-01,-7.661331e+01,2.432432e-01,2.049872e+01,2.432432e-01,-3.838144e+01,2.432432e-01,-2.319815e+01,2.432432e-01,-1.926547e+01
2.437437e-01,-9.310113e+00,2.437437e-01,-7.676045e+01,2.437437e-01,2.144551e+01,2.437437e-01,-3.845469e+01,2.437437e-01,-2.314977e+01,2.437437e-01,-1.930177e+01
2.442442e-01,-9.784523e+00,2.442442e-01,-7.690727e+01,2.442442e-01,2.246186e+01,2.442442e-01,-3.852779e+01,2.442442e-01,-2.310131e+01,2.442442e-01,-1.933800e+01
2.447447e-01,-1.025480e+01,2.447447e-01,-7.705377e+01,2.447447e-01,2.356151e+01,2.447447e-01,-3.860072e+01,2.447447e-01,-2.305276e+01,2.447447e-01,-1.937415e+01
2.452452e-01,-1.072103e+01,2.452452e-01,-7.719996e+01,2.452452e-01,2.476285e+01,2.452452e-01,-3.867350e+01,2.452452e-01,-2.300413e+01,2.452452e-01,-1.941023e+01
2.457457e-01,-1.118329e+01,2.457457e-01,-7.734583e+01,2.457457e-01,2.609127e+01,2.457457e-01,-3.874612e+01,2.457457e-01,-2.295542e+01,2.457457e-01,-1.944623e+01
2.462462e-01,-1.164166e+01,2.462462e-01,-7.749138e+01,2.462462e-01,2.758329e+01,2.462462e-01,-3.881859e+01,2.462462e-01,-2.290662e+01,2.462462e-01,-1.948215e+01
2.467467e-01,-1.209623e+01,2.467467e-01,-7.763662e+01,2.467467e-01,2.929422e+01,2.467467e-01,-3.889090e+01,2.467467e-01,-2.285773e+01,2.467467e-01,-1.951800e+01
2.472472e-01,-1.254706e+01,2.472472e-01,-7.778155e+01,2.472472e-01,3.131375e+01,2.472472e-01,-3.896306e+01,2.472472e-01,-2.280876e+01,2.472472e-01,-1.955378e+01
2.477477e-01,-1.299423e+01,2.477477e-01,-7.792617e+01,2.477477e-01,3.380213e+01,2.477477e-01,-3.903507e+01,2.477477e-01,-2.275971e+01,2.477477e-01,-1.958948e+01
