f_0,tf_0,f_lp_0,tf_lp_0,f_1,tf_1,f_lp_1,tf_lp_1,f_2,tf_2,f_lp_2,tf_lp_2
1.106106e-01,5.682521e+01,1.106106e-01,-1.739584e+01,1.106106e-01,-3.578842e+01,1.106106e-01,-9.135465e+00,1.106106e-01,-3.508101e+01,1.106106e-01,-4.997731e+00
1.111111e-01,5.705372e+01,1.111111e-01,-1.776566e+01,1.111111e-01,-3.568638e+01,1.111111e-01,-9.315377e+00,1.111111e-01,-3.503149e+01,1.111111e-01,-5.082929e+00
1.116116e-01,5.735670e+01,1.116116e-01,-1.813317e+01,1.116116e-01,-3.558415e+01,1.116116e-01,-9.494226e+00,1.116116e-01,-3.498209e+01,1.116116e-01,-5.167678e+00
1.121121e-01,5.773667e+01,1.121121e-01,-1.849841e+01,1.121121e-01,-3.548174e+01,1.121121e-01,-9.672026e+00,1.121121e-01,-3.493281e+01,1.121121e-01,-5.251984e+00
1.126126e-01,5.819789e+01,1.126126e-01,-1.886140e+01,1.126126e-01,-3.537913e+01,1.126126e-01,-9.848791e+00,1.126126e-01,-3.488366e+01,1.126126e-01,-5.335851e+00
1.131131e-01,5.874666e+01,1.131131e-01,-1.922217e+01,1.131131e-01,-3.527633e+01,1.131131e-01,-1.002453e+01,1.131131e-01,-3.483462e+01,1.131131e-01,-5.419284e+00
1.136136e-01,5.939194e+01,1.136136e-01,-1.958077e+01,1.136136e-01,-3.517332e+01,1.136136e-01,-1.019927e+01,1.136136e-01,-3.478570e+01,1.136136e-01,-5.502289e+00
1.141141e-01,6.014628e+01,1.141141e-01,-1.993721e+01,1.141141e-01,-3.507012e+01,1.141141e-01,-1.037301e+01,1.141141e-01,-3.473690e+01,1.141141e-01,-5.584869e+00
1.146146e-01,6.102727e+01,1.146146e-01,-2.029152e+01,1.146146e-01,-3.496671e+01,1.146146e-01,-1.054576e+01,1.146146e-01,-3.468821e+01,1.146146e-01,-5.667028e+00
1.151151e-01,6.206007e+01,1.151151e-01,-2.064374e+01,1.151151e-01,-3.486309e+01,1.151151e-01,-1.071754e+01,1.151151e-01,-3.463963e+01,1.151151e-01,-5.748773e+00
1.156156e-01,6.328172e+01,1.156156e-01,-2.099389e+01,1.156156e-01,-3.475927e+01,1.156156e-01,-1.088837e+01,1.156156e-01,-3.459116e+01,1.156156e-01,-5.830107e+00
1.161161e-01,6.474942e+01,1.161161e-01,-2.134200e+01,1.161161e-01,-3.465523e+01,1.161161e-01,-1.105825e+01,1.161161e-01,-3.454280e+01,1.161161e-01,-5.911034e+00
1.166166e-01,6.655748e+01,1.166166e-01,-2.168810e+01,1.166166e-01,-3.455097e+01,1.166166e-01,-1.122719e+01,1.166166e-01,-3.449455e+01,1.166166e-01,-5.991559e+00
1.171171e-01,6.887753e+01,1.171171e-01,-2.203221e+01,1.171171e-01,-3.444649e+01,1.171171e-01,-1.139521e+01,1.171171e-01,-3.444641e+01,1.171171e-01,-6.071685e+00
1.176176e-01,7.207422e+01,1.176176e-01,-2.237436e+01,1.176176e-01,-3.434179e+01,1.176176e-01,-1.156231e+01,1.176176e-01,-3.439836e+01,1.176176e-01,-6.151418e+00
1.181181e-01,7.717801e+01,1.181181e-01,-2.271457e+01,1.181181e-01,-3.423687e+01,1.181181e-01,-1.172852e+01,1.181181e-01,-3.435043e+01,1.181181e-01,-6.230761e+00
1.186186e-01,3.000000e+02,1.186186e-01,-2.305287e+01,1.186186e-01,-3.413171e+01,1.186186e-01,-1.189383e+01,1.186186e-01,-3.430259e+01,1.186186e-01,-6.309718e+00
1.191191e-01,8.197674e+01,1.191191e-01,-2.338928e+01,1.191191e-01,-3.402633e+01,1.191191e-01,-1.205826e+01,1.191191e-01,-3.425486e+01,1.191191e-01,-6.388293e+00
1.196196e-01,7.462559e+01,1.196196e-01,-2.372382e+01,1.196196e-01,-3.392071e+01,1.196196e-01,-1.222182e+01,1.196196e-01,-3.420722e+01,1.196196e-01,-6.466490e+00
1.201201e-01,7.078712e+01,1.201201e-01,-2.405652e+01,1.201201e-01,-3.381485e+01,1.201201e-01,-1.238452e+01,1.201201e-01,-3.415968e+01,1.201201e-01,-6.544313e+00
1.206206e-01,6.821057e+01,1.206206e-01,-2.438741e+01,1.206206e-01,-3.370875e+01,1.206206e-01,-1.254637e+01,1.206206e-01,-3.411224e+01,1.206206e-01,-6.621765e+00
1.211211e-01,6.629700e+01,1.211211e-01,-2.471650e+01,1.211211e-01,-3.360241e+01,1.211211e-01,-1.270738e+01,1.211211e-01,-3.406489e+01,1.211211e-01,-6.698851e+00
1.216216e-01,6.479714e+01,1.216216e-01,-2.504381e+01,1.216216e-01,-3.349582e+01,1.216216e-01,-1.286756e+01,1.216216e-01,-3.401764e+01,1.216216e-01,-6.775574e+00
1.221221e-01,6.358308e+01,1.221221e-01,-2.536937e+01,1.221221e-01,-3.338898e+01,1.221221e-01,-1.302691e+01,1.221221e-01,-3.397048e+01,1.221221e-01,-6.851936e+00
1.226226e-01,6.258048e+01,1.226226e-01,-2.569320e+01,1.226226e-01,-3.328189e+01,1.226226e-01,-1.318546e+01,1.226226e-01,-3.392340e+01,1.226226e-01,-6.927943e+00
1.231231e-01,6.174236e+01,1.231231e-01,-2.601531e+01,1.231231e-01,-3.317455e+01,1.231231e-01,-1.334320e+01,1.231231e-01,-3.387642e+01,1.231231e-01,-7.003598e+00
1.236236e-01,6.103718e+01,1.236236e-01,-2.633573e+01,1.236236e-01,-3.306694e+01,1.236236e-01,-1.350014e+01,1.236236e-01,-3.382953e+01,1.236236e-01,-7.078903e+00
1.241241e-01,6.044283e+01,1.241241e-01,-2.665448e+01,1.241241e-01,-3.295908e+01,1.241241e-01,-1.365630e+01,1.241241e-01,-3.378272e+01,1.241241e-01,-7.153863e+00
1.246246e-01,5.994328e+01,1.246246e-01,-2.697158e+01,1.246246e-01,-3.285095e+01,1.246246e-01,-1.381168e+01,1.246246e-01,-3.373600e+01,1.246246e-01,-7.228480e+00
1.251251e-01,5.952664e+01,1.251251e-01,-2.728704e+01,1.251251e-01,-3.274255e+01,1.251251e-01,-1.396630e+01,1.251251e-01,-3.368937e+01,1.251251e-01,-7.302759e+00
1.256256e-01,5.918391e+01,1.256256e-01,-2.760089e+01,1.256256e-01,-3.263388e+01,1.256256e-01,-1.412015e+01,1.256256e-01,-3.364282e+01,1.256256e-01,-7.376701e+00
1.261261e-01,5.890820e+01,1.261261e-01,-2.791314e+01,1.261261e-01,-3.252494e+01,1.261261e-01,-1.427325e+01,1.261261e-01,-3.359635e+01,1.261261e-01,-7.450310e+00
1.266266e-01,5.869425e+01,1.266266e-01,-2.822381e+01,1.266266e-01,-3.241572e+01,1.266266e-01,-1.442561e+01,1.266266e-01,-3.354996e+01,1.266266e-01,-7.523590e+00
1.271271e-01,5.853804e+01,1.271271e-01,-2.853292e+01,1.271271e-01,-3.230622e+01,1.271271e-01,-1.457723e+01,1.271271e-01,-3.350365e+01,1.271271e-01,-7.596544e+00
1.276276e-01,5.843655e+01,1.276276e-01,-2.884048e+01,1.276276e-01,-3.219643e+01,1.276276e-01,-1.472812e+01,1.276276e-01,-3.345742e+01,1.276276e-01,-7.669174e+00
1.281281e-01,5.838762e+01,1.281281e-01,-2.914652e+01,1.281281e-01,-3.208636e+01,1.281281e-01,-1.487829e+01,1.281281e-01,-3.341126e+01,1.281281e-01,-7.741484e+00
1.286286e-01,5.838980e+01,1.286286e-01,-2.945105e+01,1.286286e-01,-3.197601e+01,1.286286e-01,-1.502775e+01,1.286286e-01,-3.336518e+01,1.286286e-01,-7.813476e+00
1.291291e-01,5.844233e+01,1.291291e-01,-2.975408e+01,1.291291e-01,-3.186535e+01,1.291291e-01,-1.517650e+01,1.291291e-01,-3.331918e+01,1.291291e-01,-7.885154e+00
1.296296e-01,5.854506e+01,1.296296e-01,-3.005563e+01,1.296296e-01,-3.175441e+01,1.296296e-01,-1.532455e+01,1.296296e-01,-3.327325e+01,1.296296e-01,-7.956519e+00
1.301301e-01,5.869846e+01,1.301301e-01,-3.035573e+01,1.301301e-01,-3.164316e+01,1.301301e-01,-1.547191e+01,1.301301e-01,-3.322740e+01,1.301301e-01,-8.027576e+00
1.306306e-01,5.890366e+01,1.306306e-01,-3.065437e+01,1.306306e-01,-3.153161e+01,1.306306e-01,-1.561858e+01,1.306306e-01,-3.318161e+01,1.306306e-01,-8.098327e+00
1.311311e-01,5.916249e+01,1.311311e-01,-3.095159e+01,1.311311e-01,-3.141976e+01,1.311311e-01,-1.576458e+01,1.311311e-01,-3.313590e+01,1.311311e-01,-8.168775e+00
1.316316e-01,5.947759e+01,1.316316e-01,-3.124738e+01,1.316316e-01,-3.130760e+01,1.316316e-01,-1.590990e+01,1.316316e-01,-3.309025e+01,1.316316e-01,-8.238922e+00
1.321321e-01,5.985255e+01,1.321321e-01,-3.154178e+01,1.321321e-01,-3.119512e+01,1.321321e-01,-1.605456e+01,1.321321e-01,-3.304468e+01,1.321321e-01,-8.308771e+00
1.326326e-01,6.029213e+01,1.326326e-01,-3.183479e+01,1.326326e-01,-3.108233e+01,1.326326e-01,-1.619857e+01,1.326326e-01,-3.299917e+01,1.326326e-01,-8.378324e+00
1.331331e-01,6.080259e+01,1.331331e-01,-3.212643e+01,1.331331e-01,-3.096923e+01,1.331331e-01,-1.634192e+01,1.331331e-01,-3.295373e+01,1.331331e-01,-8.447585e+00
1.336336e-01,6.139211e+01,1.336336e-01,-3.241671e+01,1.336336e-01,-3.085580e+01,1.336336e-01,-1.648462e+01,1.336336e-01,-3.290835e+01,1.336336e-01,-8.516556e+00
1.341341e-01,6.207155e+01,1.341341e-01,-3.270564e+01,1.341341e-01,-3.074204e+01,1.341341e-01,-1.662669e+01,1.341341e-01,-3.286304e+01,1.341341e-01,-8.585240e+00
1.346346e-01,6.285548e+01,1.346346e-01,-3.299324e+01,1.346346e-01,-3.062796e+01,1.346346e-01,-1.676812e+01,1.346346e-01,-3.281779e+01,1.346346e-01,-8.653638e+00
1.351351e-01,6.376388e+01,1.351351e-01,-3.327953e+01,1.351351e-01,-3.051355e+01,1.351351e-01,-1.690893e+01,1.351351e-01,-3.277260e+01,1.351351e-01,-8.721753e+00
1.356356e-01,6.482503e+01,1.356356e-01,-3.356451e+01,1.356356e-01,-3.039880e+01,1.356356e-01,-1.704911e+01,1.356356e-01,-3.272747e+01,1.356356e-01,-8.789589e+00
1.361361e-01,6.608058e+01,1.361361e-01,-3.384820e+01,1.361361e-01,-3.028371e+01,1.361361e-01,-1.718869e+01,1.361361e-01,-3.268241e+01,1.361361e-01,-8.857146e+00
1.366366e-01,6.759531e+01,1.366366e-01,-3.413061e+01,1.366366e-01,-3.016828e+01,1.366366e-01,-1.732765e+01,1.366366e-01,-3.263740e+01,1.366366e-01,-8.924428e+00
1.371371e-01,6.947785e+01,1.371371e-01,-3.441175e+01,1.371371e-01,-3.005251e+01,1.371371e-01,-1.746601e+01,1.371371e-01,-3.259245e+01,1.371371e-01,-8.991437e+00
1.376376e-01,7.193170e+01,1.376376e-01,-3.469164e+01,1.376376e-01,-2.993638e+01,1.376376e-01,-1.760377e+01,1.376376e-01,-3.254756e+01,1.376376e-01,-9.058175e+00
1.381381e-01,7.541239e+01,1.381381e-01,-3.497029e+01,1.381381e-01,-2.981991e+01,1.381381e-01,-1.774094e+01,1.381381e-01,-3.250272e+01,1.381381e-01,-9.124645e+00
1.386386e-01,8.136198e+01,1.386386e-01,-3.524771e+01,1.386386e-01,-2.970308e+01,1.386386e-01,-1.787752e+01,1.386386e-01,-3.245794e+01,1.386386e-01,-9.190848e+00
1.391391e-01,3.000000e+02,1.391391e-01,-3.552391e+01,1.391391e-01,-2.958589e+01,1.391391e-01,-1.801352e+01,1.391391e-01,-3.241322e+01,1.391391e-01,-9.256787e+00
1.396396e-01,8.167134e+01,1.396396e-01,-3.579891e+01,1.396396e-01,-2.946833e+01,1.396396e-01,-1.814895e+01,1.396396e-01,-3.236855e+01,1.396396e-01,-9.322465e+00
1.401401e-01,7.562226e+01,1.401401e-01,-3.607270e+01,1.401401e-01,-2.935041e+01,1.401401e-01,-1.828380e+01,1.401401e-01,-3.232392e+01,1.401401e-01,-9.387882e+00
1.406406e-01,7.213267e+01,1.406406e-01,-3.634532e+01,1.406406e-01,-2.923213e+01,1.406406e-01,-1.841809e+01,1.406406e-01,-3.227936e+01,1.406406e-01,-9.453042e+00
1.411411e-01,6.969226e+01,1.411411e-01,-3.661676e+01,1.411411e-01,-2.911346e+01,1.411411e-01,-1.855182e+01,1.411411e-01,-3.223484e+01,1.411411e-01,-9.517947e+00
1.416416e-01,6.783175e+01,1.416416e-01,-3.688705e+01,1.416416e-01,-2.899442e+01,1.416416e-01,-1.868499e+01,1.416416e-01,-3.219037e+01,1.416416e-01,-9.582598e+00
1.421421e-01,6.634296e+01,1.421421e-01,-3.715618e+01,1.421421e-01,-2.887500e+01,1.421421e-01,-1.881762e+01,1.421421e-01,-3.214595e+01,1.421421e-01,-9.646998e+00
1.426426e-01,6.511516e+01,1.426426e-01,-3.742417e+01,1.426426e-01,-2.875519e+01,1.426426e-01,-1.894969e+01,1.426426e-01,-3.210158e+01,1.426426e-01,-9.711149e+00
1.431431e-01,6.408248e+01,1.431431e-01,-3.769103e+01,1.431431e-01,-2.863500e+01,1.431431e-01,-1.908123e+01,1.431431e-01,-3.205725e+01,1.431431e-01,-9.775052e+00
1.436436e-01,6.320255e+01,1.436436e-01,-3.795677e+01,1.436436e-01,-2.851441e+01,1.436436e-01,-1.921223e+01,1.436436e-01,-3.201297e+01,1.436436e-01,-9.838710e+00
1.441441e-01,6.244661e+01,1.441441e-01,-3.822140e+01,1.441441e-01,-2.839343e+01,1.441441e-01,-1.934269e+01,1.441441e-01,-3.196874e+01,1.441441e-01,-9.902125e+00
1.446446e-01,6.179428e+01,1.446446e-01,-3.848493e+01,1.446446e-01,-2.827205e+01,1.446446e-01,-1.947264e+01,1.446446e-01,-3.192455e+01,1.446446e-01,-9.965298e+00
1.451451e-01,6.123066e+01,1.451451e-01,-3.874737e+01,1.451451e-01,-2.815026e+01,1.451451e-01,-1.960205e+01,1.451451e-01,-3.188040e+01,1.451451e-01,-1.002823e+01
1.456456e-01,6.074460e+01,1.456456e-01,-3.900874e+01,1.456456e-01,-2.802806e+01,1.456456e-01,-1.973096e+01,1.456456e-01,-3.183630e+01,1.456456e-01,-1.009093e+01
1.461461e-01,6.032757e+01,1.461461e-01,-3.926903e+01,1.461461e-01,-2.790546e+01,1.461461e-01,-1.985934e+01,1.461461e-01,-3.179223e+01,1.461461e-01,-1.015339e+01
1.466466e-01,5.997301e+01,1.466466e-01,-3.952826e+01,1.466466e-01,-2.778243e+01,1.466466e-01,-1.998722e+01,1.466466e-01,-3.174821e+01,1.466466e-01,-1.021561e+01
1.471471e-01,5.967583e+01,1.471471e-01,-3.978644e+01,1.471471e-01,-2.765899e+01,1.471471e-01,-2.011459e+01,1.471471e-01,-3.170423e+01,1.471471e-01,-1.027761e+01
1.476476e-01,5.943207e+01,1.476476e-01,-4.004358e+01,1.476476e-01,-2.753513e+01,1.476476e-01,-2.024147e+01,1.476476e-01,-3.166029e+01,1.476476e-01,-1.033937e+01
1.481481e-01,5.923866e+01,1.481481e-01,-4.029968e+01,1.481481e-01,-2.741083e+01,1.481481e-01,-2.036784e+01,1.481481e-01,-3.161639e+01,1.481481e-01,-1.040091e+01
1.486486e-01,5.909332e+01,1.486486e-01,-4.055476e+01,1.486486e-01,-2.728610e+01,1.486486e-01,-2.049373e+01,1.486486e-01,-3.157252e+01,1.486486e-01,-1.046221e+01
1.491491e-01,5.899438e+01,1.491491e-01,-4.080883e+01,1.491491e-01,-2.716094e+01,1.491491e-01,-2.061912e+01,1.491491e-01,-3.152869e+01,1.491491e-01,-1.052330e+01
1.496496e-01,5.894074e+01,1.496496e-01,-4.106189e+01,1.496496e-01,-2.703534e+01,1.496496e-01,-2.074403e+01,1.496496e-01,-3.148490e+01,1.496496e-01,-1.058416e+01
1.501502e-01,5.893182e+01,1.501502e-01,-4.131395e+01,1.501502e-01,-2.690929e+01,1.501502e-01,-2.086847e+01,1.501502e-01,-3.144114e+01,1.501502e-01,-1.064480e+01
1.506507e-01,5.896753e+01,1.506507e-01,-4.156502e+01,1.506507e-01,-2.678279e+01,1.506507e-01,-2.099242e+01,1.506507e-01,-3.139741e+01,1.506507e-01,-1.070521e+01
1.511512e-01,5.904825e+01,1.511512e-01,-4.181510e+01,1.511512e-01,-2.665584e+01,1.511512e-01,-2.111590e+01,1.511512e-01,-3.135372e+01,1.511512e-01,-1.076541e+01
1.516517e-01,5.917486e+01,1.516517e-01,-4.206422e+01,1.516517e-01,-2.652843e+01,1.516517e-01,-2.123892e+01,1.516517e-01,-3.131007e+01,1.516517e-01,-1.082540e+01
1.521522e-01,5.934880e+01,1.521522e-01,-4.231237e+01,1.521522e-01,-2.640056e+01,1.521522e-01,-2.136147e+01,1.521522e-01,-3.126644e+01,1.521522e-01,-1.088516e+01
1.526527e-01,5.957211e+01,1.526527e-01,-4.255956e+01,1.526527e-01,-2.627222e+01,1.526527e-01,-2.148356e+01,1.526527e-01,-3.122285e+01,1.526527e-01,-1.094472e+01
1.531532e-01,5.984750e+01,1.531532e-01,-4.280581e+01,1.531532e-01,-2.614341e+01,1.531532e-01,-2.160519e+01,1.531532e-01,-3.117928e+01,1.531532e-01,-1.100406e+01
1.536537e-01,6.017856e+01,1.536537e-01,-4.305111e+01,1.536537e-01,-2.601412e+01,1.536537e-01,-2.172636e+01,1.536537e-01,-3.113575e+01,1.536537e-01,-1.106319e+01
1.541542e-01,6.056991e+01,1.541542e-01,-4.329548e+01,1.541542e-01,-2.588435e+01,1.541542e-01,-2.184709e+01,1.541542e-01,-3.109224e+01,1.541542e-01,-1.112212e+01
1.546547e-01,6.102746e+01,1.546547e-01,-4.353892e+01,1.546547e-01,-2.575410e+01,1.546547e-01,-2.196737e+01,1.546547e-01,-3.104876e+01,1.546547e-01,-1.118083e+01
1.551552e-01,6.155888e+01,1.551552e-01,-4.378144e+01,1.551552e-01,-2.562335e+01,1.551552e-01,-2.208721e+01,1.551552e-01,-3.100531e+01,1.551552e-01,-1.123934e+01
1.556557e-01,6.217418e+01,1.556557e-01,-4.402305e+01,1.556557e-01,-2.549211e+01,1.556557e-01,-2.220660e+01,1.556557e-01,-3.096189e+01,1.556557e-01,-1.129765e+01
1.561562e-01,6.288659e+01,1.561562e-01,-4.426376e+01,1.561562e-01,-2.536037e+01,1.561562e-01,-2.232557e+01,1.561562e-01,-3.091849e+01,1.561562e-01,-1.135575e+01
1.566567e-01,6.371402e+01,1.566567e-01,-4.450358e+01,1.566567e-01,-2.522813e+01,1.566567e-01,-2.244409e+01,1.566567e-01,-3.087512e+01,1.566567e-01,-1.141365e+01
1.571572e-01,6.468144e+01,1.571572e-01,-4.474250e+01,1.571572e-01,-2.509537e+01,1.571572e-01,-2.256219e+01,1.571572e-01,-3.083177e+01,1.571572e-01,-1.147135e+01
1.576577e-01,6.582491e+01,1.576577e-01,-4.498054e+01,1.576577e-01,-2.496210e+01,1.576577e-01,-2.267986e+01,1.576577e-01,-3.078845e+01,1.576577e-01,-1.152885e+01
1.581582e-01,6.719922e+01,1.581582e-01,-4.521770e+01,1.581582e-01,-2.482831e+01,1.581582e-01,-2.279711e+01,1.581582e-01,-3.074515e+01,1.581582e-01,-1.158616e+01
1.586587e-01,6.889334e+01,1.586587e-01,-4.545400e+01,1.586587e-01,-2.469400e+01,1.586587e-01,-2.291394e+01,1.586587e-01,-3.070187e+01,1.586587e-01,-1.164327e+01
1.591592e-01,7.106629e+01,1.591592e-01,-4.568943e+01,1.591592e-01,-2.455915e+01,1.591592e-01,-2.303036e+01,1.591592e-01,-3.065861e+01,1.591592e-01,-1.170018e+01
1.596597e-01,7.404748e+01,1.596597e-01,-4.592401e+01,1.596597e-01,-2.442377e+01,1.596597e-01,-2.314636e+01,1.596597e-01,-3.061537e+01,1.596597e-01,-1.175691e+01
1.601602e-01,7.872375e+01,1.601602e-01,-4.615774e+01,1.601602e-01,-2.428785e+01,1.601602e-01,-2.326194e+01,1.601602e-01,-3.057216e+01,1.601602e-01,-1.181344e+01
1.606607e-01,3.000000e+02,1.606607e-01,-4.639063e+01,1.606607e-01,-2.415138e+01,1.606607e-01,-2.337713e+01,1.606607e-01,-3.052896e+01,1.606607e-01,-1.186978e+01
1.611612e-01,8.571267e+01,1.611612e-01,-4.662268e+01,1.611612e-01,-2.401435e+01,1.611612e-01,-2.349190e+01,1.611612e-01,-3.048578e+01,1.611612e-01,-1.192593e+01
1.616617e-01,7.733046e+01,1.616617e-01,-4.685390e+01,1.616617e-01,-2.387677e+01,1.616617e-01,-2.360628e+01,1.616617e-01,-3.044262e+01,1.616617e-01,-1.198189e+01
1.621622e-01,7.315848e+01,1.621622e-01,-4.708430e+01,1.621622e-01,-2.373863e+01,1.621622e-01,-2.372025e+01,1.621622e-01,-3.039947e+01,1.621622e-01,-1.203767e+01
1.626627e-01,7.037396e+01,1.626627e-01,-4.731388e+01,1.626627e-01,-2.359991e+01,1.626627e-01,-2.383384e+01,1.626627e-01,-3.035635e+01,1.626627e-01,-1.209326e+01
1.631632e-01,6.829580e+01,1.631632e-01,-4.754266e+01,1.631632e-01,-2.346063e+01,1.631632e-01,-2.394703e+01,1.631632e-01,-3.031324e+01,1.631632e-01,-1.214867e+01
1.636637e-01,6.665061e+01,1.636637e-01,-4.777062e+01,1.636637e-01,-2.332076e+01,1.636637e-01,-2.405982e+01,1.636637e-01,-3.027014e+01,1.636637e-01,-1.220390e+01
1.641642e-01,6.530096e+01,1.641642e-01,-4.799779e+01,1.641642e-01,-2.318030e+01,1.641642e-01,-2.417224e+01,1.641642e-01,-3.022706e+01,1.641642e-01,-1.225894e+01
1.646647e-01,6.416805e+01,1.646647e-01,-4.822417e+01,1.646647e-01,-2.303925e+01,1.646647e-01,-2.428427e+01,1.646647e-01,-3.018399e+01,1.646647e-01,-1.231380e+01
1.651652e-01,6.320254e+01,1.651652e-01,-4.844976e+01,1.651652e-01,-2.289760e+01,1.651652e-01,-2.439591e+01,1.651652e-01,-3.014094e+01,1.651652e-01,-1.236849e+01
1.656657e-01,6.237161e+01,1.656657e-01,-4.867457e+01,1.656657e-01,-2.275534e+01,1.656657e-01,-2.450718e+01,1.656657e-01,-3.009790e+01,1.656657e-01,-1.242300e+01
1.661662e-01,6.165238e+01,1.661662e-01,-4.889860e+01,1.661662e-01,-2.261248e+01,1.661662e-01,-2.461807e+01,1.661662e-01,-3.005487e+01,1.661662e-01,-1.247733e+01
1.666667e-01,6.102837e+01,1.666667e-01,-4.912187e+01,1.666667e-01,-2.246899e+01,1.666667e-01,-2.472859e+01,1.666667e-01,-3.001185e+01,1.666667e-01,-1.253148e+01
1.671672e-01,6.048740e+01,1.671672e-01,-4.934437e+01,1.671672e-01,-2.232488e+01,1.671672e-01,-2.483874e+01,1.671672e-01,-2.996884e+01,1.671672e-01,-1.258547e+01
1.676677e-01,6.002032e+01,1.676677e-01,-4.956611e+01,1.676677e-01,-2.218014e+01,1.676677e-01,-2.494852e+01,1.676677e-01,-2.992585e+01,1.676677e-01,-1.263927e+01
1.681682e-01,5.962015e+01,1.681682e-01,-4.978710e+01,1.681682e-01,-2.203476e+01,1.681682e-01,-2.505794e+01,1.681682e-01,-2.988286e+01,1.681682e-01,-1.269291e+01
1.686687e-01,5.928160e+01,1.686687e-01,-5.000734e+01,1.686687e-01,-2.188874e+01,1.686687e-01,-2.516699e+01,1.686687e-01,-2.983988e+01,1.686687e-01,-1.274638e+01
1.691692e-01,5.900062e+01,1.691692e-01,-5.022684e+01,1.691692e-01,-2.174207e+01,1.691692e-01,-2.527568e+01,1.691692e-01,-2.979691e+01,1.691692e-01,-1.279967e+01
1.696697e-01,5.877423e+01,1.696697e-01,-5.044560e+01,1.696697e-01,-2.159473e+01,1.696697e-01,-2.538401e+01,1.696697e-01,-2.975394e+01,1.696697e-01,-1.285280e+01
1.701702e-01,5.860029e+01,1.701702e-01,-5.066363e+01,1.701702e-01,-2.144673e+01,1.701702e-01,-2.549199e+01,1.701702e-01,-2.971098e+01,1.701702e-01,-1.290576e+01
1.706707e-01,5.847738e+01,1.706707e-01,-5.088094e+01,1.706707e-01,-2.129806e+01,1.706707e-01,-2.559962e+01,1.706707e-01,-2.966803e+01,1.706707e-01,-1.295855e+01
1.711712e-01,5.840479e+01,1.711712e-01,-5.109752e+01,1.711712e-01,-2.114871e+01,1.711712e-01,-2.570689e+01,1.711712e-01,-2.962508e+01,1.711712e-01,-1.301118e+01
1.716717e-01,5.838241e+01,1.716717e-01,-5.131339e+01,1.716717e-01,-2.099867e+01,1.716717e-01,-2.581382e+01,1.716717e-01,-2.958214e+01,1.716717e-01,-1.306365e+01
1.721722e-01,5.841077e+01,1.721722e-01,-5.152854e+01,1.721722e-01,-2.084793e+01,1.721722e-01,-2.592040e+01,1.721722e-01,-2.953921e+01,1.721722e-01,-1.311595e+01
1.726727e-01,5.849102e+01,1.726727e-01,-5.174299e+01,1.726727e-01,-2.069649e+01,1.726727e-01,-2.602664e+01,1.726727e-01,-2.949627e+01,1.726727e-01,-1.316809e+01
1.731732e-01,5.862503e+01,1.731732e-01,-5.195674e+01,1.731732e-01,-2.054434e+01,1.731732e-01,-2.613253e+01,1.731732e-01,-2.945334e+01,1.731732e-01,-1.322006e+01
1.736737e-01,5.881546e+01,1.736737e-01,-5.216979e+01,1.736737e-01,-2.039148e+01,1.736737e-01,-2.623809e+01,1.736737e-01,-2.941041e+01,1.736737e-01,-1.327188e+01
1.741742e-01,5.906591e+01,1.741742e-01,-5.238215e+01,1.741742e-01,-2.023788e+01,1.741742e-01,-2.634331e+01,1.741742e-01,-2.936748e+01,1.741742e-01,-1.332354e+01
1.746747e-01,5.938111e+01,1.746747e-01,-5.259382e+01,1.746747e-01,-2.008355e+01,1.746747e-01,-2.644820e+01,1.746747e-01,-2.932456e+01,1.746747e-01,-1.337504e+01
1.751752e-01,5.976724e+01,1.751752e-01,-5.280481e+01,1.751752e-01,-1.992848e+01,1.751752e-01,-2.655275e+01,1.751752e-01,-2.928163e+01,1.751752e-01,-1.342638e+01
1.756757e-01,6.023238e+01,1.756757e-01,-5.301512e+01,1.756757e-01,-1.977266e+01,1.756757e-01,-2.665698e+01,1.756757e-01,-2.923871e+01,1.756757e-01,-1.347757e+01
1.761762e-01,6.078715e+01,1.761762e-01,-5.322476e+01,1.761762e-01,-1.961607e+01,1.761762e-01,-2.676088e+01,1.761762e-01,-2.919578e+01,1.761762e-01,-1.352860e+01
1.766767e-01,6.144574e+01,1.766767e-01,-5.343373e+01,1.766767e-01,-1.945872e+01,1.766767e-01,-2.686445e+01,1.766767e-01,-2.915285e+01,1.766767e-01,-1.357948e+01
1.771772e-01,6.222753e+01,1.771772e-01,-5.364204e+01,1.771772e-01,-1.930059e+01,1.771772e-01,-2.696769e+01,1.771772e-01,-2.910992e+01,1.771772e-01,-1.363021e+01
1.776777e-01,6.315974e+01,1.776777e-01,-5.384968e+01,1.776777e-01,-1.914167e+01,1.776777e-01,-2.707062e+01,1.776777e-01,-2.906699e+01,1.776777e-01,-1.368078e+01
1.781782e-01,6.428220e+01,1.781782e-01,-5.405667e+01,1.781782e-01,-1.898196e+01,1.781782e-01,-2.717323e+01,1.781782e-01,-2.902405e+01,1.781782e-01,-1.373120e+01
1.786787e-01,6.565625e+01,1.786787e-01,-5.426301e+01,1.786787e-01,-1.882144e+01,1.786787e-01,-2.727552e+01,1.786787e-01,-2.898111e+01,1.786787e-01,-1.378147e+01
