f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.551350e+00,-5.342929e+00,-1.760382e+01,-1.359333e+01,-2.381843e+00,-2.230805e+01
1.562500e-02,-4.229963e-01,-5.536571e+00,-7.619665e+00,-1.062691e+01,-1.224676e+01,-8.670940e+00
3.125000e-02,3.111274e+00,-7.960331e+00,-1.274442e+01,-1.525396e+01,-1.388693e+01,-1.273875e+01
4.687500e-02,1.861643e+00,-5.083994e+00,-1.591618e+01,-8.442586e+00,-9.717614e+00,-8.473608e+00
6.250000e-02,2.640903e+00,-3.651809e+00,-1.112538e+01,-8.535681e+00,-1.030384e+01,-2.220937e+01
7.812500e-02,2.090168e-01,-4.489429e+00,-1.214168e+01,-8.848205e+00,-1.837458e+01,-1.333457e+01
9.375000e-02,2.055830e+00,-1.804211e+00,-9.647032e+00,-1.014452e+01,-9.447018e+00,-3.176499e+01
1.093750e-01,3.347588e+00,-2.001723e+00,-3.413760e+00,-3.040930e+00,-6.895248e+00,-2.551965e+01
1.250000e-01,5.280819e+00,3.327639e+00,-9.725825e-01,-4.435401e+00,-1.430907e+01,-1.463158e+01
1.406250e-01,6.169367e+00,3.757198e+00,3.205232e-02,-1.297138e+00,-4.403960e+00,-7.730094e+00
1.562500e-01,4.980968e+00,2.066540e+00,-1.156576e+00,-3.624341e+00,-1.069642e+01,-1.685878e+01
1.718750e-01,7.842627e+00,5.563428e+00,3.107562e+00,1.665681e+00,-1.493244e+00,-6.939670e+00
1.875000e-01,8.038199e+00,5.829646e+00,4.017849e+00,1.321476e+00,-5.527494e-01,-4.650617e+00
2.031250e-01,8.975716e+00,7.119121e+00,4.858135e+00,1.664191e+00,-2.693998e+00,-8.238391e+00
2.187500e-01,9.832525e+00,7.544104e+00,4.801393e+00,3.883086e+00,2.187048e-01,-6.878316e+00
2.343750e-01,9.471078e+00,6.579150e+00,4.428972e+00,1.323837e+00,-2.022224e+00,-7.471066e+00
2.500000e-01,3.976891e+00,9.132636e-01,-1.521853e+00,-5.024363e+00,-9.139857e+00,-1.719189e+01
2.656250e-01,-7.285142e+00,-1.263666e+01,-1.461026e+01,-1.668197e+01,-2.081751e+01,-2.659372e+01
2.812500e-01,-2.680683e+01,-3.416844e+01,-4.108868e+01,-3.320105e+01,-3.471567e+01,-3.603684e+01
2.968750e-01,-2.784617e+01,-3.321411e+01,-4.244715e+01,-4.007527e+01,-3.982068e+01,-3.759294e+01
3.125000e-01,-2.797155e+01,-3.212910e+01,-3.955203e+01,-4.446769e+01,-4.113105e+01,-3.811542e+01
3.281250e-01,-2.425066e+01,-2.905278e+01,-4.366115e+01,-3.665724e+01,-3.792595e+01,-3.948634e+01
3.437500e-01,-2.536896e+01,-3.074691e+01,-3.486043e+01,-5.463224e+01,-3.952671e+01,-4.255784e+01
3.593750e-01,-2.733209e+01,-3.039978e+01,-3.331961e+01,-3.912140e+01,-3.998074e+01,-3.881635e+01
3.750000e-01,-2.727722e+01,-2.904145e+01,-3.157307e+01,-4.114046e+01,-4.147366e+01,-3.900534e+01
3.906250e-01,-2.978837e+01,-3.023792e+01,-3.041094e+01,-3.984881e+01,-3.919843e+01,-4.170294e+01
4.062500e-01,-2.695128e+01,-3.022448e+01,-3.095030e+01,-3.548422e+01,-3.638035e+01,-4.193130e+01
4.218750e-01,-3.431511e+01,-3.523698e+01,-3.375317e+01,-3.670898e+01,-3.422217e+01,-3.791185e+01
4.375000e-01,-4.149408e+01,-4.012968e+01,-3.268263e+01,-3.331321e+01,-3.395641e+01,-3.561663e+01
4.531250e-01,-3.020345e+01,-3.036172e+01,-3.597298e+01,-3.550991e+01,-3.366783e+01,-3.764558e+01
4.687500e-01,-3.380814e+01,-3.957343e+01,-3.384825e+01,-3.961898e+01,-3.817375e+01,-4.055193e+01
4.843750e-01,-2.292755e+01,-2.356773e+01,-2.778721e+01,-3.227466e+01,-4.048151e+01,-5.258020e+01
5.000000e-01,-5.092220e+01,-4.283983e+01,-4.598117e+01,-5.313190e+01,-4.774083e+01,-5.749469e+01
