f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.988455e+01,-3.602187e+01,2.819400e+00,-5.368075e+01,-1.536715e+01,-3.779481e+01
1.562500e-02,1.984068e+01,-6.089799e+00,2.648599e+00,-1.775454e+01,-1.580123e+01,-3.342256e+01
3.125000e-02,1.967324e+01,-2.032490e-01,1.951401e+00,-1.195582e+01,-1.750830e+01,-2.708316e+01
4.687500e-02,1.951406e+01,3.144294e+00,9.259847e-01,-9.048858e+00,-2.113518e+01,-2.609308e+01
6.250000e-02,1.934045e+01,5.461408e+00,-6.759108e-01,-7.426383e+00,-2.979552e+01,-2.606173e+01
7.812500e-02,1.915594e+01,7.224831e+00,-3.140764e+00,-6.662062e+00,-3.340128e+01,-2.668539e+01
9.375000e-02,1.898982e+01,8.628666e+00,-7.304166e+00,-6.509659e+00,-2.209929e+01,-3.064212e+01
1.093750e-01,1.879203e+01,9.788624e+00,-1.730221e+01,-7.139387e+00,-1.807283e+01,-4.641227e+01
1.250000e-01,1.862287e+01,1.077252e+01,-1.388399e+01,-8.791967e+00,-1.625618e+01,-3.559432e+01
1.406250e-01,1.842189e+01,1.160478e+01,-5.064226e+00,-1.273584e+01,-1.644768e+01,-2.916129e+01
1.562500e-01,1.824062e+01,1.230541e+01,-5.575336e-01,-2.264325e+01,-1.830843e+01,-2.775362e+01
1.718750e-01,1.803164e+01,1.295323e+01,2.607442e+00,-1.426809e+01,-2.522207e+01,-3.094922e+01
1.875000e-01,1.782929e+01,1.348698e+01,4.979876e+00,-6.414166e+00,-1.933530e+01,-2.951197e+01
2.031250e-01,1.762019e+01,1.398964e+01,6.847677e+00,-1.951259e+00,-1.114755e+01,-2.116885e+01
2.187500e-01,1.733952e+01,1.424558e+01,8.285005e+00,1.157300e+00,-6.430262e+00,-1.547360e+01
2.343750e-01,1.595078e+01,1.346735e+01,8.316632e+00,2.434612e+00,-3.748104e+00,-1.328039e+01
2.500000e-01,1.079761e+01,8.867875e+00,4.530320e+00,-5.430773e-01,-6.378786e+00,-1.431392e+01
2.656250e-01,-2.395095e+00,-4.197328e+00,-7.853136e+00,-1.257201e+01,-1.866123e+01,-2.676765e+01
2.812500e-01,-3.831137e+01,-3.638137e+01,-4.710698e+01,-4.493550e+01,-4.455004e+01,-5.120434e+01
2.968750e-01,-4.419097e+01,-3.966307e+01,-4.702870e+01,-4.785004e+01,-4.671628e+01,-5.135745e+01
3.125000e-01,-4.865272e+01,-5.106589e+01,-4.649964e+01,-4.643337e+01,-4.718819e+01,-5.430328e+01
3.281250e-01,-5.464125e+01,-6.128228e+01,-4.910173e+01,-4.894409e+01,-4.889524e+01,-5.675007e+01
3.437500e-01,-4.954284e+01,-7.006696e+01,-5.093340e+01,-5.156244e+01,-5.594252e+01,-6.305979e+01
3.593750e-01,-5.020839e+01,-6.041149e+01,-5.000400e+01,-5.147238e+01,-5.357655e+01,-6.027353e+01
3.750000e-01,-5.052317e+01,-5.951459e+01,-5.237280e+01,-5.186496e+01,-5.660113e+01,-6.318969e+01
3.906250e-01,-5.805571e+01,-6.078288e+01,-5.438484e+01,-5.326763e+01,-5.616375e+01,-6.235463e+01
4.062500e-01,-5.573727e+01,-6.399424e+01,-5.331349e+01,-5.364357e+01,-5.564994e+01,-6.523846e+01
4.218750e-01,-6.564354e+01,-7.052144e+01,-5.577144e+01,-5.421919e+01,-5.696204e+01,-6.164790e+01
4.375000e-01,-6.641291e+01,-6.982498e+01,-5.878007e+01,-5.855337e+01,-6.126353e+01,-6.408481e+01
4.531250e-01,-6.470459e+01,-6.590801e+01,-6.254259e+01,-5.950204e+01,-5.676329e+01,-6.183413e+01
4.687500e-01,-8.102000e+01,-6.666961e+01,-5.999009e+01,-5.901799e+01,-5.784978e+01,-6.345900e+01
4.843750e-01,-7.439615e+01,-6.960169e+01,-6.306374e+01,-5.704465e+01,-5.688816e+01,-6.347069e+01
5.000000e-01,-6.394133e+01,-6.195725e+01,-6.900195e+01,-5.871415e+01,-6.748161e+01,-7.074530e+01
