f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,9.683514e+00,-4.779456e+00,2.581814e-01,6.625245e-02,-5.478459e+00,-3.081601e+01
1.562500e-02,7.610937e+00,-5.965021e-01,-3.412059e+00,-1.813025e+00,-5.550153e+00,-1.213657e+01
3.125000e-02,7.446688e+00,-1.672009e+00,-4.369705e+00,-7.406392e-01,-5.493815e+00,-2.140910e+01
4.687500e-02,9.322371e+00,3.808652e+00,1.425681e+00,3.283093e+00,-1.418441e+00,-9.195099e+00
6.250000e-02,8.143510e+00,1.344941e+00,1.692849e+00,2.796567e+00,-1.717701e+00,-9.827466e+00
7.812500e-02,9.783980e+00,5.883315e+00,3.141996e+00,-1.554588e+00,-6.670316e+00,-9.876388e+00
9.375000e-02,9.969991e+00,6.906965e+00,2.874678e+00,1.349594e+00,-2.940296e+00,-7.235450e+00
1.093750e-01,1.116402e+01,8.607518e+00,4.643536e+00,2.625111e+00,-1.969094e-01,-6.450007e+00
1.250000e-01,1.179050e+01,8.590250e+00,4.734921e+00,3.234409e+00,-1.295392e+00,-8.985785e+00
1.406250e-01,1.213205e+01,8.250013e+00,4.759498e+00,2.507218e+00,-3.746466e-01,-7.186081e+00
1.562500e-01,1.194273e+01,7.962777e+00,4.918175e+00,2.322336e+00,-2.661196e+00,-1.049280e+01
1.718750e-01,1.202248e+01,7.263778e+00,3.870017e+00,1.690452e+00,-3.044840e+00,-1.369077e+01
1.875000e-01,1.202655e+01,6.197045e+00,2.628080e+00,-2.893166e-01,-4.800483e+00,-1.019452e+01
2.031250e-01,1.123820e+01,6.179376e+00,2.377635e+00,-2.198220e+00,-6.125766e+00,-1.366519e+01
2.187500e-01,1.158094e+01,4.843998e+00,1.252902e+00,-1.893053e+00,-6.737245e+00,-1.214508e+01
2.343750e-01,1.031874e+01,3.646754e+00,4.798668e-01,-4.370823e+00,-9.991434e+00,-1.484812e+01
2.500000e-01,5.491599e+00,-1.426583e+00,-5.181763e+00,-8.765412e+00,-1.303517e+01,-1.920087e+01
2.656250e-01,-7.343311e+00,-1.496982e+01,-1.634572e+01,-2.385378e+01,-3.112568e+01,-5.028697e+01
2.812500e-01,-2.995069e+01,-3.700171e+01,-3.369137e+01,-3.699711e+01,-3.784747e+01,-4.530891e+01
2.968750e-01,-3.181888e+01,-4.336612e+01,-3.940784e+01,-3.423430e+01,-4.002009e+01,-4.099367e+01
3.125000e-01,-3.246757e+01,-4.673797e+01,-3.405437e+01,-3.938713e+01,-4.011032e+01,-3.949381e+01
3.281250e-01,-3.572907e+01,-4.204797e+01,-3.842704e+01,-3.268316e+01,-3.861640e+01,-4.077688e+01
3.437500e-01,-4.290516e+01,-3.802624e+01,-4.116819e+01,-3.454355e+01,-3.705430e+01,-4.404887e+01
3.593750e-01,-3.543525e+01,-3.402634e+01,-3.983865e+01,-3.402837e+01,-3.353179e+01,-4.088857e+01
3.750000e-01,-3.391154e+01,-3.044787e+01,-4.672452e+01,-3.499820e+01,-3.721466e+01,-5.081956e+01
3.906250e-01,-3.635032e+01,-3.074770e+01,-3.681373e+01,-3.625073e+01,-3.480565e+01,-4.330744e+01
4.062500e-01,-3.304526e+01,-2.745993e+01,-3.279130e+01,-3.312247e+01,-3.474959e+01,-5.038983e+01
4.218750e-01,-2.663267e+01,-2.393537e+01,-2.960004e+01,-3.370477e+01,-3.692828e+01,-4.361420e+01
4.375000e-01,-2.824036e+01,-2.473402e+01,-2.825892e+01,-3.535599e+01,-4.092220e+01,-5.020276e+01
4.531250e-01,-2.838062e+01,-2.343465e+01,-2.626254e+01,-3.128469e+01,-3.845589e+01,-4.268981e+01
4.687500e-01,-3.010867e+01,-2.468857e+01,-2.436568e+01,-2.946046e+01,-3.751588e+01,-3.912824e+01
4.843750e-01,-3.036124e+01,-2.742576e+01,-2.576948e+01,-2.897848e+01,-3.460795e+01,-3.903510e+01
5.000000e-01,-4.435063e+01,-5.103283e+01,-4.025128e+01,-4.406268e+01,-4.765157e+01,-4.810676e+01
