f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.987882e+01,-3.203371e+01,3.620174e+00,-4.005012e+01,-1.286274e+01,-3.079931e+01
1.562500e-02,1.983568e+01,-6.316834e+00,3.478799e+00,-1.670295e+01,-1.319800e+01,-2.733950e+01
3.125000e-02,1.968072e+01,-4.447884e-01,2.864881e+00,-1.090569e+01,-1.472202e+01,-2.366517e+01
4.687500e-02,1.951432e+01,2.919409e+00,1.957711e+00,-7.933804e+00,-1.753931e+01,-2.154366e+01
6.250000e-02,1.933621e+01,5.227121e+00,5.793580e-01,-6.171363e+00,-2.329065e+01,-2.110255e+01
7.812500e-02,1.916732e+01,7.000048e+00,-1.406228e+00,-5.110608e+00,-4.759051e+01,-2.177576e+01
9.375000e-02,1.899724e+01,8.402481e+00,-4.491280e+00,-4.739055e+00,-2.225379e+01,-2.406342e+01
1.093750e-01,1.877901e+01,9.535790e+00,-1.024700e+01,-4.936890e+00,-1.658043e+01,-2.958304e+01
1.250000e-01,1.862440e+01,1.053866e+01,-3.363204e+01,-5.786348e+00,-1.366146e+01,-3.449480e+01
1.406250e-01,1.840761e+01,1.134815e+01,-9.037745e+00,-7.764536e+00,-1.253015e+01,-2.593640e+01
1.562500e-01,1.825716e+01,1.211351e+01,-2.802827e+00,-1.153552e+01,-1.224442e+01,-2.205306e+01
1.718750e-01,1.801496e+01,1.270215e+01,9.282464e-01,-2.371483e+01,-1.394346e+01,-2.096159e+01
1.875000e-01,1.780679e+01,1.324633e+01,3.634344e+00,-1.432824e+01,-1.853412e+01,-2.168401e+01
2.031250e-01,1.763695e+01,1.377683e+01,5.795724e+00,-6.087075e+00,-3.055070e+01,-2.678257e+01
2.187500e-01,1.737286e+01,1.414657e+01,7.499572e+00,-1.393968e+00,-1.286981e+01,-2.802560e+01
2.343750e-01,1.610409e+01,1.348421e+01,7.957911e+00,9.199118e-01,-7.357220e+00,-1.826550e+01
2.500000e-01,1.100161e+01,8.953517e+00,4.347962e+00,-1.265468e+00,-8.207979e+00,-1.712189e+01
2.656250e-01,-1.362158e+00,-2.969557e+00,-6.801589e+00,-1.134084e+01,-1.721510e+01,-2.542212e+01
2.812500e-01,-3.523989e+01,-3.618080e+01,-3.973135e+01,-4.437667e+01,-4.734290e+01,-5.686026e+01
2.968750e-01,-4.502698e+01,-4.516846e+01,-4.939944e+01,-5.360597e+01,-5.560851e+01,-6.261701e+01
3.125000e-01,-5.459499e+01,-5.265582e+01,-5.671026e+01,-5.976160e+01,-6.114593e+01,-7.262035e+01
3.281250e-01,-5.971109e+01,-5.884967e+01,-5.682452e+01,-5.903527e+01,-6.773245e+01,-6.302749e+01
3.437500e-01,-5.791395e+01,-6.187140e+01,-6.317956e+01,-6.500739e+01,-7.777108e+01,-7.861194e+01
3.593750e-01,-5.721615e+01,-5.903044e+01,-5.974947e+01,-6.126198e+01,-6.676676e+01,-7.615856e+01
3.750000e-01,-5.688667e+01,-6.018862e+01,-5.990228e+01,-6.160537e+01,-6.897107e+01,-7.355504e+01
3.906250e-01,-6.260672e+01,-6.658444e+01,-6.482389e+01,-6.877787e+01,-7.581674e+01,-7.525734e+01
4.062500e-01,-6.662120e+01,-7.664870e+01,-6.980697e+01,-7.497982e+01,-7.198677e+01,-8.076634e+01
4.218750e-01,-6.757613e+01,-6.981834e+01,-6.772882e+01,-7.433099e+01,-7.124506e+01,-7.924560e+01
4.375000e-01,-7.187959e+01,-7.454214e+01,-6.925494e+01,-7.778204e+01,-8.137731e+01,-9.025339e+01
4.531250e-01,-7.146075e+01,-7.138816e+01,-7.127858e+01,-7.429270e+01,-7.370287e+01,-8.822451e+01
4.687500e-01,-7.296905e+01,-7.900548e+01,-7.318863e+01,-7.735722e+01,-7.351727e+01,-8.232467e+01
4.843750e-01,-7.462691e+01,-7.467388e+01,-7.691914e+01,-7.786450e+01,-7.747002e+01,-8.245945e+01
5.000000e-01,-8.096029e+01,-7.571410e+01,-7.335840e+01,-7.649198e+01,-7.979481e+01,-7.794782e+01
