f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.986661e+01,3.957835e+00,5.560640e-01,-1.399189e+01,-4.870787e+01,-3.331600e+01
1.562500e-02,1.983095e+01,4.178386e+00,2.079548e-01,-1.497646e+01,-3.068395e+01,-2.813999e+01
3.125000e-02,1.965935e+01,5.284841e+00,-3.045278e-02,-1.364952e+01,-2.542776e+01,-2.738348e+01
4.687500e-02,1.950399e+01,6.424114e+00,-5.797851e-01,-1.228229e+01,-2.073973e+01,-2.334352e+01
6.250000e-02,1.930652e+01,7.675882e+00,-8.586271e-01,-1.123188e+01,-2.155625e+01,-2.268612e+01
7.812500e-02,1.917521e+01,8.888984e+00,-7.688011e-01,-9.197281e+00,-1.729779e+01,-2.140995e+01
9.375000e-02,1.898846e+01,9.897793e+00,2.976376e-02,-8.069478e+00,-1.634406e+01,-2.113566e+01
1.093750e-01,1.878473e+01,1.080742e+01,1.309971e+00,-5.198918e+00,-1.223657e+01,-1.800627e+01
1.250000e-01,1.860998e+01,1.168798e+01,2.945675e+00,-3.184786e+00,-8.956247e+00,-1.699616e+01
1.406250e-01,1.828173e+01,1.210407e+01,4.292087e+00,-9.098535e-01,-6.229247e+00,-1.311555e+01
1.562500e-01,1.807680e+01,1.279557e+01,5.357078e+00,2.001076e-01,-4.425463e+00,-1.160872e+01
1.718750e-01,1.762483e+01,1.288613e+01,6.227487e+00,1.513361e+00,-2.923831e+00,-1.030606e+01
1.875000e-01,1.713793e+01,1.286753e+01,6.923973e+00,2.480044e+00,-1.924540e+00,-9.067809e+00
2.031250e-01,1.657347e+01,1.260297e+01,6.576087e+00,2.055420e+00,-2.770393e+00,-9.973761e+00
2.187500e-01,1.561926e+01,1.157717e+01,5.742262e+00,1.463641e+00,-2.515964e+00,-8.423015e+00
2.343750e-01,1.376829e+01,9.818699e+00,3.424001e+00,-1.317661e+00,-6.870018e+00,-1.361836e+01
2.500000e-01,8.260989e+00,4.397854e+00,-2.225158e+00,-8.283378e+00,-1.482267e+01,-2.144491e+01
2.656250e-01,-5.056758e+00,-8.480094e+00,-1.504824e+01,-1.947336e+01,-2.687898e+01,-3.139998e+01
2.812500e-01,-3.411143e+01,-3.653943e+01,-3.743737e+01,-3.092238e+01,-3.781087e+01,-4.119270e+01
2.968750e-01,-3.720127e+01,-3.796667e+01,-4.268010e+01,-3.569656e+01,-4.582298e+01,-4.265784e+01
3.125000e-01,-3.409783e+01,-4.013103e+01,-4.220213e+01,-3.524792e+01,-4.571957e+01,-4.641911e+01
3.281250e-01,-3.819839e+01,-5.238096e+01,-5.130591e+01,-4.021233e+01,-5.219091e+01,-5.649433e+01
3.437500e-01,-3.641465e+01,-4.295773e+01,-4.259147e+01,-3.822302e+01,-4.944713e+01,-4.879793e+01
3.593750e-01,-3.793463e+01,-4.480067e+01,-4.413843e+01,-3.882132e+01,-4.820403e+01,-4.909642e+01
3.750000e-01,-3.852853e+01,-4.495605e+01,-4.460102e+01,-4.043626e+01,-4.931695e+01,-5.123144e+01
3.906250e-01,-4.025998e+01,-4.786284e+01,-4.610450e+01,-3.991470e+01,-4.985413e+01,-5.232209e+01
4.062500e-01,-4.352032e+01,-5.335341e+01,-5.086554e+01,-4.366839e+01,-5.629861e+01,-5.830699e+01
4.218750e-01,-4.159892e+01,-5.118804e+01,-4.811688e+01,-4.175598e+01,-4.861050e+01,-4.914654e+01
4.375000e-01,-4.431009e+01,-4.969652e+01,-4.844482e+01,-4.353958e+01,-5.440911e+01,-5.364176e+01
4.531250e-01,-4.340506e+01,-4.943144e+01,-5.294814e+01,-4.456828e+01,-5.414396e+01,-6.474704e+01
4.687500e-01,-4.452792e+01,-5.094966e+01,-5.687287e+01,-4.629998e+01,-5.489534e+01,-5.442701e+01
4.843750e-01,-4.563772e+01,-4.926242e+01,-5.635998e+01,-4.686346e+01,-5.444400e+01,-5.495407e+01
5.000000e-01,-5.823902e+01,-5.595342e+01,-5.015396e+01,-6.836505e+01,-6.263745e+01,-6.455657e+01
