f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,-2.230485e+01,-2.527121e+01,-3.688192e+01,-2.216577e+01,-2.514057e+01,-2.230286e+01
1.562500e-02,-1.147972e+01,-1.720660e+01,-1.675820e+01,-3.592059e+01,-2.841643e+01,-1.427071e+01
3.125000e-02,-1.784124e+01,-1.604984e+01,-2.335270e+01,-1.514012e+01,-2.741499e+01,-2.199842e+01
4.687500e-02,-3.061510e+01,-1.229826e+01,-2.670025e+01,-1.946545e+01,-2.395147e+01,-1.946734e+01
6.250000e-02,-1.988534e+01,-1.870718e+01,-2.201252e+01,-1.320713e+01,-2.106160e+01,-2.237085e+01
7.812500e-02,-1.010905e+01,-2.198579e+01,-1.932364e+01,-1.526777e+01,-1.806167e+01,-1.943889e+01
9.375000e-02,-1.398823e+01,-9.711661e+00,-2.554745e+01,-1.889102e+01,-2.865582e+01,-2.127955e+01
1.093750e-01,-1.170184e+01,-8.618645e+00,-3.002257e+01,-2.531927e+01,-2.214107e+01,-1.236029e+01
1.250000e-01,-6.347531e+00,-1.583946e+01,-1.993814e+01,-1.352869e+01,-2.059083e+01,-1.409162e+01
1.406250e-01,-1.415013e+01,-8.565806e+00,-1.323537e+01,-2.096732e+01,-1.929229e+01,-1.684722e+01
1.562500e-01,-1.150923e+01,-2.102839e+01,-4.359592e+01,-2.068187e+01,-1.919357e+01,-1.413700e+01
1.718750e-01,-9.366485e+00,-1.409158e+01,-1.668439e+01,-2.273474e+01,-2.090047e+01,-1.739768e+01
1.875000e-01,-8.464180e+00,-8.270119e+00,-2.645345e+01,-1.999551e+01,-2.452234e+01,-1.844947e+01
2.031250e-01,-9.695329e+00,-2.087169e+01,-3.824550e+01,-2.494599e+01,-3.714092e+01,-1.492386e+01
2.187500e-01,-7.832428e+00,-1.067670e+01,-1.549782e+01,-2.564734e+01,-1.901067e+01,-2.090324e+01
2.343750e-01,-9.059321e+00,-1.110979e+01,-2.450915e+01,-1.673210e+01,-1.567396e+01,-2.071261e+01
2.500000e-01,-8.626003e+00,-1.725174e+01,-2.635105e+01,-1.753925e+01,-1.799076e+01,-1.745385e+01
2.656250e-01,-1.976736e+01,-1.908241e+01,-2.123634e+01,-2.463624e+01,-3.022818e+01,-3.570192e+01
2.812500e-01,-3.230743e+01,-3.052271e+01,-3.671147e+01,-3.422215e+01,-3.472682e+01,-3.238578e+01
2.968750e-01,-3.456250e+01,-2.875705e+01,-2.943993e+01,-2.969166e+01,-3.287346e+01,-3.408643e+01
3.125000e-01,-3.850079e+01,-3.854930e+01,-3.884271e+01,-4.816957e+01,-3.740853e+01,-4.188894e+01
3.281250e-01,-3.827770e+01,-4.445541e+01,-3.687358e+01,-4.122025e+01,-3.765149e+01,-4.352738e+01
3.437500e-01,-4.587001e+01,-3.433309e+01,-3.862855e+01,-4.691539e+01,-3.875773e+01,-4.770706e+01
3.593750e-01,-3.458773e+01,-3.281599e+01,-3.583679e+01,-4.192452e+01,-3.564901e+01,-4.727206e+01
3.750000e-01,-4.713031e+01,-4.389422e+01,-3.962622e+01,-4.011990e+01,-4.268070e+01,-4.047014e+01
3.906250e-01,-3.767979e+01,-3.738073e+01,-4.106358e+01,-4.422186e+01,-4.863546e+01,-3.876509e+01
4.062500e-01,-4.611094e+01,-3.592439e+01,-3.789525e+01,-3.771003e+01,-4.098687e+01,-4.664883e+01
4.218750e-01,-3.134681e+01,-3.059299e+01,-3.088005e+01,-3.348169e+01,-3.598621e+01,-4.535787e+01
4.375000e-01,-3.445950e+01,-3.200369e+01,-3.076279e+01,-3.132335e+01,-3.946500e+01,-3.919166e+01
4.531250e-01,-2.947467e+01,-2.981402e+01,-3.179257e+01,-3.045605e+01,-3.697210e+01,-3.849774e+01
4.687500e-01,-3.498969e+01,-3.123669e+01,-3.707039e+01,-3.586427e+01,-4.349827e+01,-3.474013e+01
4.843750e-01,-3.265629e+01,-3.328898e+01,-3.642446e+01,-3.736166e+01,-3.644799e+01,-3.024125e+01
5.000000e-01,-4.403706e+01,-5.000118e+01,-3.554718e+01,-4.751619e+01,-4.185290e+01,-4.267932e+01
