f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.984781e+01,-1.031304e+00,-1.312412e+01,-1.293509e+01,-9.658925e+00,-2.148358e+01
1.562500e-02,1.984046e+01,6.329907e-01,-1.054310e+01,-1.176588e+01,-1.071454e+01,-2.218488e+01
3.125000e-02,1.965768e+01,2.564713e+00,-7.324919e+00,-8.657153e+00,-1.079877e+01,-2.000955e+01
4.687500e-02,1.949850e+01,5.135527e+00,-3.865067e+00,-6.219583e+00,-1.216829e+01,-1.822606e+01
6.250000e-02,1.934745e+01,6.783026e+00,-1.393901e+00,-3.547510e+00,-1.083075e+01,-1.709586e+01
7.812500e-02,1.916549e+01,8.423076e+00,8.075878e-01,-1.370114e+00,-7.822812e+00,-1.485535e+01
9.375000e-02,1.877019e+01,8.959932e+00,1.771817e+00,-8.038755e-02,-6.154504e+00,-1.548156e+01
1.093750e-01,1.862395e+01,1.035453e+01,3.915296e+00,1.822634e+00,-2.414821e+00,-9.802050e+00
1.250000e-01,1.858366e+01,1.115081e+01,5.610105e+00,3.616261e+00,-1.237015e+00,-9.037045e+00
1.406250e-01,1.771459e+01,1.071713e+01,4.720186e+00,2.826094e+00,-2.089480e-01,-7.495559e+00
1.562500e-01,1.735603e+01,1.080545e+01,5.208231e+00,3.816517e+00,8.677291e-01,-5.421816e+00
1.718750e-01,1.617124e+01,9.038613e+00,1.294903e+00,6.661740e-01,-1.772438e+00,-6.850249e+00
1.875000e-01,1.571676e+01,9.274280e+00,1.886029e+00,-2.932106e-01,-2.382722e+00,-7.651723e+00
2.031250e-01,1.507242e+01,8.262432e+00,-5.849212e-01,-4.199560e+00,-4.013239e+00,-1.218150e+01
2.187500e-01,1.444833e+01,7.924972e+00,-1.495742e+00,-6.730515e+00,-8.681657e+00,-1.747621e+01
2.343750e-01,1.262576e+01,6.405558e+00,-3.570987e+00,-9.640879e+00,-1.629488e+01,-2.226954e+01
2.500000e-01,6.596674e+00,3.601978e-01,-1.132116e+01,-2.629390e+01,-2.298233e+01,-2.067161e+01
2.656250e-01,-5.071263e+00,-1.024267e+01,-1.612633e+01,-2.192573e+01,-2.780188e+01,-3.612670e+01
2.812500e-01,-3.354953e+01,-3.323202e+01,-3.067715e+01,-3.152847e+01,-3.754716e+01,-4.549817e+01
2.968750e-01,-4.193527e+01,-3.811925e+01,-3.805965e+01,-3.515430e+01,-4.540873e+01,-4.789469e+01
3.125000e-01,-3.971679e+01,-4.170937e+01,-3.591502e+01,-3.353985e+01,-4.278366e+01,-5.462506e+01
3.281250e-01,-5.079357e+01,-4.971049e+01,-3.722700e+01,-3.889939e+01,-4.188723e+01,-5.974977e+01
3.437500e-01,-4.836361e+01,-4.610506e+01,-3.908330e+01,-3.846779e+01,-4.255011e+01,-5.049405e+01
3.593750e-01,-4.216870e+01,-4.339895e+01,-3.748985e+01,-3.716463e+01,-3.975236e+01,-5.156113e+01
3.750000e-01,-3.716457e+01,-3.757082e+01,-3.491071e+01,-3.603527e+01,-3.947337e+01,-4.763936e+01
3.906250e-01,-3.751960e+01,-3.703931e+01,-3.598836e+01,-3.639664e+01,-4.181590e+01,-4.857477e+01
4.062500e-01,-4.360945e+01,-4.121196e+01,-3.736149e+01,-3.938313e+01,-4.400291e+01,-5.803734e+01
4.218750e-01,-3.903190e+01,-3.839508e+01,-3.643510e+01,-3.833535e+01,-4.400240e+01,-5.166365e+01
4.375000e-01,-3.911667e+01,-3.855183e+01,-3.695123e+01,-3.745369e+01,-4.495067e+01,-5.362300e+01
4.531250e-01,-4.323243e+01,-3.908875e+01,-3.676420e+01,-3.755064e+01,-4.409769e+01,-5.413197e+01
4.687500e-01,-4.063001e+01,-3.883727e+01,-3.883675e+01,-3.931203e+01,-4.355083e+01,-4.988936e+01
4.843750e-01,-4.461477e+01,-3.995447e+01,-4.150344e+01,-3.977724e+01,-4.374070e+01,-5.405234e+01
5.000000e-01,-6.504102e+01,-4.600668e+01,-7.301964e+01,-5.517576e+01,-6.310133e+01,-4.428863e+01
