f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.987291e+01,-2.378410e+00,3.719928e+00,-1.264707e+01,-1.265666e+01,-2.305708e+01
1.562500e-02,1.984530e+01,-9.725961e-01,3.551753e+00,-1.116084e+01,-1.308929e+01,-2.236118e+01
3.125000e-02,1.966629e+01,1.683205e+00,3.007009e+00,-9.125638e+00,-1.394425e+01,-2.069144e+01
4.687500e-02,1.949314e+01,4.012114e+00,2.111312e+00,-7.048190e+00,-1.604922e+01,-1.966021e+01
6.250000e-02,1.931500e+01,5.932530e+00,9.180765e-01,-5.699297e+00,-1.797055e+01,-2.009382e+01
7.812500e-02,1.914823e+01,7.492348e+00,-7.161677e-01,-4.744423e+00,-1.926157e+01,-2.021642e+01
9.375000e-02,1.897064e+01,8.810314e+00,-2.952623e+00,-4.492035e+00,-1.715061e+01,-2.187382e+01
1.093750e-01,1.878717e+01,9.847546e+00,-5.223878e+00,-4.821523e+00,-1.468739e+01,-2.323316e+01
1.250000e-01,1.862440e+01,1.083855e+01,-5.678211e+00,-5.530008e+00,-1.275361e+01,-2.272788e+01
1.406250e-01,1.840425e+01,1.160337e+01,-3.272247e+00,-6.674246e+00,-1.173106e+01,-2.161468e+01
1.562500e-01,1.825451e+01,1.232657e+01,-1.678672e-01,-8.410941e+00,-1.156792e+01,-1.935404e+01
1.718750e-01,1.801478e+01,1.290227e+01,2.536286e+00,-8.708683e+00,-1.238476e+01,-1.972452e+01
1.875000e-01,1.782859e+01,1.347114e+01,4.806220e+00,-5.855674e+00,-1.288442e+01,-1.915389e+01
2.031250e-01,1.762198e+01,1.392212e+01,6.702264e+00,-2.195108e+00,-1.061278e+01,-1.777177e+01
2.187500e-01,1.738392e+01,1.431130e+01,8.261754e+00,8.796478e-01,-7.069113e+00,-1.562507e+01
2.343750e-01,1.602630e+01,1.356327e+01,8.470026e+00,2.542627e+00,-4.146871e+00,-1.208445e+01
2.500000e-01,1.082493e+01,8.814278e+00,4.600220e+00,-3.194858e-01,-6.101846e+00,-1.322126e+01
2.656250e-01,-1.742397e+00,-3.034109e+00,-6.806977e+00,-1.131746e+01,-1.639416e+01,-2.356485e+01
2.812500e-01,-3.910656e+01,-4.938164e+01,-4.432174e+01,-4.235628e+01,-4.581225e+01,-4.976149e+01
2.968750e-01,-5.123816e+01,-5.319102e+01,-4.890485e+01,-4.797552e+01,-4.912584e+01,-5.382430e+01
3.125000e-01,-5.129706e+01,-4.676930e+01,-4.795119e+01,-4.949648e+01,-5.049677e+01,-5.644055e+01
3.281250e-01,-5.138718e+01,-4.766828e+01,-5.249783e+01,-5.527668e+01,-5.942325e+01,-5.930558e+01
3.437500e-01,-4.792035e+01,-4.622725e+01,-4.888809e+01,-5.467569e+01,-5.485863e+01,-6.456267e+01
3.593750e-01,-5.093823e+01,-4.743968e+01,-5.168605e+01,-5.453951e+01,-5.592785e+01,-6.261700e+01
3.750000e-01,-5.219766e+01,-5.004914e+01,-5.222334e+01,-5.829869e+01,-5.869360e+01,-7.132427e+01
3.906250e-01,-5.455157e+01,-4.989562e+01,-5.312516e+01,-5.709153e+01,-5.873272e+01,-6.520949e+01
4.062500e-01,-5.880334e+01,-5.335802e+01,-5.560830e+01,-5.855256e+01,-6.069138e+01,-6.744188e+01
4.218750e-01,-6.566453e+01,-5.555562e+01,-5.821749e+01,-6.389763e+01,-6.430860e+01,-6.972576e+01
4.375000e-01,-6.274139e+01,-5.707685e+01,-5.788255e+01,-5.933897e+01,-5.933416e+01,-6.704996e+01
4.531250e-01,-6.124001e+01,-5.743517e+01,-5.902459e+01,-6.261488e+01,-6.456494e+01,-7.001209e+01
4.687500e-01,-6.347584e+01,-5.902152e+01,-5.921021e+01,-6.480927e+01,-6.511351e+01,-6.889397e+01
4.843750e-01,-6.508820e+01,-5.934447e+01,-5.979242e+01,-6.619111e+01,-6.994300e+01,-8.038211e+01
5.000000e-01,-6.705029e+01,-6.913803e+01,-6.120900e+01,-6.552973e+01,-7.014453e+01,-7.648833e+01
