f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.988092e+01,-7.119664e+00,3.667490e+00,-1.723899e+01,-1.244798e+01,-2.611063e+01
1.562500e-02,1.982980e+01,-3.611237e+00,3.479968e+00,-1.414661e+01,-1.319711e+01,-2.481404e+01
3.125000e-02,1.966304e+01,4.580487e-01,2.897687e+00,-1.013128e+01,-1.460204e+01,-2.216188e+01
4.687500e-02,1.950090e+01,3.364760e+00,1.958507e+00,-7.538159e+00,-1.714004e+01,-2.067778e+01
6.250000e-02,1.934176e+01,5.519018e+00,6.568004e-01,-5.944972e+00,-2.110839e+01,-2.044132e+01
7.812500e-02,1.914752e+01,7.202444e+00,-1.236288e+00,-5.049424e+00,-2.308108e+01,-2.108217e+01
9.375000e-02,1.899170e+01,8.591302e+00,-4.068842e+00,-4.627425e+00,-1.936831e+01,-2.280333e+01
1.093750e-01,1.879248e+01,9.705426e+00,-8.039866e+00,-4.917522e+00,-1.555868e+01,-2.619146e+01
1.250000e-01,1.861996e+01,1.067340e+01,-1.035520e+01,-5.738501e+00,-1.334304e+01,-2.603655e+01
1.406250e-01,1.842174e+01,1.147716e+01,-5.966279e+00,-7.546824e+00,-1.214038e+01,-2.299051e+01
1.562500e-01,1.823648e+01,1.219201e+01,-1.571999e+00,-1.049606e+01,-1.226364e+01,-2.120735e+01
1.718750e-01,1.803234e+01,1.282071e+01,1.642379e+00,-1.344705e+01,-1.336769e+01,-2.001617e+01
1.875000e-01,1.783937e+01,1.336662e+01,4.163637e+00,-9.404087e+00,-1.591728e+01,-2.070127e+01
2.031250e-01,1.763393e+01,1.386196e+01,6.206666e+00,-4.134904e+00,-1.503361e+01,-2.218785e+01
2.187500e-01,1.739813e+01,1.425541e+01,7.900255e+00,-2.525232e-01,-9.585185e+00,-1.984044e+01
2.343750e-01,1.610030e+01,1.359873e+01,8.243287e+00,1.773259e+00,-5.437968e+00,-1.454416e+01
2.500000e-01,1.104811e+01,9.092577e+00,4.697022e+00,-6.993307e-01,-6.944719e+00,-1.486740e+01
2.656250e-01,-1.506594e+00,-3.158334e+00,-6.806511e+00,-1.116149e+01,-1.694717e+01,-2.369581e+01
2.812500e-01,-3.638500e+01,-3.694740e+01,-4.165435e+01,-4.430556e+01,-4.662507e+01,-5.862243e+01
2.968750e-01,-4.561771e+01,-4.525290e+01,-4.826721e+01,-5.069176e+01,-5.302964e+01,-6.370001e+01
3.125000e-01,-5.252515e+01,-5.422457e+01,-5.308409e+01,-6.412077e+01,-6.242696e+01,-5.654285e+01
3.281250e-01,-5.226862e+01,-5.184599e+01,-5.199036e+01,-5.582225e+01,-6.669998e+01,-5.857557e+01
3.437500e-01,-4.971622e+01,-5.055800e+01,-5.061967e+01,-5.302772e+01,-5.924583e+01,-5.645729e+01
3.593750e-01,-5.012106e+01,-4.982664e+01,-4.980040e+01,-5.326178e+01,-5.960825e+01,-5.684249e+01
3.750000e-01,-5.172194e+01,-5.370311e+01,-5.260690e+01,-5.607332e+01,-6.094921e+01,-5.795551e+01
3.906250e-01,-5.670749e+01,-5.568090e+01,-5.529459e+01,-5.689551e+01,-6.207551e+01,-5.857132e+01
4.062500e-01,-5.997987e+01,-5.979675e+01,-5.831843e+01,-5.910011e+01,-6.219532e+01,-5.981782e+01
4.218750e-01,-6.084566e+01,-5.918624e+01,-6.013551e+01,-5.925224e+01,-6.659180e+01,-6.028024e+01
4.375000e-01,-6.881446e+01,-6.316916e+01,-6.025840e+01,-6.220071e+01,-7.454883e+01,-6.308732e+01
4.531250e-01,-6.446706e+01,-6.181956e+01,-6.379785e+01,-6.264000e+01,-6.796361e+01,-6.398620e+01
4.687500e-01,-6.531360e+01,-6.332750e+01,-6.638411e+01,-6.326654e+01,-6.796670e+01,-6.302189e+01
4.843750e-01,-6.843944e+01,-6.336365e+01,-6.631055e+01,-6.375719e+01,-6.817517e+01,-6.197993e+01
5.000000e-01,-7.132992e+01,-6.054743e+01,-7.207691e+01,-6.395308e+01,-6.651956e+01,-6.579229e+01
