f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,-5.348708e+00,-4.060137e+00,-1.918153e+01,-7.789180e+00,-1.991364e+01,-2.669978e+01
1.562500e-02,-5.865874e+00,-1.772037e+01,-1.342088e+01,-2.033441e+01,-1.178315e+01,-1.541061e+01
3.125000e-02,-1.527952e+00,-7.119668e+00,-1.858229e+01,-9.952639e+00,-6.535616e+00,-8.996891e+00
4.687500e-02,-6.578849e+00,-1.297575e+01,-1.425067e+01,-1.616460e+01,-1.004769e+01,-1.281938e+01
6.250000e-02,-4.713132e+00,-1.544827e+01,-1.417300e+01,-1.135096e+01,-1.918898e+01,-1.064666e+01
7.812500e-02,-4.237429e+00,-3.659831e+00,-7.750712e+00,-1.481288e+01,-1.632118e+01,-1.374608e+01
9.375000e-02,-1.741386e+00,-1.018620e+01,-7.062357e+00,-2.082980e+01,-1.703059e+01,-1.391285e+01
1.093750e-01,-5.255960e+00,-1.049688e+01,-2.191225e+01,-1.349959e+01,-1.111427e+01,-2.043021e+01
1.250000e-01,-3.493720e+00,-7.280447e+00,-1.318567e+01,-1.076810e+01,-1.362860e+01,-1.117846e+01
1.406250e-01,-8.743633e+00,-8.031459e+00,-1.159462e+01,-1.397727e+01,-1.544556e+01,-1.161499e+01
1.562500e-01,-4.219190e+00,-7.076167e+00,-7.883848e+00,-1.190928e+01,-1.752673e+01,-2.051878e+01
1.718750e-01,-5.505365e-01,-1.500837e+00,-2.114082e+00,-8.913818e+00,-1.120254e+01,-1.208905e+01
1.875000e-01,-3.696435e-01,-2.088670e+00,-5.119270e+00,-8.037214e+00,-1.032373e+01,-2.117398e+01
2.031250e-01,4.177743e-01,-7.091708e-01,-8.014279e-01,-3.010147e+00,-6.486913e+00,-8.533128e+00
2.187500e-01,1.347218e+00,-2.000987e+00,-5.469673e+00,-8.656634e+00,-1.314894e+01,-8.806974e+00
2.343750e-01,2.450513e+00,1.105753e+00,-1.239075e+00,-7.351087e+00,-1.808754e+01,-2.136125e+01
2.500000e-01,-1.790395e+00,-3.989563e+00,-5.513212e+00,-4.636158e+00,-7.721422e+00,-1.527253e+01
2.656250e-01,-1.166065e+01,-1.248004e+01,-1.602022e+01,-1.951792e+01,-2.420118e+01,-2.929894e+01
2.812500e-01,-2.889584e+01,-2.871046e+01,-3.641024e+01,-2.634770e+01,-2.606090e+01,-3.215156e+01
2.968750e-01,-2.492234e+01,-2.991910e+01,-2.857806e+01,-2.343766e+01,-2.426257e+01,-2.999345e+01
3.125000e-01,-2.431098e+01,-2.544171e+01,-2.422158e+01,-2.410696e+01,-2.786420e+01,-2.975838e+01
3.281250e-01,-2.551551e+01,-2.915703e+01,-3.146912e+01,-2.497036e+01,-2.605430e+01,-3.049251e+01
3.437500e-01,-3.132193e+01,-3.741228e+01,-4.178012e+01,-2.629084e+01,-2.612829e+01,-3.140750e+01
3.593750e-01,-3.614673e+01,-3.769010e+01,-3.912610e+01,-3.102215e+01,-2.981736e+01,-3.732468e+01
3.750000e-01,-4.418609e+01,-3.977015e+01,-4.102742e+01,-2.738916e+01,-2.746101e+01,-3.280027e+01
3.906250e-01,-3.975620e+01,-3.717353e+01,-3.918904e+01,-2.655758e+01,-2.722611e+01,-3.118863e+01
4.062500e-01,-3.001260e+01,-2.934588e+01,-3.340575e+01,-2.498328e+01,-2.590969e+01,-3.416578e+01
4.218750e-01,-2.670057e+01,-2.814651e+01,-3.110227e+01,-2.294233e+01,-2.348709e+01,-2.853609e+01
4.375000e-01,-2.539348e+01,-2.541092e+01,-2.882222e+01,-2.345218e+01,-2.465656e+01,-3.153050e+01
4.531250e-01,-2.354522e+01,-2.303987e+01,-2.875374e+01,-2.414423e+01,-2.591321e+01,-3.269675e+01
4.687500e-01,-2.497665e+01,-2.571580e+01,-2.672542e+01,-2.429731e+01,-2.609013e+01,-3.407297e+01
4.843750e-01,-2.779334e+01,-2.549039e+01,-3.101483e+01,-2.838556e+01,-2.939161e+01,-4.063852e+01
5.000000e-01,-4.275744e+01,-4.798577e+01,-3.695108e+01,-3.294201e+01,-4.193358e+01,-3.718405e+01
