f,h_0,h_1,h_2,h_3,h_4,h_5
0.000000e+00,1.989431e+01,-9.630624e+00,3.426176e+00,-2.049279e+01,-1.327581e+01,-4.225768e+01
1.562500e-02,1.983824e+01,-4.545981e+00,3.260530e+00,-1.525616e+01,-1.387593e+01,-3.048661e+01
3.125000e-02,1.966382e+01,1.544410e-01,2.660439e+00,-1.074146e+01,-1.543248e+01,-2.490870e+01
4.687500e-02,1.950814e+01,3.258546e+00,1.701846e+00,-8.026924e+00,-1.797263e+01,-2.293350e+01
6.250000e-02,1.933360e+01,5.477260e+00,2.824585e-01,-6.359007e+00,-2.327410e+01,-2.257513e+01
7.812500e-02,1.916254e+01,7.198534e+00,-1.742790e+00,-5.443506e+00,-2.758980e+01,-2.388079e+01
9.375000e-02,1.899487e+01,8.594266e+00,-4.866706e+00,-5.114736e+00,-2.065904e+01,-2.675167e+01
1.093750e-01,1.879331e+01,9.726229e+00,-9.760070e+00,-5.413219e+00,-1.641155e+01,-3.550814e+01
1.250000e-01,1.862455e+01,1.070038e+01,-1.182736e+01,-6.444585e+00,-1.418311e+01,-3.530490e+01
1.406250e-01,1.843320e+01,1.153005e+01,-5.912952e+00,-8.658223e+00,-1.338358e+01,-2.754260e+01
1.562500e-01,1.824832e+01,1.224685e+01,-1.292985e+00,-1.234959e+01,-1.341334e+01,-2.315393e+01
1.718750e-01,1.804364e+01,1.287437e+01,1.934668e+00,-1.477803e+01,-1.544092e+01,-2.249383e+01
1.875000e-01,1.784276e+01,1.343515e+01,4.445790e+00,-8.535169e+00,-1.824296e+01,-2.352856e+01
2.031250e-01,1.764286e+01,1.389980e+01,6.418514e+00,-3.483236e+00,-1.492487e+01,-2.598910e+01
2.187500e-01,1.738505e+01,1.427628e+01,8.110193e+00,2.199695e-01,-8.758283e+00,-1.934734e+01
2.343750e-01,1.605578e+01,1.349212e+01,8.267327e+00,1.833903e+00,-5.883575e+00,-1.493917e+01
2.500000e-01,1.081298e+01,8.844201e+00,4.419801e+00,-9.928450e-01,-7.562684e+00,-1.547367e+01
2.656250e-01,-1.940789e+00,-3.446313e+00,-7.060393e+00,-1.166417e+01,-1.680213e+01,-2.439834e+01
2.812500e-01,-3.374991e+01,-3.625381e+01,-3.973128e+01,-4.340808e+01,-4.157938e+01,-5.076721e+01
2.968750e-01,-4.075454e+01,-4.316063e+01,-4.686833e+01,-4.828792e+01,-4.619963e+01,-5.685891e+01
3.125000e-01,-4.752710e+01,-4.737824e+01,-4.827958e+01,-4.743357e+01,-4.615231e+01,-5.546639e+01
3.281250e-01,-5.340678e+01,-4.975598e+01,-4.815736e+01,-4.690869e+01,-4.616805e+01,-5.773363e+01
3.437500e-01,-5.124611e+01,-4.908033e+01,-4.758072e+01,-4.905639e+01,-4.885078e+01,-6.082338e+01
3.593750e-01,-5.349410e+01,-4.992399e+01,-4.812282e+01,-4.984853e+01,-4.964875e+01,-6.308979e+01
3.750000e-01,-5.510074e+01,-5.286948e+01,-5.207970e+01,-5.165679e+01,-5.090116e+01,-6.542867e+01
3.906250e-01,-5.786259e+01,-5.563703e+01,-5.302281e+01,-5.406795e+01,-5.213379e+01,-6.412683e+01
4.062500e-01,-6.132203e+01,-5.857882e+01,-5.413355e+01,-5.506229e+01,-5.232298e+01,-6.371028e+01
4.218750e-01,-6.204628e+01,-5.795096e+01,-5.596840e+01,-5.743534e+01,-5.370374e+01,-6.490537e+01
4.375000e-01,-6.154353e+01,-6.122445e+01,-5.732208e+01,-5.847183e+01,-5.401277e+01,-6.354955e+01
4.531250e-01,-7.026906e+01,-6.177212e+01,-5.774844e+01,-6.093846e+01,-5.546944e+01,-6.354454e+01
4.687500e-01,-6.479813e+01,-6.322085e+01,-5.841862e+01,-6.153175e+01,-5.586685e+01,-6.583992e+01
4.843750e-01,-6.973919e+01,-7.073748e+01,-6.496350e+01,-6.584152e+01,-5.867622e+01,-6.818347e+01
5.000000e-01,-7.460661e+01,-8.641078e+01,-8.268989e+01,-8.203786e+01,-6.846270e+01,-7.720019e+01
