f_fp_0,fp_0,f_fp_1,fp_1,f_fp_2,fp_2,f_fp_3,fp_3,f_bb,bb
7.958984e-02,-1.732994e+02,7.958984e-02,-1.979720e+02,7.958984e-02,-2.096003e+02,7.958984e-02,-2.128056e+02,7.958984e-02,-1.822071e+02
8.007812e-02,-1.717839e+02,8.007812e-02,-1.994025e+02,8.007812e-02,-2.106103e+02,8.007812e-02,-2.123880e+02,8.007812e-02,-1.842508e+02
8.056641e-02,-1.694174e+02,8.056641e-02,-1.997251e+02,8.056641e-02,-2.102491e+02,8.056641e-02,-2.122210e+02,8.056641e-02,-1.831844e+02
8.105469e-02,-1.694345e+02,8.105469e-02,-2.015456e+02,8.105469e-02,-2.095766e+02,8.105469e-02,-2.115051e+02,8.105469e-02,-1.839019e+02
8.154297e-02,-1.692101e+02,8.154297e-02,-2.010019e+02,8.154297e-02,-2.086437e+02,8.154297e-02,-2.122223e+02,8.154297e-02,-1.853412e+02
8.203125e-02,-1.688787e+02,8.203125e-02,-1.999269e+02,8.203125e-02,-2.080986e+02,8.203125e-02,-2.113669e+02,8.203125e-02,-1.851239e+02
8.251953e-02,-1.702368e+02,8.251953e-02,-1.979708e+02,8.251953e-02,-2.088071e+02,8.251953e-02,-2.098481e+02,8.251953e-02,-1.843855e+02
8.300781e-02,-1.701038e+02,8.300781e-02,-1.976859e+02,8.300781e-02,-2.088565e+02,8.300781e-02,-2.085156e+02,8.300781e-02,-1.844965e+02
8.349609e-02,-1.694241e+02,8.349609e-02,-1.986027e+02,8.349609e-02,-2.096550e+02,8.349609e-02,-2.089113e+02,8.349609e-02,-1.855064e+02
8.398438e-02,-1.701749e+02,8.398438e-02,-1.977438e+02,8.398438e-02,-2.106172e+02,8.398438e-02,-2.124239e+02,8.398438e-02,-1.874918e+02
8.447266e-02,-1.696321e+02,8.447266e-02,-1.970878e+02,8.447266e-02,-2.130120e+02,8.447266e-02,-2.139535e+02,8.447266e-02,-1.870044e+02
8.496094e-02,-1.696867e+02,8.496094e-02,-1.961012e+02,8.496094e-02,-2.099429e+02,8.496094e-02,-2.104795e+02,8.496094e-02,-1.843719e+02
8.544922e-02,-1.722527e+02,8.544922e-02,-1.961596e+02,8.544922e-02,-2.090724e+02,8.544922e-02,-2.084369e+02,8.544922e-02,-1.863055e+02
8.593750e-02,-1.737299e+02,8.593750e-02,-1.961285e+02,8.593750e-02,-2.092954e+02,8.593750e-02,-2.090222e+02,8.593750e-02,-1.901206e+02
8.642578e-02,-1.736757e+02,8.642578e-02,-1.954021e+02,8.642578e-02,-2.092255e+02,8.642578e-02,-2.100381e+02,8.642578e-02,-1.908918e+02
8.691406e-02,-1.712243e+02,8.691406e-02,-1.973085e+02,8.691406e-02,-2.095705e+02,8.691406e-02,-2.099682e+02,8.691406e-02,-1.909168e+02
8.740234e-02,-1.699856e+02,8.740234e-02,-2.017772e+02,8.740234e-02,-2.089910e+02,8.740234e-02,-2.104962e+02,8.740234e-02,-1.909770e+02
8.789062e-02,-1.702500e+02,8.789062e-02,-1.994218e+02,8.789062e-02,-2.080896e+02,8.789062e-02,-2.112381e+02,8.789062e-02,-1.889895e+02
8.837891e-02,-1.715020e+02,8.837891e-02,-1.974688e+02,8.837891e-02,-2.083578e+02,8.837891e-02,-2.121404e+02,8.837891e-02,-1.890828e+02
8.886719e-02,-1.724727e+02,8.886719e-02,-1.965915e+02,8.886719e-02,-2.079346e+02,8.886719e-02,-2.126568e+02,8.886719e-02,-1.915464e+02
8.935547e-02,-1.737446e+02,8.935547e-02,-1.970342e+02,8.935547e-02,-2.094969e+02,8.935547e-02,-2.122258e+02,8.935547e-02,-1.924316e+02
8.984375e-02,-1.757212e+02,8.984375e-02,-1.968192e+02,8.984375e-02,-2.110742e+02,8.984375e-02,-2.108976e+02,8.984375e-02,-1.909252e+02
9.033203e-02,-1.774203e+02,9.033203e-02,-1.978399e+02,9.033203e-02,-2.118192e+02,9.033203e-02,-2.087760e+02,9.033203e-02,-1.912100e+02
9.082031e-02,-1.777142e+02,9.082031e-02,-1.949454e+02,9.082031e-02,-2.129953e+02,9.082031e-02,-2.082463e+02,9.082031e-02,-1.909649e+02
9.130859e-02,-1.787695e+02,9.130859e-02,-1.945790e+02,9.130859e-02,-2.115738e+02,9.130859e-02,-2.102404e+02,9.130859e-02,-1.922562e+02
9.179688e-02,-1.805436e+02,9.179688e-02,-1.950892e+02,9.179688e-02,-2.091246e+02,9.179688e-02,-2.102964e+02,9.179688e-02,-1.922839e+02
9.228516e-02,-1.837182e+02,9.228516e-02,-1.957230e+02,9.228516e-02,-2.073245e+02,9.228516e-02,-2.103931e+02,9.228516e-02,-1.920198e+02
9.277344e-02,-1.872670e+02,9.277344e-02,-1.951072e+02,9.277344e-02,-2.076675e+02,9.277344e-02,-2.088219e+02,9.277344e-02,-1.915310e+02
9.326172e-02,-1.899446e+02,9.326172e-02,-1.942208e+02,9.326172e-02,-2.072715e+02,9.326172e-02,-2.063327e+02,9.326172e-02,-1.850100e+02
9.375000e-02,-1.930205e+02,9.375000e-02,-1.936129e+02,9.375000e-02,-2.070249e+02,9.375000e-02,-2.056060e+02,9.375000e-02,-1.817270e+02
9.423828e-02,-1.885709e+02,9.423828e-02,-1.943401e+02,9.423828e-02,-2.077067e+02,9.423828e-02,-2.076697e+02,9.423828e-02,-1.853875e+02
9.472656e-02,-1.835131e+02,9.472656e-02,-1.943366e+02,9.472656e-02,-2.080546e+02,9.472656e-02,-2.103626e+02,9.472656e-02,-1.915866e+02
9.521484e-02,-1.796057e+02,9.521484e-02,-1.941321e+02,9.521484e-02,-2.086550e+02,9.521484e-02,-2.108166e+02,9.521484e-02,-1.936090e+02
9.570312e-02,-1.776180e+02,9.570312e-02,-1.933757e+02,9.570312e-02,-2.094826e+02,9.570312e-02,-2.098142e+02,9.570312e-02,-1.952084e+02
9.619141e-02,-1.773226e+02,9.619141e-02,-1.927412e+02,9.619141e-02,-2.090096e+02,9.619141e-02,-2.101799e+02,9.619141e-02,-1.954564e+02
9.667969e-02,-1.767452e+02,9.667969e-02,-1.932002e+02,9.667969e-02,-2.088335e+02,9.667969e-02,-2.083515e+02,9.667969e-02,-1.957451e+02
9.716797e-02,-1.739337e+02,9.716797e-02,-1.937657e+02,9.716797e-02,-2.091662e+02,9.716797e-02,-2.072851e+02,9.716797e-02,-1.958574e+02
9.765625e-02,-1.724887e+02,9.765625e-02,-1.942376e+02,9.765625e-02,-2.082264e+02,9.765625e-02,-2.079771e+02,9.765625e-02,-1.960428e+02
9.814453e-02,-1.737004e+02,9.814453e-02,-1.936595e+02,9.814453e-02,-2.076104e+02,9.814453e-02,-2.086848e+02,9.814453e-02,-1.969098e+02
9.863281e-02,-1.738166e+02,9.863281e-02,-1.932234e+02,9.863281e-02,-2.070631e+02,9.863281e-02,-2.108881e+02,9.863281e-02,-1.955359e+02
9.912109e-02,-1.718067e+02,9.912109e-02,-1.936792e+02,9.912109e-02,-2.084800e+02,9.912109e-02,-2.121791e+02,9.912109e-02,-1.961638e+02
9.960938e-02,-1.689876e+02,9.960938e-02,-1.922903e+02,9.960938e-02,-2.093229e+02,9.960938e-02,-2.107596e+02,9.960938e-02,-1.945466e+02
1.000977e-01,-1.697546e+02,1.000977e-01,-1.917163e+02,1.000977e-01,-2.093092e+02,1.000977e-01,-2.096023e+02,1.000977e-01,-1.943178e+02
1.005859e-01,-1.703975e+02,1.005859e-01,-1.914130e+02,1.005859e-01,-2.081510e+02,1.005859e-01,-2.090971e+02,1.005859e-01,-1.963847e+02
1.010742e-01,-1.702832e+02,1.010742e-01,-1.892534e+02,1.010742e-01,-2.076527e+02,1.010742e-01,-2.104292e+02,1.010742e-01,-1.981596e+02
1.015625e-01,-1.724855e+02,1.015625e-01,-1.887783e+02,1.015625e-01,-2.083733e+02,1.015625e-01,-2.107255e+02,1.015625e-01,-1.986970e+02
1.020508e-01,-1.704624e+02,1.020508e-01,-1.895848e+02,1.020508e-01,-2.085914e+02,1.020508e-01,-2.095236e+02,1.020508e-01,-1.983794e+02
1.025391e-01,-1.698639e+02,1.025391e-01,-1.900863e+02,1.025391e-01,-2.090741e+02,1.025391e-01,-2.102720e+02,1.025391e-01,-1.970267e+02
1.030273e-01,-1.697825e+02,1.030273e-01,-1.901285e+02,1.030273e-01,-2.087277e+02,1.030273e-01,-2.118739e+02,1.030273e-01,-1.966469e+02
1.035156e-01,-1.690602e+02,1.035156e-01,-1.885446e+02,1.035156e-01,-2.083927e+02,1.035156e-01,-2.102730e+02,1.035156e-01,-1.989163e+02
1.040039e-01,-1.701785e+02,1.040039e-01,-1.876931e+02,1.040039e-01,-2.073445e+02,1.040039e-01,-2.090064e+02,1.040039e-01,-2.001817e+02
1.044922e-01,-1.697086e+02,1.044922e-01,-1.885003e+02,1.044922e-01,-2.069664e+02,1.044922e-01,-2.105683e+02,1.044922e-01,-1.987515e+02
1.049805e-01,-1.697437e+02,1.049805e-01,-1.894568e+02,1.049805e-01,-2.084720e+02,1.049805e-01,-2.110862e+02,1.049805e-01,-1.987866e+02
1.054688e-01,-1.701187e+02,1.054688e-01,-1.885203e+02,1.054688e-01,-2.097479e+02,1.054688e-01,-2.103019e+02,1.054688e-01,-1.979643e+02
1.059570e-01,-1.708165e+02,1.059570e-01,-1.912176e+02,1.059570e-01,-2.082938e+02,1.059570e-01,-2.115274e+02,1.059570e-01,-1.989114e+02
1.064453e-01,-1.733043e+02,1.064453e-01,-1.872526e+02,1.064453e-01,-2.083351e+02,1.064453e-01,-2.141182e+02,1.064453e-01,-1.998826e+02
1.069336e-01,-1.737972e+02,1.069336e-01,-1.857267e+02,1.069336e-01,-2.090614e+02,1.069336e-01,-2.141288e+02,1.069336e-01,-2.015066e+02
1.074219e-01,-1.734628e+02,1.074219e-01,-1.846250e+02,1.074219e-01,-2.099922e+02,1.074219e-01,-2.109094e+02,1.074219e-01,-2.005878e+02
1.079102e-01,-1.747940e+02,1.079102e-01,-1.837134e+02,1.079102e-01,-2.116142e+02,1.079102e-01,-2.115821e+02,1.079102e-01,-1.999055e+02
1.083984e-01,-1.763179e+02,1.083984e-01,-1.833739e+02,1.083984e-01,-2.104930e+02,1.083984e-01,-2.128273e+02,1.083984e-01,-2.003827e+02
1.088867e-01,-1.784767e+02,1.088867e-01,-1.831346e+02,1.088867e-01,-2.084950e+02,1.088867e-01,-2.124866e+02,1.088867e-01,-2.009044e+02
1.093750e-01,-1.817267e+02,1.093750e-01,-1.835957e+02,1.093750e-01,-2.089512e+02,1.093750e-01,-2.127502e+02,1.093750e-01,-1.998861e+02
1.098633e-01,-1.861232e+02,1.098633e-01,-1.835785e+02,1.098633e-01,-2.090960e+02,1.098633e-01,-2.102334e+02,1.098633e-01,-1.991423e+02
1.103516e-01,-1.903165e+02,1.103516e-01,-1.846517e+02,1.103516e-01,-2.096547e+02,1.103516e-01,-2.099592e+02,1.103516e-01,-2.016766e+02
1.108398e-01,-1.855786e+02,1.108398e-01,-1.817052e+02,1.108398e-01,-2.103307e+02,1.108398e-01,-2.119253e+02,1.108398e-01,-2.028318e+02
1.113281e-01,-1.799023e+02,1.113281e-01,-1.808718e+02,1.113281e-01,-2.091723e+02,1.113281e-01,-2.125259e+02,1.113281e-01,-2.023560e+02
1.118164e-01,-1.760097e+02,1.118164e-01,-1.798833e+02,1.118164e-01,-2.079890e+02,1.118164e-01,-2.129912e+02,1.118164e-01,-2.017892e+02
1.123047e-01,-1.738026e+02,1.123047e-01,-1.804710e+02,1.123047e-01,-2.066732e+02,1.123047e-01,-2.117897e+02,1.123047e-01,-2.017860e+02
1.127930e-01,-1.717854e+02,1.127930e-01,-1.791548e+02,1.127930e-01,-2.062231e+02,1.127930e-01,-2.128645e+02,1.127930e-01,-2.030456e+02
1.132812e-01,-1.690474e+02,1.132812e-01,-1.763361e+02,1.132812e-01,-2.073022e+02,1.132812e-01,-2.109946e+02,1.132812e-01,-2.025785e+02
1.137695e-01,-1.677461e+02,1.137695e-01,-1.766129e+02,1.137695e-01,-2.092891e+02,1.137695e-01,-2.099568e+02,1.137695e-01,-2.013153e+02
1.142578e-01,-1.674519e+02,1.142578e-01,-1.784657e+02,1.142578e-01,-2.089452e+02,1.142578e-01,-2.118519e+02,1.142578e-01,-1.995896e+02
1.147461e-01,-1.680462e+02,1.147461e-01,-1.782806e+02,1.147461e-01,-2.093095e+02,1.147461e-01,-2.112546e+02,1.147461e-01,-1.999877e+02
1.152344e-01,-1.683776e+02,1.152344e-01,-1.767810e+02,1.152344e-01,-2.104711e+02,1.152344e-01,-2.110503e+02,1.152344e-01,-2.018234e+02
1.157227e-01,-1.666756e+02,1.157227e-01,-1.756637e+02,1.157227e-01,-2.086735e+02,1.157227e-01,-2.118573e+02,1.157227e-01,-2.024519e+02
1.162109e-01,-1.668314e+02,1.162109e-01,-1.766238e+02,1.162109e-01,-2.073032e+02,1.162109e-01,-2.130478e+02,1.162109e-01,-2.004989e+02
1.166992e-01,-1.679538e+02,1.166992e-01,-1.742019e+02,1.166992e-01,-2.066523e+02,1.166992e-01,-2.134810e+02,1.166992e-01,-2.010606e+02
1.171875e-01,-1.668979e+02,1.171875e-01,-1.729814e+02,1.171875e-01,-2.076881e+02,1.171875e-01,-2.097914e+02,1.171875e-01,-2.029698e+02
1.176758e-01,-1.654932e+02,1.176758e-01,-1.737188e+02,1.176758e-01,-2.075725e+02,1.176758e-01,-2.097723e+02,1.176758e-01,-2.046286e+02
1.181641e-01,-1.661129e+02,1.181641e-01,-1.729112e+02,1.181641e-01,-2.071650e+02,1.181641e-01,-2.118845e+02,1.181641e-01,-2.040843e+02
1.186523e-01,-1.666050e+02,1.186523e-01,-1.723483e+02,1.186523e-01,-2.070157e+02,1.186523e-01,-2.120683e+02,1.186523e-01,-2.039637e+02
1.191406e-01,-1.684301e+02,1.191406e-01,-1.705875e+02,1.191406e-01,-2.059900e+02,1.191406e-01,-2.108317e+02,1.191406e-01,-2.027778e+02
1.196289e-01,-1.693547e+02,1.196289e-01,-1.677373e+02,1.196289e-01,-2.091043e+02,1.196289e-01,-2.141106e+02,1.196289e-01,-2.023027e+02
1.201172e-01,-1.705504e+02,1.201172e-01,-1.650375e+02,1.201172e-01,-2.094377e+02,1.201172e-01,-2.138055e+02,1.201172e-01,-2.015399e+02
1.206055e-01,-1.753290e+02,1.206055e-01,-1.650767e+02,1.206055e-01,-2.093254e+02,1.206055e-01,-2.100433e+02,1.206055e-01,-2.030833e+02
1.210938e-01,-1.832795e+02,1.210938e-01,-1.655078e+02,1.210938e-01,-2.082815e+02,1.210938e-01,-2.102869e+02,1.210938e-01,-2.042089e+02
1.215820e-01,-1.783321e+02,1.215820e-01,-1.647775e+02,1.215820e-01,-2.066582e+02,1.215820e-01,-2.101988e+02,1.215820e-01,-2.036191e+02
1.220703e-01,-1.714209e+02,1.220703e-01,-1.634234e+02,1.220703e-01,-2.058335e+02,1.220703e-01,-2.109348e+02,1.220703e-01,-2.041284e+02
1.225586e-01,-1.681494e+02,1.225586e-01,-1.620256e+02,1.225586e-01,-2.055835e+02,1.225586e-01,-2.118069e+02,1.225586e-01,-2.026196e+02
1.230469e-01,-1.663579e+02,1.230469e-01,-1.629264e+02,1.230469e-01,-2.071854e+02,1.230469e-01,-2.124007e+02,1.230469e-01,-2.005733e+02
1.235352e-01,-1.635157e+02,1.235352e-01,-1.637277e+02,1.235352e-01,-2.083104e+02,1.235352e-01,-2.113810e+02,1.235352e-01,-2.006040e+02
1.240234e-01,-1.607237e+02,1.240234e-01,-1.621279e+02,1.240234e-01,-2.086325e+02,1.240234e-01,-2.092921e+02,1.240234e-01,-2.028160e+02
1.245117e-01,-1.604114e+02,1.245117e-01,-1.618700e+02,1.245117e-01,-2.091039e+02,1.245117e-01,-2.103339e+02,1.245117e-01,-2.018205e+02
1.250000e-01,-1.603250e+02,1.250000e-01,-1.613452e+02,1.250000e-01,-2.078267e+02,1.250000e-01,-2.134170e+02,1.250000e-01,-1.993533e+02
1.254883e-01,-1.623151e+02,1.254883e-01,-1.617038e+02,1.254883e-01,-2.072569e+02,1.254883e-01,-2.131908e+02,1.254883e-01,-2.011039e+02
1.259766e-01,-1.635203e+02,1.259766e-01,-1.623258e+02,1.259766e-01,-2.070343e+02,1.259766e-01,-2.105605e+02,1.259766e-01,-2.035497e+02
1.264648e-01,-1.603974e+02,1.264648e-01,-1.650970e+02,1.264648e-01,-2.065893e+02,1.264648e-01,-2.111219e+02,1.264648e-01,-2.036238e+02
1.269531e-01,-1.608190e+02,1.269531e-01,-1.680985e+02,1.269531e-01,-2.081966e+02,1.269531e-01,-2.118992e+02,1.269531e-01,-2.027329e+02
1.274414e-01,-1.623767e+02,1.274414e-01,-1.680934e+02,1.274414e-01,-2.090363e+02,1.274414e-01,-2.121193e+02,1.274414e-01,-2.039416e+02
1.279297e-01,-1.649236e+02,1.279297e-01,-1.721043e+02,1.279297e-01,-2.057619e+02,1.279297e-01,-2.111459e+02,1.279297e-01,-2.038338e+02
1.284180e-01,-1.672119e+02,1.284180e-01,-1.802248e+02,1.284180e-01,-2.045829e+02,1.284180e-01,-2.108442e+02,1.284180e-01,-2.028666e+02
1.289062e-01,-1.660318e+02,1.289062e-01,-1.829589e+02,1.289062e-01,-2.060659e+02,1.289062e-01,-2.131412e+02,1.289062e-01,-2.018481e+02
1.293945e-01,-1.658228e+02,1.293945e-01,-1.786856e+02,1.293945e-01,-2.078209e+02,1.293945e-01,-2.120084e+02,1.293945e-01,-2.021484e+02
1.298828e-01,-1.686859e+02,1.298828e-01,-1.735080e+02,1.298828e-01,-2.075848e+02,1.298828e-01,-2.121758e+02,1.298828e-01,-2.028575e+02
1.303711e-01,-1.713568e+02,1.303711e-01,-1.714227e+02,1.303711e-01,-2.073251e+02,1.303711e-01,-2.150700e+02,1.303711e-01,-2.013350e+02
1.308594e-01,-1.739466e+02,1.308594e-01,-1.711095e+02,1.308594e-01,-2.064386e+02,1.308594e-01,-2.142055e+02,1.308594e-01,-2.007804e+02
1.313477e-01,-1.713056e+02,1.313477e-01,-1.722756e+02,1.313477e-01,-2.075947e+02,1.313477e-01,-2.135921e+02,1.313477e-01,-2.015618e+02
1.318359e-01,-1.704221e+02,1.318359e-01,-1.719788e+02,1.318359e-01,-2.091981e+02,1.318359e-01,-2.128604e+02,1.318359e-01,-2.037228e+02
1.323242e-01,-1.713992e+02,1.323242e-01,-1.696064e+02,1.323242e-01,-2.084410e+02,1.323242e-01,-2.105688e+02,1.323242e-01,-2.040338e+02
1.328125e-01,-1.719319e+02,1.328125e-01,-1.665473e+02,1.328125e-01,-2.071472e+02,1.328125e-01,-2.114788e+02,1.328125e-01,-2.046217e+02
1.333008e-01,-1.724815e+02,1.333008e-01,-1.665446e+02,1.333008e-01,-2.065854e+02,1.333008e-01,-2.128144e+02,1.333008e-01,-2.064641e+02
1.337891e-01,-1.731185e+02,1.337891e-01,-1.684373e+02,1.337891e-01,-2.062270e+02,1.337891e-01,-2.114078e+02,1.337891e-01,-2.079804e+02
1.342773e-01,-1.754456e+02,1.342773e-01,-1.683815e+02,1.342773e-01,-2.052415e+02,1.342773e-01,-2.113966e+02,1.342773e-01,-2.052454e+02
1.347656e-01,-1.755739e+02,1.347656e-01,-1.675444e+02,1.347656e-01,-2.048970e+02,1.347656e-01,-2.115021e+02,1.347656e-01,-2.050585e+02
1.352539e-01,-1.771687e+02,1.352539e-01,-1.672000e+02,1.352539e-01,-2.056648e+02,1.352539e-01,-2.118547e+02,1.352539e-01,-2.066376e+02
1.357422e-01,-1.789175e+02,1.357422e-01,-1.677832e+02,1.357422e-01,-2.077212e+02,1.357422e-01,-2.114444e+02,1.357422e-01,-2.079359e+02
1.362305e-01,-1.785819e+02,1.362305e-01,-1.701305e+02,1.362305e-01,-2.069678e+02,1.362305e-01,-2.123894e+02,1.362305e-01,-2.047048e+02
1.367188e-01,-1.802111e+02,1.367188e-01,-1.722638e+02,1.367188e-01,-2.054253e+02,1.367188e-01,-2.152559e+02,1.367188e-01,-2.040704e+02
1.372070e-01,-1.812658e+02,1.372070e-01,-1.739444e+02,1.372070e-01,-2.038525e+02,1.372070e-01,-2.125436e+02,1.372070e-01,-2.049175e+02
1.376953e-01,-1.806115e+02,1.376953e-01,-1.761507e+02,1.376953e-01,-2.042251e+02,1.376953e-01,-2.101659e+02,1.376953e-01,-2.048209e+02
1.381836e-01,-1.810936e+02,1.381836e-01,-1.775484e+02,1.381836e-01,-2.061466e+02,1.381836e-01,-2.110097e+02,1.381836e-01,-2.029194e+02
1.386719e-01,-1.831212e+02,1.386719e-01,-1.814945e+02,1.386719e-01,-2.059511e+02,1.386719e-01,-2.141795e+02,1.386719e-01,-2.036305e+02
1.391602e-01,-1.848614e+02,1.391602e-01,-1.878598e+02,1.391602e-01,-2.062893e+02,1.391602e-01,-2.136567e+02,1.391602e-01,-2.053014e+02
1.396484e-01,-1.858929e+02,1.396484e-01,-1.908021e+02,1.396484e-01,-2.057440e+02,1.396484e-01,-2.110327e+02,1.396484e-01,-2.043168e+02
1.401367e-01,-1.870255e+02,1.401367e-01,-1.871614e+02,1.401367e-01,-2.052728e+02,1.401367e-01,-2.100223e+02,1.401367e-01,-2.053112e+02
1.406250e-01,-1.866505e+02,1.406250e-01,-1.831326e+02,1.406250e-01,-2.050401e+02,1.406250e-01,-2.101610e+02,1.406250e-01,-2.048746e+02
1.411133e-01,-1.851134e+02,1.411133e-01,-1.803503e+02,1.411133e-01,-2.053624e+02,1.411133e-01,-2.114076e+02,1.411133e-01,-2.040484e+02
1.416016e-01,-1.840600e+02,1.416016e-01,-1.775242e+02,1.416016e-01,-2.066374e+02,1.416016e-01,-2.108496e+02,1.416016e-01,-2.047718e+02
1.420898e-01,-1.855498e+02,1.420898e-01,-1.744623e+02,1.420898e-01,-2.064553e+02,1.420898e-01,-2.094235e+02,1.420898e-01,-2.040383e+02
1.425781e-01,-1.857805e+02,1.425781e-01,-1.716382e+02,1.425781e-01,-2.051360e+02,1.425781e-01,-2.096367e+02,1.425781e-01,-2.036529e+02
1.430664e-01,-1.872836e+02,1.430664e-01,-1.710719e+02,1.430664e-01,-2.042351e+02,1.430664e-01,-2.089110e+02,1.430664e-01,-2.064092e+02
1.435547e-01,-1.895955e+02,1.435547e-01,-1.723227e+02,1.435547e-01,-2.036840e+02,1.435547e-01,-2.095118e+02,1.435547e-01,-2.084487e+02
1.440430e-01,-1.901626e+02,1.440430e-01,-1.714339e+02,1.440430e-01,-2.044254e+02,1.440430e-01,-2.113456e+02,1.440430e-01,-2.073552e+02
1.445312e-01,-1.891647e+02,1.445312e-01,-1.691456e+02,1.445312e-01,-2.052376e+02,1.445312e-01,-2.128290e+02,1.445312e-01,-2.058123e+02
1.450195e-01,-1.883922e+02,1.450195e-01,-1.688368e+02,1.450195e-01,-2.048716e+02,1.450195e-01,-2.122717e+02,1.450195e-01,-2.046733e+02
1.455078e-01,-1.885087e+02,1.455078e-01,-1.677319e+02,1.455078e-01,-2.051299e+02,1.455078e-01,-2.124302e+02,1.455078e-01,-2.055172e+02
1.459961e-01,-1.905196e+02,1.459961e-01,-1.687995e+02,1.459961e-01,-2.051621e+02,1.459961e-01,-2.117390e+02,1.459961e-01,-2.050071e+02
1.464844e-01,-1.916596e+02,1.464844e-01,-1.715219e+02,1.464844e-01,-2.059049e+02,1.464844e-01,-2.103374e+02,1.464844e-01,-2.051759e+02
1.469727e-01,-1.921772e+02,1.469727e-01,-1.689413e+02,1.469727e-01,-2.062596e+02,1.469727e-01,-2.092509e+02,1.469727e-01,-2.053528e+02
1.474609e-01,-1.901817e+02,1.474609e-01,-1.673985e+02,1.474609e-01,-2.061124e+02,1.474609e-01,-2.106971e+02,1.474609e-01,-2.046264e+02
1.479492e-01,-1.898540e+02,1.479492e-01,-1.676578e+02,1.479492e-01,-2.046713e+02,1.479492e-01,-2.097652e+02,1.479492e-01,-2.049495e+02
1.484375e-01,-1.912216e+02,1.484375e-01,-1.692975e+02,1.484375e-01,-2.033265e+02,1.484375e-01,-2.096473e+02,1.484375e-01,-2.089072e+02
1.489258e-01,-1.908920e+02,1.489258e-01,-1.715038e+02,1.489258e-01,-2.036152e+02,1.489258e-01,-2.121217e+02,1.489258e-01,-2.079409e+02
1.494141e-01,-1.904699e+02,1.494141e-01,-1.705660e+02,1.494141e-01,-2.043553e+02,1.494141e-01,-2.107589e+02,1.494141e-01,-2.066948e+02
1.499023e-01,-1.920827e+02,1.499023e-01,-1.701561e+02,1.499023e-01,-2.043125e+02,1.499023e-01,-2.095709e+02,1.499023e-01,-2.063892e+02
1.503906e-01,-1.944602e+02,1.503906e-01,-1.712868e+02,1.503906e-01,-2.035450e+02,1.503906e-01,-2.106319e+02,1.503906e-01,-2.056888e+02
1.508789e-01,-1.935250e+02,1.508789e-01,-1.709749e+02,1.508789e-01,-2.031127e+02,1.508789e-01,-2.101443e+02,1.508789e-01,-2.070256e+02
1.513672e-01,-1.931281e+02,1.513672e-01,-1.710266e+02,1.513672e-01,-2.022176e+02,1.513672e-01,-2.093220e+02,1.513672e-01,-2.064710e+02
1.518555e-01,-1.933710e+02,1.518555e-01,-1.713456e+02,1.518555e-01,-2.021140e+02,1.518555e-01,-2.090334e+02,1.518555e-01,-2.059529e+02
1.523438e-01,-1.941164e+02,1.523438e-01,-1.709714e+02,1.523438e-01,-2.039469e+02,1.523438e-01,-2.097405e+02,1.523438e-01,-2.059157e+02
1.528320e-01,-1.958855e+02,1.528320e-01,-1.725885e+02,1.528320e-01,-2.048762e+02,1.528320e-01,-2.088594e+02,1.528320e-01,-2.079279e+02
1.533203e-01,-1.952959e+02,1.533203e-01,-1.760619e+02,1.533203e-01,-2.041427e+02,1.533203e-01,-2.085953e+02,1.533203e-01,-2.058942e+02
1.538086e-01,-1.941497e+02,1.538086e-01,-1.767887e+02,1.538086e-01,-2.025867e+02,1.538086e-01,-2.106842e+02,1.538086e-01,-2.041927e+02
1.542969e-01,-1.946430e+02,1.542969e-01,-1.790496e+02,1.542969e-01,-2.025809e+02,1.542969e-01,-2.110726e+02,1.542969e-01,-2.047485e+02
1.547852e-01,-1.941651e+02,1.547852e-01,-1.808240e+02,1.547852e-01,-2.049632e+02,1.547852e-01,-2.088720e+02,1.547852e-01,-2.059555e+02
1.552734e-01,-1.942940e+02,1.552734e-01,-8.601244e+01,1.552734e-01,-2.061946e+02,1.552734e-01,-2.076712e+02,1.552734e-01,-2.056449e+02
1.557617e-01,-1.936585e+02,1.557617e-01,-7.009480e+01,1.557617e-01,-2.024088e+02,1.557617e-01,-2.055068e+02,1.557617e-01,-2.066568e+02
1.562500e-01,-1.905040e+02,1.562500e-01,-6.558861e+01,1.562500e-01,-1.990582e+02,1.562500e-01,-2.026808e+02,1.562500e-01,-2.058531e+02
1.567383e-01,-1.935045e+02,1.567383e-01,-7.009480e+01,1.567383e-01,-2.007219e+02,1.567383e-01,-2.053552e+02,1.567383e-01,-2.056018e+02
1.572266e-01,-1.961759e+02,1.572266e-01,-8.601241e+01,1.572266e-01,-2.026832e+02,1.572266e-01,-2.112155e+02,1.572266e-01,-2.055407e+02
1.577148e-01,-1.962374e+02,1.577148e-01,-1.798028e+02,1.577148e-01,-2.028752e+02,1.577148e-01,-2.119284e+02,1.577148e-01,-2.055913e+02
1.582031e-01,-1.955123e+02,1.582031e-01,-1.785438e+02,1.582031e-01,-2.033434e+02,1.582031e-01,-2.099094e+02,1.582031e-01,-2.051361e+02
1.586914e-01,-1.963689e+02,1.586914e-01,-1.765853e+02,1.586914e-01,-2.040123e+02,1.586914e-01,-2.101421e+02,1.586914e-01,-2.063926e+02
1.591797e-01,-1.972355e+02,1.591797e-01,-1.752585e+02,1.591797e-01,-2.033892e+02,1.591797e-01,-2.120333e+02,1.591797e-01,-2.077890e+02
