f_fp_0,fp_0,f_fp_1,fp_1,f_fp_2,fp_2,f_fp_3,fp_3,f_fp_4,fp_4,f_fp_5,fp_5,f_fp_6,fp_6,f_fp_7,fp_7,f_bb,bb
1.230469e-01,-2.366771e+02,1.230469e-01,-1.846205e+02,1.230469e-01,-1.812889e+02,1.230469e-01,-2.383713e+02,1.230469e-01,-2.426463e+02,1.230469e-01,-2.488494e+02,1.230469e-01,-2.497395e+02,1.230469e-01,-2.518233e+02,1.230469e-01,-2.408896e+02
1.235352e-01,-2.380863e+02,1.235352e-01,-1.829827e+02,1.235352e-01,-1.807141e+02,1.235352e-01,-2.380865e+02,1.235352e-01,-2.435405e+02,1.235352e-01,-2.502989e+02,1.235352e-01,-2.503959e+02,1.235352e-01,-2.516317e+02,1.235352e-01,-2.396572e+02
1.240234e-01,-2.361497e+02,1.240234e-01,-1.814345e+02,1.240234e-01,-1.803324e+02,1.240234e-01,-2.376990e+02,1.240234e-01,-2.448342e+02,1.240234e-01,-2.512028e+02,1.240234e-01,-2.523296e+02,1.240234e-01,-2.511801e+02,1.240234e-01,-2.380663e+02
1.245117e-01,-2.351522e+02,1.245117e-01,-1.815002e+02,1.245117e-01,-1.826349e+02,1.245117e-01,-2.361254e+02,1.245117e-01,-2.458601e+02,1.245117e-01,-2.500038e+02,1.245117e-01,-2.526142e+02,1.245117e-01,-2.501438e+02,1.245117e-01,-2.346316e+02
1.250000e-01,-2.358225e+02,1.250000e-01,-1.815361e+02,1.250000e-01,-1.848548e+02,1.250000e-01,-2.375371e+02,1.250000e-01,-2.462247e+02,1.250000e-01,-2.484771e+02,1.250000e-01,-2.521600e+02,1.250000e-01,-2.518881e+02,1.250000e-01,-2.334071e+02
1.254883e-01,-2.384854e+02,1.254883e-01,-1.823467e+02,1.254883e-01,-1.816146e+02,1.254883e-01,-2.378461e+02,1.254883e-01,-2.472817e+02,1.254883e-01,-2.487181e+02,1.254883e-01,-2.512812e+02,1.254883e-01,-2.545310e+02,1.254883e-01,-2.347859e+02
1.259766e-01,-2.382279e+02,1.259766e-01,-1.814050e+02,1.259766e-01,-1.827868e+02,1.259766e-01,-2.361891e+02,1.259766e-01,-2.462889e+02,1.259766e-01,-2.483785e+02,1.259766e-01,-2.502860e+02,1.259766e-01,-2.526411e+02,1.259766e-01,-2.382343e+02
1.264648e-01,-2.369680e+02,1.264648e-01,-1.820139e+02,1.264648e-01,-1.853175e+02,1.264648e-01,-2.364288e+02,1.264648e-01,-2.471225e+02,1.264648e-01,-2.472377e+02,1.264648e-01,-2.507393e+02,1.264648e-01,-2.510691e+02,1.264648e-01,-2.408822e+02
1.269531e-01,-2.370823e+02,1.269531e-01,-1.827456e+02,1.269531e-01,-1.872150e+02,1.269531e-01,-2.367885e+02,1.269531e-01,-2.476755e+02,1.269531e-01,-2.481646e+02,1.269531e-01,-2.499564e+02,1.269531e-01,-2.526239e+02,1.269531e-01,-2.409526e+02
1.274414e-01,-2.372158e+02,1.274414e-01,-1.823994e+02,1.274414e-01,-1.914660e+02,1.274414e-01,-2.362000e+02,1.274414e-01,-2.459026e+02,1.274414e-01,-2.501114e+02,1.274414e-01,-2.496274e+02,1.274414e-01,-2.533776e+02,1.274414e-01,-2.422386e+02
1.279297e-01,-2.380811e+02,1.279297e-01,-1.835229e+02,1.279297e-01,-1.975124e+02,1.279297e-01,-2.369770e+02,1.279297e-01,-2.448556e+02,1.279297e-01,-2.496331e+02,1.279297e-01,-2.483239e+02,1.279297e-01,-2.532613e+02,1.279297e-01,-2.445226e+02
1.284180e-01,-2.395536e+02,1.284180e-01,-1.873397e+02,1.284180e-01,-1.996753e+02,1.284180e-01,-2.369258e+02,1.284180e-01,-2.443303e+02,1.284180e-01,-2.494864e+02,1.284180e-01,-2.507148e+02,1.284180e-01,-2.538769e+02,1.284180e-01,-2.448798e+02
1.289062e-01,-2.398567e+02,1.289062e-01,-1.895131e+02,1.289062e-01,-1.933821e+02,1.289062e-01,-2.360748e+02,1.289062e-01,-2.438814e+02,1.289062e-01,-2.489950e+02,1.289062e-01,-2.523824e+02,1.289062e-01,-2.526248e+02,1.289062e-01,-2.454620e+02
1.293945e-01,-2.393124e+02,1.293945e-01,-1.899481e+02,1.293945e-01,-1.885730e+02,1.293945e-01,-2.351185e+02,1.293945e-01,-2.444000e+02,1.293945e-01,-2.502148e+02,1.293945e-01,-2.512918e+02,1.293945e-01,-2.516965e+02,1.293945e-01,-2.443175e+02
1.298828e-01,-2.396594e+02,1.298828e-01,-1.906452e+02,1.298828e-01,-1.876133e+02,1.298828e-01,-2.354235e+02,1.298828e-01,-2.442015e+02,1.298828e-01,-2.483412e+02,1.298828e-01,-2.519756e+02,1.298828e-01,-2.515403e+02,1.298828e-01,-2.438463e+02
1.303711e-01,-2.386652e+02,1.303711e-01,-1.916974e+02,1.303711e-01,-1.863471e+02,1.303711e-01,-2.385497e+02,1.303711e-01,-2.449529e+02,1.303711e-01,-2.470989e+02,1.303711e-01,-2.499836e+02,1.303711e-01,-2.532835e+02,1.303711e-01,-2.449955e+02
1.308594e-01,-2.386042e+02,1.308594e-01,-1.924250e+02,1.308594e-01,-1.850456e+02,1.308594e-01,-2.353929e+02,1.308594e-01,-2.438162e+02,1.308594e-01,-2.469749e+02,1.308594e-01,-2.493331e+02,1.308594e-01,-2.523846e+02,1.308594e-01,-2.450494e+02
1.313477e-01,-2.388193e+02,1.313477e-01,-1.934126e+02,1.313477e-01,-1.858619e+02,1.313477e-01,-2.348003e+02,1.313477e-01,-2.433815e+02,1.313477e-01,-2.484076e+02,1.313477e-01,-2.513016e+02,1.313477e-01,-2.525529e+02,1.313477e-01,-2.458783e+02
1.318359e-01,-2.416093e+02,1.318359e-01,-1.936116e+02,1.318359e-01,-1.875514e+02,1.318359e-01,-2.362667e+02,1.318359e-01,-2.434003e+02,1.318359e-01,-2.474958e+02,1.318359e-01,-2.512267e+02,1.318359e-01,-2.524342e+02,1.318359e-01,-2.467755e+02
1.323242e-01,-2.408512e+02,1.323242e-01,-1.927090e+02,1.323242e-01,-1.876455e+02,1.323242e-01,-2.353967e+02,1.323242e-01,-2.439445e+02,1.323242e-01,-2.467143e+02,1.323242e-01,-2.495677e+02,1.323242e-01,-2.516318e+02,1.323242e-01,-2.460058e+02
1.328125e-01,-2.398471e+02,1.328125e-01,-1.935031e+02,1.328125e-01,-1.885377e+02,1.328125e-01,-2.346128e+02,1.328125e-01,-2.437472e+02,1.328125e-01,-2.468416e+02,1.328125e-01,-2.477565e+02,1.328125e-01,-2.521898e+02,1.328125e-01,-2.455622e+02
1.333008e-01,-2.422967e+02,1.333008e-01,-1.946097e+02,1.333008e-01,-1.896130e+02,1.333008e-01,-2.356730e+02,1.333008e-01,-2.445161e+02,1.333008e-01,-2.462296e+02,1.333008e-01,-2.485216e+02,1.333008e-01,-2.508688e+02,1.333008e-01,-2.475422e+02
1.337891e-01,-2.404933e+02,1.337891e-01,-1.977332e+02,1.337891e-01,-1.898879e+02,1.337891e-01,-2.366580e+02,1.337891e-01,-2.448406e+02,1.337891e-01,-2.478175e+02,1.337891e-01,-2.501484e+02,1.337891e-01,-2.503837e+02,1.337891e-01,-2.477718e+02
1.342773e-01,-2.393375e+02,1.342773e-01,-2.005795e+02,1.342773e-01,-1.914164e+02,1.342773e-01,-2.347989e+02,1.342773e-01,-2.427688e+02,1.342773e-01,-2.484831e+02,1.342773e-01,-2.500596e+02,1.342773e-01,-2.516879e+02,1.342773e-01,-2.483038e+02
1.347656e-01,-2.391711e+02,1.347656e-01,-2.005228e+02,1.347656e-01,-1.929865e+02,1.347656e-01,-2.343976e+02,1.347656e-01,-2.436388e+02,1.347656e-01,-2.468176e+02,1.347656e-01,-2.492360e+02,1.347656e-01,-2.524320e+02,1.347656e-01,-2.475933e+02
1.352539e-01,-2.384971e+02,1.352539e-01,-2.011507e+02,1.352539e-01,-1.941301e+02,1.352539e-01,-2.334727e+02,1.352539e-01,-2.446656e+02,1.352539e-01,-2.463874e+02,1.352539e-01,-2.498395e+02,1.352539e-01,-2.536762e+02,1.352539e-01,-2.464820e+02
1.357422e-01,-2.385869e+02,1.357422e-01,-2.031155e+02,1.357422e-01,-1.970920e+02,1.357422e-01,-2.332833e+02,1.357422e-01,-2.451423e+02,1.357422e-01,-2.451552e+02,1.357422e-01,-2.517634e+02,1.357422e-01,-2.546161e+02,1.357422e-01,-2.446503e+02
1.362305e-01,-2.402032e+02,1.362305e-01,-2.025844e+02,1.362305e-01,-2.029537e+02,1.362305e-01,-2.352674e+02,1.362305e-01,-2.456223e+02,1.362305e-01,-2.462804e+02,1.362305e-01,-2.524601e+02,1.362305e-01,-2.534840e+02,1.362305e-01,-2.448075e+02
1.367188e-01,-2.411904e+02,1.367188e-01,-2.025502e+02,1.367188e-01,-2.085652e+02,1.367188e-01,-2.365594e+02,1.367188e-01,-2.448718e+02,1.367188e-01,-2.473578e+02,1.367188e-01,-2.511387e+02,1.367188e-01,-2.525070e+02,1.367188e-01,-2.458443e+02
1.372070e-01,-2.424182e+02,1.372070e-01,-2.046177e+02,1.372070e-01,-2.072959e+02,1.372070e-01,-2.340416e+02,1.372070e-01,-2.443229e+02,1.372070e-01,-2.476869e+02,1.372070e-01,-2.480954e+02,1.372070e-01,-2.501779e+02,1.372070e-01,-2.449057e+02
1.376953e-01,-2.413453e+02,1.376953e-01,-2.049593e+02,1.376953e-01,-2.016831e+02,1.376953e-01,-2.339005e+02,1.376953e-01,-2.443408e+02,1.376953e-01,-2.476440e+02,1.376953e-01,-2.474901e+02,1.376953e-01,-2.502284e+02,1.376953e-01,-2.463223e+02
1.381836e-01,-2.409252e+02,1.381836e-01,-2.059085e+02,1.381836e-01,-1.984157e+02,1.381836e-01,-2.340751e+02,1.381836e-01,-2.445867e+02,1.381836e-01,-2.470447e+02,1.381836e-01,-2.479658e+02,1.381836e-01,-2.501437e+02,1.381836e-01,-2.481097e+02
1.386719e-01,-2.414163e+02,1.386719e-01,-2.057845e+02,1.386719e-01,-1.967985e+02,1.386719e-01,-2.337953e+02,1.386719e-01,-2.455911e+02,1.386719e-01,-2.462464e+02,1.386719e-01,-2.497903e+02,1.386719e-01,-2.502660e+02,1.386719e-01,-2.464257e+02
1.391602e-01,-2.409109e+02,1.391602e-01,-2.068785e+02,1.391602e-01,-1.940669e+02,1.391602e-01,-2.342072e+02,1.391602e-01,-2.452861e+02,1.391602e-01,-2.463096e+02,1.391602e-01,-2.505874e+02,1.391602e-01,-2.506617e+02,1.391602e-01,-2.461774e+02
1.396484e-01,-2.415353e+02,1.396484e-01,-2.072817e+02,1.396484e-01,-8.620958e+01,1.396484e-01,-2.312479e+02,1.396484e-01,-2.439761e+02,1.396484e-01,-2.473208e+02,1.396484e-01,-2.494274e+02,1.396484e-01,-2.506165e+02,1.396484e-01,-2.438472e+02
1.401367e-01,-2.413046e+02,1.401367e-01,-2.073416e+02,1.401367e-01,-7.029197e+01,1.401367e-01,-2.310119e+02,1.401367e-01,-2.419504e+02,1.401367e-01,-2.480628e+02,1.401367e-01,-2.479033e+02,1.401367e-01,-2.501926e+02,1.401367e-01,-2.343607e+02
1.406250e-01,-2.398823e+02,1.406250e-01,-2.080533e+02,1.406250e-01,-6.578579e+01,1.406250e-01,-2.320015e+02,1.406250e-01,-2.409879e+02,1.406250e-01,-2.464050e+02,1.406250e-01,-2.444423e+02,1.406250e-01,-2.493829e+02,1.406250e-01,-2.305571e+02
1.411133e-01,-2.406190e+02,1.411133e-01,-2.078770e+02,1.411133e-01,-7.029198e+01,1.411133e-01,-2.310775e+02,1.411133e-01,-2.428985e+02,1.411133e-01,-2.447759e+02,1.411133e-01,-2.463201e+02,1.411133e-01,-2.509024e+02,1.411133e-01,-2.354108e+02
1.416016e-01,-2.404214e+02,1.416016e-01,-2.083312e+02,1.416016e-01,-8.620958e+01,1.416016e-01,-2.318558e+02,1.416016e-01,-2.428980e+02,1.416016e-01,-2.451738e+02,1.416016e-01,-2.489654e+02,1.416016e-01,-2.525370e+02,1.416016e-01,-2.441188e+02
1.420898e-01,-2.424942e+02,1.420898e-01,-2.092576e+02,1.420898e-01,-1.928546e+02,1.420898e-01,-2.330677e+02,1.420898e-01,-2.440837e+02,1.420898e-01,-2.456293e+02,1.420898e-01,-2.506327e+02,1.420898e-01,-2.527731e+02,1.420898e-01,-2.445229e+02
1.425781e-01,-2.426228e+02,1.425781e-01,-2.093855e+02,1.425781e-01,-1.912084e+02,1.425781e-01,-2.346219e+02,1.425781e-01,-2.459338e+02,1.425781e-01,-2.462688e+02,1.425781e-01,-2.516087e+02,1.425781e-01,-2.507034e+02,1.425781e-01,-2.447977e+02
1.430664e-01,-2.415262e+02,1.430664e-01,-2.099999e+02,1.430664e-01,-1.896685e+02,1.430664e-01,-2.317276e+02,1.430664e-01,-2.442400e+02,1.430664e-01,-2.474198e+02,1.430664e-01,-2.520813e+02,1.430664e-01,-2.498771e+02,1.430664e-01,-2.465626e+02
1.435547e-01,-2.418408e+02,1.435547e-01,-2.108975e+02,1.435547e-01,-1.887975e+02,1.435547e-01,-2.313699e+02,1.435547e-01,-2.442902e+02,1.435547e-01,-2.488756e+02,1.435547e-01,-2.517534e+02,1.435547e-01,-2.504984e+02,1.435547e-01,-2.480575e+02
1.440430e-01,-2.429217e+02,1.440430e-01,-2.122502e+02,1.440430e-01,-1.887792e+02,1.440430e-01,-2.333307e+02,1.440430e-01,-2.431592e+02,1.440430e-01,-2.474078e+02,1.440430e-01,-2.496026e+02,1.440430e-01,-2.527095e+02,1.440430e-01,-2.482762e+02
1.445312e-01,-2.424672e+02,1.445312e-01,-2.138247e+02,1.445312e-01,-1.885829e+02,1.445312e-01,-2.318820e+02,1.445312e-01,-2.427351e+02,1.445312e-01,-2.458764e+02,1.445312e-01,-2.475131e+02,1.445312e-01,-2.515169e+02,1.445312e-01,-2.487013e+02
1.450195e-01,-2.404744e+02,1.450195e-01,-2.136630e+02,1.450195e-01,-1.891095e+02,1.450195e-01,-2.307840e+02,1.450195e-01,-2.445919e+02,1.450195e-01,-2.457952e+02,1.450195e-01,-2.479403e+02,1.450195e-01,-2.511747e+02,1.450195e-01,-2.486224e+02
1.455078e-01,-2.400796e+02,1.455078e-01,-2.139411e+02,1.455078e-01,-1.907221e+02,1.455078e-01,-2.314996e+02,1.455078e-01,-2.430821e+02,1.455078e-01,-2.468814e+02,1.455078e-01,-2.495397e+02,1.455078e-01,-2.522604e+02,1.455078e-01,-2.478312e+02
1.459961e-01,-2.412512e+02,1.459961e-01,-2.153221e+02,1.459961e-01,-1.923900e+02,1.459961e-01,-2.336200e+02,1.459961e-01,-2.430087e+02,1.459961e-01,-2.490620e+02,1.459961e-01,-2.496039e+02,1.459961e-01,-2.512926e+02,1.459961e-01,-2.481834e+02
1.464844e-01,-2.415376e+02,1.464844e-01,-2.153079e+02,1.464844e-01,-1.933322e+02,1.464844e-01,-2.318904e+02,1.464844e-01,-2.439055e+02,1.464844e-01,-2.475557e+02,1.464844e-01,-2.496485e+02,1.464844e-01,-2.513329e+02,1.464844e-01,-2.477308e+02
1.469727e-01,-2.414909e+02,1.469727e-01,-2.157515e+02,1.469727e-01,-1.960149e+02,1.469727e-01,-2.304223e+02,1.469727e-01,-2.424618e+02,1.469727e-01,-2.466665e+02,1.469727e-01,-2.496902e+02,1.469727e-01,-2.514963e+02,1.469727e-01,-2.481015e+02
1.474609e-01,-2.414557e+02,1.474609e-01,-2.175889e+02,1.474609e-01,-1.990739e+02,1.474609e-01,-2.286868e+02,1.474609e-01,-2.421808e+02,1.474609e-01,-2.475597e+02,1.474609e-01,-2.476892e+02,1.474609e-01,-2.517689e+02,1.474609e-01,-2.478494e+02
1.479492e-01,-2.429720e+02,1.479492e-01,-2.192630e+02,1.479492e-01,-2.003857e+02,1.479492e-01,-2.278318e+02,1.479492e-01,-2.436214e+02,1.479492e-01,-2.452717e+02,1.479492e-01,-2.470909e+02,1.479492e-01,-2.518457e+02,1.479492e-01,-2.477118e+02
1.484375e-01,-2.424544e+02,1.484375e-01,-2.180716e+02,1.484375e-01,-2.037329e+02,1.484375e-01,-2.293263e+02,1.484375e-01,-2.433584e+02,1.484375e-01,-2.450453e+02,1.484375e-01,-2.480569e+02,1.484375e-01,-2.530724e+02,1.484375e-01,-2.474065e+02
1.489258e-01,-2.427070e+02,1.489258e-01,-2.179437e+02,1.489258e-01,-2.104140e+02,1.489258e-01,-2.307000e+02,1.489258e-01,-2.433931e+02,1.489258e-01,-2.459187e+02,1.489258e-01,-2.472596e+02,1.489258e-01,-2.529648e+02,1.489258e-01,-2.472648e+02
1.494141e-01,-2.427767e+02,1.494141e-01,-2.195982e+02,1.494141e-01,-2.132252e+02,1.494141e-01,-2.296973e+02,1.494141e-01,-2.434300e+02,1.494141e-01,-2.474661e+02,1.494141e-01,-2.483433e+02,1.494141e-01,-2.517636e+02,1.494141e-01,-2.478335e+02
1.499023e-01,-2.421476e+02,1.499023e-01,-2.199274e+02,1.499023e-01,-2.061160e+02,1.499023e-01,-2.301896e+02,1.499023e-01,-2.433871e+02,1.499023e-01,-2.481001e+02,1.499023e-01,-2.501595e+02,1.499023e-01,-2.510438e+02,1.499023e-01,-2.492145e+02
1.503906e-01,-2.411946e+02,1.503906e-01,-2.199159e+02,1.503906e-01,-2.001715e+02,1.503906e-01,-2.304659e+02,1.503906e-01,-2.440081e+02,1.503906e-01,-2.474133e+02,1.503906e-01,-2.483462e+02,1.503906e-01,-2.505112e+02,1.503906e-01,-2.497877e+02
1.508789e-01,-2.397209e+02,1.508789e-01,-2.215379e+02,1.508789e-01,-1.982636e+02,1.508789e-01,-2.295858e+02,1.508789e-01,-2.445479e+02,1.508789e-01,-2.456717e+02,1.508789e-01,-2.474958e+02,1.508789e-01,-2.520275e+02,1.508789e-01,-2.503102e+02
1.513672e-01,-2.416063e+02,1.513672e-01,-2.212079e+02,1.513672e-01,-1.969911e+02,1.513672e-01,-2.299622e+02,1.513672e-01,-2.448594e+02,1.513672e-01,-2.448052e+02,1.513672e-01,-2.483318e+02,1.513672e-01,-2.536923e+02,1.513672e-01,-2.487248e+02
1.518555e-01,-2.446672e+02,1.518555e-01,-2.197808e+02,1.518555e-01,-1.955167e+02,1.518555e-01,-2.283634e+02,1.518555e-01,-2.440677e+02,1.518555e-01,-2.449948e+02,1.518555e-01,-2.479976e+02,1.518555e-01,-2.539463e+02,1.518555e-01,-2.488011e+02
1.523438e-01,-2.431617e+02,1.523438e-01,-2.196799e+02,1.523438e-01,-1.936432e+02,1.523438e-01,-2.282838e+02,1.523438e-01,-2.425990e+02,1.523438e-01,-2.456192e+02,1.523438e-01,-2.488965e+02,1.523438e-01,-2.538614e+02,1.523438e-01,-2.492181e+02
1.528320e-01,-2.423842e+02,1.528320e-01,-2.221682e+02,1.528320e-01,-1.951009e+02,1.528320e-01,-2.273412e+02,1.528320e-01,-2.404240e+02,1.528320e-01,-2.464393e+02,1.528320e-01,-2.505790e+02,1.528320e-01,-2.530796e+02,1.528320e-01,-2.509035e+02
1.533203e-01,-2.432737e+02,1.533203e-01,-2.225476e+02,1.533203e-01,-1.962056e+02,1.533203e-01,-2.255576e+02,1.533203e-01,-2.409839e+02,1.533203e-01,-2.486087e+02,1.533203e-01,-2.500006e+02,1.533203e-01,-2.527830e+02,1.533203e-01,-2.510686e+02
1.538086e-01,-2.428977e+02,1.538086e-01,-2.216783e+02,1.538086e-01,-1.919595e+02,1.538086e-01,-2.244283e+02,1.538086e-01,-2.434656e+02,1.538086e-01,-2.475425e+02,1.538086e-01,-2.497638e+02,1.538086e-01,-2.525513e+02,1.538086e-01,-2.499419e+02
1.542969e-01,-2.408824e+02,1.542969e-01,-2.222756e+02,1.542969e-01,-1.906028e+02,1.542969e-01,-2.270061e+02,1.542969e-01,-2.428396e+02,1.542969e-01,-2.456457e+02,1.542969e-01,-2.498023e+02,1.542969e-01,-2.510563e+02,1.542969e-01,-2.497167e+02
1.547852e-01,-2.422691e+02,1.547852e-01,-2.222511e+02,1.547852e-01,-1.901279e+02,1.547852e-01,-2.245728e+02,1.547852e-01,-2.436326e+02,1.547852e-01,-2.448493e+02,1.547852e-01,-2.516619e+02,1.547852e-01,-2.511177e+02,1.547852e-01,-2.488547e+02
1.552734e-01,-2.432336e+02,1.552734e-01,-2.213217e+02,1.552734e-01,-1.911626e+02,1.552734e-01,-2.227000e+02,1.552734e-01,-2.438403e+02,1.552734e-01,-2.443502e+02,1.552734e-01,-2.490342e+02,1.552734e-01,-2.518665e+02,1.552734e-01,-2.465715e+02
1.557617e-01,-2.441570e+02,1.557617e-01,-2.220552e+02,1.557617e-01,-1.911409e+02,1.557617e-01,-2.242999e+02,1.557617e-01,-2.421946e+02,1.557617e-01,-2.436032e+02,1.557617e-01,-2.484691e+02,1.557617e-01,-2.518052e+02,1.557617e-01,-2.422093e+02
1.562500e-01,-2.442797e+02,1.562500e-01,-2.234294e+02,1.562500e-01,-1.909758e+02,1.562500e-01,-2.248785e+02,1.562500e-01,-2.423056e+02,1.562500e-01,-2.454511e+02,1.562500e-01,-2.494229e+02,1.562500e-01,-2.521368e+02,1.562500e-01,-2.407564e+02
1.567383e-01,-2.432781e+02,1.567383e-01,-2.240208e+02,1.567383e-01,-1.899173e+02,1.567383e-01,-2.226733e+02,1.567383e-01,-2.431935e+02,1.567383e-01,-2.476372e+02,1.567383e-01,-2.489982e+02,1.567383e-01,-2.514900e+02,1.567383e-01,-2.421555e+02
1.572266e-01,-2.442462e+02,1.572266e-01,-2.252167e+02,1.572266e-01,-1.886087e+02,1.572266e-01,-2.241932e+02,1.572266e-01,-2.415656e+02,1.572266e-01,-2.462092e+02,1.572266e-01,-2.489918e+02,1.572266e-01,-2.506000e+02,1.572266e-01,-2.470905e+02
1.577148e-01,-2.423079e+02,1.577148e-01,-2.256583e+02,1.577148e-01,-1.895864e+02,1.577148e-01,-2.241816e+02,1.577148e-01,-2.407083e+02,1.577148e-01,-2.458473e+02,1.577148e-01,-2.500224e+02,1.577148e-01,-2.513156e+02,1.577148e-01,-2.498644e+02
1.582031e-01,-2.420697e+02,1.582031e-01,-2.254059e+02,1.582031e-01,-1.921600e+02,1.582031e-01,-2.224294e+02,1.582031e-01,-2.413903e+02,1.582031e-01,-2.462832e+02,1.582031e-01,-2.498019e+02,1.582031e-01,-2.512017e+02,1.582031e-01,-2.488952e+02
1.586914e-01,-2.418944e+02,1.586914e-01,-2.242508e+02,1.586914e-01,-1.932803e+02,1.586914e-01,-2.218101e+02,1.586914e-01,-2.428891e+02,1.586914e-01,-2.475240e+02,1.586914e-01,-2.496798e+02,1.586914e-01,-2.502207e+02,1.586914e-01,-2.485477e+02
1.591797e-01,-2.411956e+02,1.591797e-01,-2.253321e+02,1.591797e-01,-1.938366e+02,1.591797e-01,-2.203006e+02,1.591797e-01,-2.429271e+02,1.591797e-01,-2.481944e+02,1.591797e-01,-2.511630e+02,1.591797e-01,-2.504157e+02,1.591797e-01,-2.483602e+02
1.596680e-01,-2.425044e+02,1.596680e-01,-2.263414e+02,1.596680e-01,-1.968581e+02,1.596680e-01,-2.196190e+02,1.596680e-01,-2.435000e+02,1.596680e-01,-2.471113e+02,1.596680e-01,-2.541040e+02,1.596680e-01,-2.520445e+02,1.596680e-01,-2.496132e+02
1.601562e-01,-2.467021e+02,1.601562e-01,-2.254695e+02,1.601562e-01,-1.966545e+02,1.601562e-01,-2.208806e+02,1.601562e-01,-2.434409e+02,1.601562e-01,-2.470914e+02,1.601562e-01,-2.522391e+02,1.601562e-01,-2.519322e+02,1.601562e-01,-2.509460e+02
1.606445e-01,-2.461455e+02,1.606445e-01,-2.262872e+02,1.606445e-01,-1.974781e+02,1.606445e-01,-2.220206e+02,1.606445e-01,-2.437512e+02,1.606445e-01,-2.462221e+02,1.606445e-01,-2.499578e+02,1.606445e-01,-2.520004e+02,1.606445e-01,-2.499942e+02
1.611328e-01,-2.434677e+02,1.611328e-01,-2.253301e+02,1.611328e-01,-1.971536e+02,1.611328e-01,-2.192360e+02,1.611328e-01,-2.429490e+02,1.611328e-01,-2.464394e+02,1.611328e-01,-2.482411e+02,1.611328e-01,-2.520825e+02,1.611328e-01,-2.500914e+02
1.616211e-01,-2.431417e+02,1.616211e-01,-2.269436e+02,1.616211e-01,-1.975020e+02,1.616211e-01,-2.177015e+02,1.616211e-01,-2.426189e+02,1.616211e-01,-2.467491e+02,1.616211e-01,-2.483162e+02,1.616211e-01,-2.505276e+02,1.616211e-01,-2.512413e+02
1.621094e-01,-2.437029e+02,1.621094e-01,-2.301523e+02,1.621094e-01,-2.005236e+02,1.621094e-01,-2.177453e+02,1.621094e-01,-2.442707e+02,1.621094e-01,-2.472452e+02,1.621094e-01,-2.492569e+02,1.621094e-01,-2.497038e+02,1.621094e-01,-2.521827e+02
1.625977e-01,-2.425782e+02,1.625977e-01,-2.303884e+02,1.625977e-01,-2.062517e+02,1.625977e-01,-2.179842e+02,1.625977e-01,-2.442339e+02,1.625977e-01,-2.477432e+02,1.625977e-01,-2.522692e+02,1.625977e-01,-2.509504e+02,1.625977e-01,-2.530106e+02
1.630859e-01,-2.411302e+02,1.630859e-01,-2.278580e+02,1.630859e-01,-2.121105e+02,1.630859e-01,-2.168451e+02,1.630859e-01,-2.438122e+02,1.630859e-01,-2.446568e+02,1.630859e-01,-2.492394e+02,1.630859e-01,-2.519169e+02,1.630859e-01,-2.537125e+02
1.635742e-01,-2.414007e+02,1.635742e-01,-2.289334e+02,1.635742e-01,-2.087756e+02,1.635742e-01,-2.167336e+02,1.635742e-01,-2.426114e+02,1.635742e-01,-2.418298e+02,1.635742e-01,-2.478996e+02,1.635742e-01,-2.514675e+02,1.635742e-01,-2.508790e+02
1.640625e-01,-2.443636e+02,1.640625e-01,-2.308699e+02,1.640625e-01,-2.013944e+02,1.640625e-01,-2.172486e+02,1.640625e-01,-2.426980e+02,1.640625e-01,-2.426871e+02,1.640625e-01,-2.481282e+02,1.640625e-01,-2.518462e+02,1.640625e-01,-2.495047e+02
1.645508e-01,-2.451131e+02,1.645508e-01,-2.312038e+02,1.645508e-01,-1.974963e+02,1.645508e-01,-2.161283e+02,1.645508e-01,-2.427898e+02,1.645508e-01,-2.461158e+02,1.645508e-01,-2.481159e+02,1.645508e-01,-2.527307e+02,1.645508e-01,-2.495803e+02
1.650391e-01,-2.445258e+02,1.650391e-01,-2.299449e+02,1.650391e-01,-1.963956e+02,1.650391e-01,-2.151612e+02,1.650391e-01,-2.411368e+02,1.650391e-01,-2.484780e+02,1.650391e-01,-2.491891e+02,1.650391e-01,-2.521444e+02,1.650391e-01,-2.489627e+02
1.655273e-01,-2.446113e+02,1.655273e-01,-2.307981e+02,1.655273e-01,-1.970590e+02,1.655273e-01,-2.144491e+02,1.655273e-01,-2.425514e+02,1.655273e-01,-2.454416e+02,1.655273e-01,-2.479947e+02,1.655273e-01,-2.513295e+02,1.655273e-01,-2.487948e+02
1.660156e-01,-2.435065e+02,1.660156e-01,-2.309642e+02,1.660156e-01,-1.960987e+02,1.660156e-01,-2.139941e+02,1.660156e-01,-2.447520e+02,1.660156e-01,-2.437570e+02,1.660156e-01,-2.489610e+02,1.660156e-01,-2.510319e+02,1.660156e-01,-2.506016e+02
1.665039e-01,-2.425728e+02,1.665039e-01,-2.303260e+02,1.665039e-01,-1.931843e+02,1.665039e-01,-2.129217e+02,1.665039e-01,-2.411788e+02,1.665039e-01,-2.426137e+02,1.665039e-01,-2.502847e+02,1.665039e-01,-2.516050e+02,1.665039e-01,-2.513638e+02
