f_fp_0,fp_0,f_fp_1,fp_1,f_fp_2,fp_2,f_fp_3,fp_3,f_fp_4,fp_4,f_fp_5,fp_5,f_fp_6,fp_6,f_fp_7,fp_7,f_bb,bb
2.651367e-01,-2.489142e+02,2.651367e-01,-2.465490e+02,2.651367e-01,-2.394469e+02,2.651367e-01,-2.058484e+02,2.651367e-01,-7.029197e+01,2.651367e-01,-2.322240e+02,2.651367e-01,-2.381703e+02,2.651367e-01,-2.458484e+02,2.651367e-01,-2.570105e+02
2.656250e-01,-2.493232e+02,2.656250e-01,-2.473953e+02,2.656250e-01,-2.362572e+02,2.656250e-01,-2.081246e+02,2.656250e-01,-6.578579e+01,2.656250e-01,-2.332887e+02,2.656250e-01,-2.348126e+02,2.656250e-01,-2.434442e+02,2.656250e-01,-2.562822e+02
2.661133e-01,-2.515854e+02,2.661133e-01,-2.484878e+02,2.661133e-01,-2.379541e+02,2.661133e-01,-2.071482e+02,2.661133e-01,-7.029198e+01,2.661133e-01,-2.336659e+02,2.661133e-01,-2.382890e+02,2.661133e-01,-2.451900e+02,2.661133e-01,-2.550049e+02
2.666016e-01,-2.535985e+02,2.666016e-01,-2.478247e+02,2.666016e-01,-2.399087e+02,2.666016e-01,-2.072399e+02,2.666016e-01,-8.620960e+01,2.666016e-01,-2.327238e+02,2.666016e-01,-2.429142e+02,2.666016e-01,-2.462234e+02,2.666016e-01,-2.550722e+02
2.670898e-01,-2.505666e+02,2.670898e-01,-2.496610e+02,2.670898e-01,-2.409651e+02,2.670898e-01,-2.080292e+02,2.670898e-01,-1.885400e+02,2.670898e-01,-2.328109e+02,2.670898e-01,-2.433920e+02,2.670898e-01,-2.473688e+02,2.670898e-01,-2.552186e+02
2.675781e-01,-2.501017e+02,2.675781e-01,-2.510312e+02,2.675781e-01,-2.405804e+02,2.675781e-01,-2.093971e+02,2.675781e-01,-1.913562e+02,2.675781e-01,-2.337699e+02,2.675781e-01,-2.451344e+02,2.675781e-01,-2.471254e+02,2.675781e-01,-2.550894e+02
2.680664e-01,-2.509801e+02,2.680664e-01,-2.487441e+02,2.680664e-01,-2.407141e+02,2.680664e-01,-2.092308e+02,2.680664e-01,-1.913877e+02,2.680664e-01,-2.326963e+02,2.680664e-01,-2.427552e+02,2.680664e-01,-2.469324e+02,2.680664e-01,-2.555173e+02
2.685547e-01,-2.512415e+02,2.685547e-01,-2.503333e+02,2.685547e-01,-2.390987e+02,2.685547e-01,-2.090797e+02,2.685547e-01,-1.919846e+02,2.685547e-01,-2.314621e+02,2.685547e-01,-2.418236e+02,2.685547e-01,-2.463679e+02,2.685547e-01,-2.563993e+02
2.690430e-01,-2.500995e+02,2.690430e-01,-2.469098e+02,2.690430e-01,-2.384843e+02,2.690430e-01,-2.108301e+02,2.690430e-01,-1.901838e+02,2.690430e-01,-2.313321e+02,2.690430e-01,-2.437400e+02,2.690430e-01,-2.460752e+02,2.690430e-01,-2.569543e+02
2.695312e-01,-2.491456e+02,2.695312e-01,-2.454286e+02,2.695312e-01,-2.394220e+02,2.695312e-01,-2.122718e+02,2.695312e-01,-1.892484e+02,2.695312e-01,-2.318570e+02,2.695312e-01,-2.426322e+02,2.695312e-01,-2.458022e+02,2.695312e-01,-2.558743e+02
2.700195e-01,-2.495447e+02,2.700195e-01,-2.470552e+02,2.700195e-01,-2.412184e+02,2.700195e-01,-2.134892e+02,2.700195e-01,-1.901411e+02,2.700195e-01,-2.310163e+02,2.700195e-01,-2.430047e+02,2.700195e-01,-2.458290e+02,2.700195e-01,-2.558494e+02
2.705078e-01,-2.500058e+02,2.705078e-01,-2.480869e+02,2.705078e-01,-2.433813e+02,2.705078e-01,-2.132666e+02,2.705078e-01,-1.924771e+02,2.705078e-01,-2.312278e+02,2.705078e-01,-2.430860e+02,2.705078e-01,-2.452829e+02,2.705078e-01,-2.585560e+02
2.709961e-01,-2.497755e+02,2.709961e-01,-2.480553e+02,2.709961e-01,-2.412609e+02,2.709961e-01,-2.131203e+02,2.709961e-01,-1.917114e+02,2.709961e-01,-2.291106e+02,2.709961e-01,-2.417643e+02,2.709961e-01,-2.449257e+02,2.709961e-01,-2.553073e+02
2.714844e-01,-2.510153e+02,2.714844e-01,-2.486887e+02,2.714844e-01,-2.410265e+02,2.714844e-01,-2.144588e+02,2.714844e-01,-1.931462e+02,2.714844e-01,-2.293414e+02,2.714844e-01,-2.409503e+02,2.714844e-01,-2.459250e+02,2.714844e-01,-2.549160e+02
2.719727e-01,-2.520360e+02,2.719727e-01,-2.484723e+02,2.719727e-01,-2.416415e+02,2.719727e-01,-2.156652e+02,2.719727e-01,-1.952586e+02,2.719727e-01,-2.287199e+02,2.719727e-01,-2.434140e+02,2.719727e-01,-2.470797e+02,2.719727e-01,-2.563082e+02
2.724609e-01,-2.528638e+02,2.724609e-01,-2.480079e+02,2.724609e-01,-2.425299e+02,2.724609e-01,-2.162795e+02,2.724609e-01,-1.957576e+02,2.724609e-01,-2.273589e+02,2.724609e-01,-2.413751e+02,2.724609e-01,-2.466717e+02,2.724609e-01,-2.560340e+02
2.729492e-01,-2.525148e+02,2.729492e-01,-2.470659e+02,2.729492e-01,-2.408482e+02,2.729492e-01,-2.171571e+02,2.729492e-01,-1.992962e+02,2.729492e-01,-2.285090e+02,2.729492e-01,-2.412918e+02,2.729492e-01,-2.464100e+02,2.729492e-01,-2.567638e+02
2.734375e-01,-2.521141e+02,2.734375e-01,-2.472264e+02,2.734375e-01,-2.401413e+02,2.734375e-01,-2.171732e+02,2.734375e-01,-2.067423e+02,2.734375e-01,-2.309893e+02,2.734375e-01,-2.431436e+02,2.734375e-01,-2.472273e+02,2.734375e-01,-2.585169e+02
2.739258e-01,-2.522074e+02,2.739258e-01,-2.470196e+02,2.739258e-01,-2.409654e+02,2.739258e-01,-2.168670e+02,2.739258e-01,-2.116559e+02,2.739258e-01,-2.297329e+02,2.739258e-01,-2.425104e+02,2.739258e-01,-2.471440e+02,2.739258e-01,-2.593630e+02
2.744141e-01,-2.507954e+02,2.744141e-01,-2.489903e+02,2.744141e-01,-2.411556e+02,2.744141e-01,-2.166307e+02,2.744141e-01,-2.098545e+02,2.744141e-01,-2.289535e+02,2.744141e-01,-2.413198e+02,2.744141e-01,-2.476054e+02,2.744141e-01,-2.594077e+02
2.749023e-01,-2.505003e+02,2.749023e-01,-2.517732e+02,2.749023e-01,-2.407284e+02,2.749023e-01,-2.179432e+02,2.749023e-01,-2.035993e+02,2.749023e-01,-2.296805e+02,2.749023e-01,-2.397081e+02,2.749023e-01,-2.463704e+02,2.749023e-01,-2.591227e+02
2.753906e-01,-2.494356e+02,2.753906e-01,-2.477357e+02,2.753906e-01,-2.412091e+02,2.753906e-01,-2.197590e+02,2.753906e-01,-2.000204e+02,2.753906e-01,-2.318173e+02,2.753906e-01,-2.400598e+02,2.753906e-01,-2.466419e+02,2.753906e-01,-2.585752e+02
2.758789e-01,-2.496395e+02,2.758789e-01,-2.479478e+02,2.758789e-01,-2.398874e+02,2.758789e-01,-2.184193e+02,2.758789e-01,-1.979125e+02,2.758789e-01,-2.295641e+02,2.758789e-01,-2.406835e+02,2.758789e-01,-2.465502e+02,2.758789e-01,-2.575505e+02
2.763672e-01,-2.509666e+02,2.763672e-01,-2.477275e+02,2.763672e-01,-2.401320e+02,2.763672e-01,-2.176789e+02,2.763672e-01,-1.966442e+02,2.763672e-01,-2.272970e+02,2.763672e-01,-2.415975e+02,2.763672e-01,-2.483709e+02,2.763672e-01,-2.582768e+02
2.768555e-01,-2.501463e+02,2.768555e-01,-2.486488e+02,2.768555e-01,-2.411507e+02,2.768555e-01,-2.178836e+02,2.768555e-01,-1.957939e+02,2.768555e-01,-2.274009e+02,2.768555e-01,-2.404427e+02,2.768555e-01,-2.501475e+02,2.768555e-01,-2.610243e+02
2.773438e-01,-2.492904e+02,2.773438e-01,-2.498260e+02,2.773438e-01,-2.397928e+02,2.773438e-01,-2.198429e+02,2.773438e-01,-1.963762e+02,2.773438e-01,-2.301041e+02,2.773438e-01,-2.398656e+02,2.773438e-01,-2.488988e+02,2.773438e-01,-2.590092e+02
2.778320e-01,-2.512037e+02,2.778320e-01,-2.497694e+02,2.778320e-01,-2.411565e+02,2.778320e-01,-2.211655e+02,2.778320e-01,-1.955423e+02,2.778320e-01,-2.292053e+02,2.778320e-01,-2.410759e+02,2.778320e-01,-2.478265e+02,2.778320e-01,-2.585032e+02
2.783203e-01,-2.524713e+02,2.783203e-01,-2.492093e+02,2.783203e-01,-2.433539e+02,2.783203e-01,-2.221316e+02,2.783203e-01,-1.930297e+02,2.783203e-01,-2.264427e+02,2.783203e-01,-2.413382e+02,2.783203e-01,-2.463257e+02,2.783203e-01,-2.598450e+02
2.788086e-01,-2.497552e+02,2.788086e-01,-2.490106e+02,2.788086e-01,-2.425728e+02,2.788086e-01,-2.211798e+02,2.788086e-01,-1.914530e+02,2.788086e-01,-2.254422e+02,2.788086e-01,-2.419266e+02,2.788086e-01,-2.484638e+02,2.788086e-01,-2.605141e+02
2.792969e-01,-2.492446e+02,2.792969e-01,-2.490040e+02,2.792969e-01,-2.414054e+02,2.792969e-01,-2.209981e+02,2.792969e-01,-1.913011e+02,2.792969e-01,-2.263378e+02,2.792969e-01,-2.438776e+02,2.792969e-01,-2.480181e+02,2.792969e-01,-2.613761e+02
2.797852e-01,-2.492690e+02,2.797852e-01,-2.491819e+02,2.797852e-01,-2.427561e+02,2.797852e-01,-2.213068e+02,2.797852e-01,-1.918726e+02,2.797852e-01,-2.254489e+02,2.797852e-01,-2.432703e+02,2.797852e-01,-2.456199e+02,2.797852e-01,-2.590541e+02
2.802734e-01,-2.506825e+02,2.802734e-01,-2.488654e+02,2.802734e-01,-2.431559e+02,2.802734e-01,-2.222852e+02,2.802734e-01,-1.926420e+02,2.802734e-01,-2.261731e+02,2.802734e-01,-2.416619e+02,2.802734e-01,-2.457470e+02,2.802734e-01,-2.581096e+02
2.807617e-01,-2.508343e+02,2.807617e-01,-2.501423e+02,2.807617e-01,-2.427186e+02,2.807617e-01,-2.245659e+02,2.807617e-01,-1.901991e+02,2.807617e-01,-2.255024e+02,2.807617e-01,-2.415826e+02,2.807617e-01,-2.469123e+02,2.807617e-01,-2.575606e+02
2.812500e-01,-2.497446e+02,2.812500e-01,-2.510973e+02,2.812500e-01,-2.432889e+02,2.812500e-01,-2.272174e+02,2.812500e-01,-1.902778e+02,2.812500e-01,-2.232119e+02,2.812500e-01,-2.419342e+02,2.812500e-01,-2.481654e+02,2.812500e-01,-2.571365e+02
2.817383e-01,-2.496439e+02,2.817383e-01,-2.489468e+02,2.817383e-01,-2.447176e+02,2.817383e-01,-2.289561e+02,2.817383e-01,-1.916068e+02,2.817383e-01,-2.234841e+02,2.817383e-01,-2.423622e+02,2.817383e-01,-2.497953e+02,2.817383e-01,-2.575388e+02
2.822266e-01,-2.513236e+02,2.822266e-01,-2.499857e+02,2.822266e-01,-2.439694e+02,2.822266e-01,-2.272379e+02,2.822266e-01,-1.920666e+02,2.822266e-01,-2.227713e+02,2.822266e-01,-2.413817e+02,2.822266e-01,-2.489147e+02,2.822266e-01,-2.593489e+02
2.827148e-01,-2.509166e+02,2.827148e-01,-2.493408e+02,2.827148e-01,-2.428298e+02,2.827148e-01,-2.260972e+02,2.827148e-01,-1.922341e+02,2.827148e-01,-2.212301e+02,2.827148e-01,-2.412649e+02,2.827148e-01,-2.473209e+02,2.827148e-01,-2.580996e+02
2.832031e-01,-2.520548e+02,2.832031e-01,-2.488973e+02,2.832031e-01,-2.429351e+02,2.832031e-01,-2.256409e+02,2.832031e-01,-1.910789e+02,2.832031e-01,-2.228092e+02,2.832031e-01,-2.413022e+02,2.832031e-01,-2.472584e+02,2.832031e-01,-2.574083e+02
2.836914e-01,-2.519347e+02,2.836914e-01,-2.500821e+02,2.836914e-01,-2.443427e+02,2.836914e-01,-2.262487e+02,2.836914e-01,-1.921480e+02,2.836914e-01,-2.237762e+02,2.836914e-01,-2.402171e+02,2.836914e-01,-2.463060e+02,2.836914e-01,-2.583403e+02
2.841797e-01,-2.514072e+02,2.841797e-01,-2.506448e+02,2.841797e-01,-2.447416e+02,2.841797e-01,-2.265304e+02,2.841797e-01,-1.937430e+02,2.841797e-01,-2.216084e+02,2.841797e-01,-2.398088e+02,2.841797e-01,-2.472851e+02,2.841797e-01,-2.606247e+02
2.846680e-01,-2.517142e+02,2.846680e-01,-2.489262e+02,2.846680e-01,-2.434945e+02,2.846680e-01,-2.250545e+02,2.846680e-01,-1.948535e+02,2.846680e-01,-2.209543e+02,2.846680e-01,-2.398387e+02,2.846680e-01,-2.482997e+02,2.846680e-01,-2.642222e+02
2.851562e-01,-2.502076e+02,2.851562e-01,-2.498445e+02,2.851562e-01,-2.424000e+02,2.851562e-01,-2.266753e+02,2.851562e-01,-1.952593e+02,2.851562e-01,-2.196180e+02,2.851562e-01,-2.410890e+02,2.851562e-01,-2.474732e+02,2.851562e-01,-2.625817e+02
2.856445e-01,-2.498767e+02,2.856445e-01,-2.526822e+02,2.856445e-01,-2.420838e+02,2.856445e-01,-2.286913e+02,2.856445e-01,-1.952648e+02,2.856445e-01,-2.182488e+02,2.856445e-01,-2.426861e+02,2.856445e-01,-2.482114e+02,2.856445e-01,-2.592335e+02
2.861328e-01,-2.501329e+02,2.861328e-01,-2.495233e+02,2.861328e-01,-2.422726e+02,2.861328e-01,-2.286698e+02,2.861328e-01,-1.976971e+02,2.861328e-01,-2.180858e+02,2.861328e-01,-2.415476e+02,2.861328e-01,-2.472864e+02,2.861328e-01,-2.589719e+02
2.866211e-01,-2.511892e+02,2.866211e-01,-2.493767e+02,2.866211e-01,-2.432891e+02,2.866211e-01,-2.282483e+02,2.866211e-01,-2.008541e+02,2.866211e-01,-2.190284e+02,2.866211e-01,-2.422054e+02,2.866211e-01,-2.458626e+02,2.866211e-01,-2.615981e+02
2.871094e-01,-2.517060e+02,2.871094e-01,-2.518195e+02,2.871094e-01,-2.435664e+02,2.871094e-01,-2.285452e+02,2.871094e-01,-2.019542e+02,2.871094e-01,-2.175902e+02,2.871094e-01,-2.442812e+02,2.871094e-01,-2.455742e+02,2.871094e-01,-2.621665e+02
2.875977e-01,-2.512769e+02,2.875977e-01,-2.483817e+02,2.875977e-01,-2.456739e+02,2.875977e-01,-2.316002e+02,2.875977e-01,-2.056486e+02,2.875977e-01,-2.157116e+02,2.875977e-01,-2.449446e+02,2.875977e-01,-2.477205e+02,2.875977e-01,-2.594567e+02
2.880859e-01,-2.523565e+02,2.880859e-01,-2.460284e+02,2.880859e-01,-2.470185e+02,2.880859e-01,-2.324090e+02,2.880859e-01,-2.113870e+02,2.880859e-01,-2.160217e+02,2.880859e-01,-2.416127e+02,2.880859e-01,-2.472110e+02,2.880859e-01,-2.583207e+02
2.885742e-01,-2.522515e+02,2.885742e-01,-2.468948e+02,2.885742e-01,-2.442385e+02,2.885742e-01,-2.286516e+02,2.885742e-01,-2.068250e+02,2.885742e-01,-2.171779e+02,2.885742e-01,-2.402074e+02,2.885742e-01,-2.461363e+02,2.885742e-01,-2.593777e+02
2.890625e-01,-2.524342e+02,2.890625e-01,-2.490637e+02,2.890625e-01,-2.438957e+02,2.890625e-01,-2.288072e+02,2.890625e-01,-2.020196e+02,2.890625e-01,-2.152574e+02,2.890625e-01,-2.384818e+02,2.890625e-01,-2.480434e+02,2.890625e-01,-2.596930e+02
2.895508e-01,-2.512362e+02,2.895508e-01,-2.517831e+02,2.895508e-01,-2.437642e+02,2.895508e-01,-2.290415e+02,2.895508e-01,-2.005439e+02,2.895508e-01,-2.149279e+02,2.895508e-01,-2.398694e+02,2.895508e-01,-2.489954e+02,2.895508e-01,-2.586242e+02
2.900391e-01,-2.498811e+02,2.900391e-01,-2.493725e+02,2.900391e-01,-2.430053e+02,2.900391e-01,-2.292125e+02,2.900391e-01,-1.998357e+02,2.900391e-01,-2.166090e+02,2.900391e-01,-2.410992e+02,2.900391e-01,-2.482127e+02,2.900391e-01,-2.601577e+02
2.905273e-01,-2.504899e+02,2.905273e-01,-2.470695e+02,2.905273e-01,-2.432278e+02,2.905273e-01,-2.293911e+02,2.905273e-01,-1.948554e+02,2.905273e-01,-2.166144e+02,2.905273e-01,-2.405911e+02,2.905273e-01,-2.479924e+02,2.905273e-01,-2.610939e+02
2.910156e-01,-2.515385e+02,2.910156e-01,-2.483113e+02,2.910156e-01,-2.417004e+02,2.910156e-01,-2.288978e+02,2.910156e-01,-1.926363e+02,2.910156e-01,-2.156294e+02,2.910156e-01,-2.412198e+02,2.910156e-01,-2.470224e+02,2.910156e-01,-2.623619e+02
2.915039e-01,-2.503360e+02,2.915039e-01,-2.497555e+02,2.915039e-01,-2.425206e+02,2.915039e-01,-2.292632e+02,2.915039e-01,-1.936026e+02,2.915039e-01,-2.150585e+02,2.915039e-01,-2.402232e+02,2.915039e-01,-2.458404e+02,2.915039e-01,-2.623322e+02
2.919922e-01,-2.502675e+02,2.919922e-01,-2.489563e+02,2.919922e-01,-2.445390e+02,2.919922e-01,-2.294182e+02,2.919922e-01,-1.922736e+02,2.919922e-01,-2.131784e+02,2.919922e-01,-2.392913e+02,2.919922e-01,-2.462189e+02,2.919922e-01,-2.630981e+02
2.924805e-01,-2.499252e+02,2.924805e-01,-2.492626e+02,2.924805e-01,-2.436549e+02,2.924805e-01,-2.307032e+02,2.924805e-01,-1.911669e+02,2.924805e-01,-2.119829e+02,2.924805e-01,-2.410192e+02,2.924805e-01,-2.457346e+02,2.924805e-01,-2.602675e+02
2.929688e-01,-2.515994e+02,2.929688e-01,-2.502880e+02,2.929688e-01,-2.422675e+02,2.929688e-01,-2.313687e+02,2.929688e-01,-1.898033e+02,2.929688e-01,-2.131215e+02,2.929688e-01,-2.433152e+02,2.929688e-01,-2.452458e+02,2.929688e-01,-2.593435e+02
2.934570e-01,-2.530230e+02,2.934570e-01,-2.483074e+02,2.934570e-01,-2.415810e+02,2.934570e-01,-2.298474e+02,2.934570e-01,-1.891210e+02,2.934570e-01,-2.119654e+02,2.934570e-01,-2.405518e+02,2.934570e-01,-2.466136e+02,2.934570e-01,-2.588100e+02
2.939453e-01,-2.532644e+02,2.939453e-01,-2.489998e+02,2.939453e-01,-2.423238e+02,2.939453e-01,-2.307079e+02,2.939453e-01,-1.893899e+02,2.939453e-01,-2.116898e+02,2.939453e-01,-2.393492e+02,2.939453e-01,-2.467057e+02,2.939453e-01,-2.598991e+02
2.944336e-01,-2.519850e+02,2.944336e-01,-2.503127e+02,2.944336e-01,-2.431941e+02,2.944336e-01,-2.336966e+02,2.944336e-01,-1.890998e+02,2.944336e-01,-2.098274e+02,2.944336e-01,-2.385106e+02,2.944336e-01,-2.445410e+02,2.944336e-01,-2.596338e+02
2.949219e-01,-2.502129e+02,2.949219e-01,-2.487090e+02,2.949219e-01,-2.423703e+02,2.949219e-01,-2.339608e+02,2.949219e-01,-1.897809e+02,2.949219e-01,-2.086953e+02,2.949219e-01,-2.390224e+02,2.949219e-01,-2.451112e+02,2.949219e-01,-2.577735e+02
2.954102e-01,-2.494965e+02,2.954102e-01,-2.496952e+02,2.954102e-01,-2.422559e+02,2.954102e-01,-2.345291e+02,2.954102e-01,-1.923003e+02,2.954102e-01,-2.094220e+02,2.954102e-01,-2.397424e+02,2.954102e-01,-2.456754e+02,2.954102e-01,-2.564530e+02
2.958984e-01,-2.501760e+02,2.958984e-01,-2.504840e+02,2.958984e-01,-2.445069e+02,2.958984e-01,-2.337577e+02,2.958984e-01,-1.936466e+02,2.958984e-01,-2.080080e+02,2.958984e-01,-2.391365e+02,2.958984e-01,-2.473532e+02,2.958984e-01,-2.531111e+02
2.963867e-01,-2.503814e+02,2.963867e-01,-2.507763e+02,2.963867e-01,-2.464352e+02,2.963867e-01,-2.363106e+02,2.963867e-01,-1.917607e+02,2.963867e-01,-2.062367e+02,2.963867e-01,-2.389782e+02,2.963867e-01,-2.477139e+02,2.963867e-01,-2.402132e+02
2.968750e-01,-2.516903e+02,2.968750e-01,-2.491473e+02,2.968750e-01,-2.456276e+02,2.968750e-01,-2.349256e+02,2.968750e-01,-1.947177e+02,2.968750e-01,-2.063002e+02,2.968750e-01,-2.398269e+02,2.968750e-01,-2.471290e+02,2.968750e-01,-2.356935e+02
2.973633e-01,-2.541827e+02,2.973633e-01,-2.498892e+02,2.973633e-01,-2.438687e+02,2.973633e-01,-2.323697e+02,2.973633e-01,-1.933796e+02,2.973633e-01,-2.059292e+02,2.973633e-01,-2.411904e+02,2.973633e-01,-2.486889e+02,2.973633e-01,-2.402237e+02
2.978516e-01,-2.522474e+02,2.978516e-01,-2.516632e+02,2.978516e-01,-2.427047e+02,2.978516e-01,-2.319972e+02,2.978516e-01,-1.900776e+02,2.978516e-01,-2.058868e+02,2.978516e-01,-2.410033e+02,2.978516e-01,-2.476838e+02,2.978516e-01,-2.536457e+02
2.983398e-01,-2.502734e+02,2.983398e-01,-2.514985e+02,2.983398e-01,-2.428990e+02,2.983398e-01,-2.326605e+02,2.983398e-01,-1.910220e+02,2.983398e-01,-2.066652e+02,2.983398e-01,-2.400785e+02,2.983398e-01,-2.473881e+02,2.983398e-01,-2.571660e+02
2.988281e-01,-2.504521e+02,2.988281e-01,-2.504745e+02,2.988281e-01,-2.425148e+02,2.988281e-01,-2.321909e+02,2.988281e-01,-1.950922e+02,2.988281e-01,-2.068404e+02,2.988281e-01,-2.387889e+02,2.988281e-01,-2.456725e+02,2.988281e-01,-2.583728e+02
2.993164e-01,-2.520611e+02,2.993164e-01,-2.498990e+02,2.993164e-01,-2.441000e+02,2.993164e-01,-2.333884e+02,2.993164e-01,-1.961699e+02,2.993164e-01,-2.054906e+02,2.993164e-01,-2.387859e+02,2.993164e-01,-2.465919e+02,2.993164e-01,-2.591949e+02
2.998047e-01,-2.515457e+02,2.998047e-01,-2.513181e+02,2.998047e-01,-2.456572e+02,2.998047e-01,-2.355609e+02,2.998047e-01,-1.989352e+02,2.998047e-01,-2.017968e+02,2.998047e-01,-2.387077e+02,2.998047e-01,-2.496363e+02,2.998047e-01,-2.592719e+02
3.002930e-01,-2.528741e+02,3.002930e-01,-2.493632e+02,3.002930e-01,-2.442808e+02,3.002930e-01,-2.357134e+02,3.002930e-01,-2.047269e+02,3.002930e-01,-2.020977e+02,3.002930e-01,-2.390721e+02,3.002930e-01,-2.456566e+02,3.002930e-01,-2.593274e+02
3.007812e-01,-2.529440e+02,3.007812e-01,-2.468795e+02,3.007812e-01,-2.452438e+02,3.007812e-01,-2.332525e+02,3.007812e-01,-2.104024e+02,3.007812e-01,-2.026817e+02,3.007812e-01,-2.392414e+02,3.007812e-01,-2.462090e+02,3.007812e-01,-2.606494e+02
3.012695e-01,-2.528869e+02,3.012695e-01,-2.482998e+02,3.012695e-01,-2.462418e+02,3.012695e-01,-2.328304e+02,3.012695e-01,-2.030434e+02,3.012695e-01,-2.020283e+02,3.012695e-01,-2.403080e+02,3.012695e-01,-2.468047e+02,3.012695e-01,-2.610244e+02
3.017578e-01,-2.538704e+02,3.017578e-01,-2.520197e+02,3.017578e-01,-2.461114e+02,3.017578e-01,-2.349908e+02,3.017578e-01,-1.974339e+02,3.017578e-01,-2.009605e+02,3.017578e-01,-2.389929e+02,3.017578e-01,-2.437772e+02,3.017578e-01,-2.602440e+02
3.022461e-01,-2.538873e+02,3.022461e-01,-2.514408e+02,3.022461e-01,-2.456421e+02,3.022461e-01,-2.378619e+02,3.022461e-01,-1.936257e+02,3.022461e-01,-2.013461e+02,3.022461e-01,-2.394749e+02,3.022461e-01,-2.445406e+02,3.022461e-01,-2.604319e+02
3.027344e-01,-2.525310e+02,3.027344e-01,-2.509671e+02,3.027344e-01,-2.468195e+02,3.027344e-01,-2.356580e+02,3.027344e-01,-1.922013e+02,3.027344e-01,-2.015915e+02,3.027344e-01,-2.408135e+02,3.027344e-01,-2.455646e+02,3.027344e-01,-2.626279e+02
3.032227e-01,-2.514703e+02,3.032227e-01,-2.513454e+02,3.032227e-01,-2.455625e+02,3.032227e-01,-2.342524e+02,3.032227e-01,-1.905424e+02,3.032227e-01,-1.993575e+02,3.032227e-01,-2.402497e+02,3.032227e-01,-2.457740e+02,3.032227e-01,-2.632465e+02
3.037109e-01,-2.514148e+02,3.037109e-01,-2.521624e+02,3.037109e-01,-2.451299e+02,3.037109e-01,-2.347310e+02,3.037109e-01,-1.889322e+02,3.037109e-01,-1.971592e+02,3.037109e-01,-2.386926e+02,3.037109e-01,-2.446799e+02,3.037109e-01,-2.600313e+02
3.041992e-01,-2.505676e+02,3.041992e-01,-2.519014e+02,3.041992e-01,-2.450582e+02,3.041992e-01,-2.357926e+02,3.041992e-01,-1.886221e+02,3.041992e-01,-1.954241e+02,3.041992e-01,-2.378041e+02,3.041992e-01,-2.444356e+02,3.041992e-01,-2.591581e+02
3.046875e-01,-2.502661e+02,3.046875e-01,-2.498185e+02,3.046875e-01,-2.453739e+02,3.046875e-01,-2.354914e+02,3.046875e-01,-1.896290e+02,3.046875e-01,-1.945851e+02,3.046875e-01,-2.382186e+02,3.046875e-01,-2.441691e+02,3.046875e-01,-2.595142e+02
3.051758e-01,-2.516729e+02,3.051758e-01,-2.514929e+02,3.051758e-01,-2.458969e+02,3.051758e-01,-2.351576e+02,3.051758e-01,-1.870131e+02,3.051758e-01,-1.953941e+02,3.051758e-01,-2.393612e+02,3.051758e-01,-2.456338e+02,3.051758e-01,-2.591427e+02
3.056641e-01,-2.535282e+02,3.056641e-01,-2.512757e+02,3.056641e-01,-2.448090e+02,3.056641e-01,-2.364325e+02,3.056641e-01,-1.859994e+02,3.056641e-01,-1.927110e+02,3.056641e-01,-2.413118e+02,3.056641e-01,-2.472569e+02,3.056641e-01,-2.577684e+02
3.061523e-01,-2.550436e+02,3.061523e-01,-2.485500e+02,3.061523e-01,-2.457940e+02,3.061523e-01,-2.353567e+02,3.061523e-01,-1.858093e+02,3.061523e-01,-1.917440e+02,3.061523e-01,-2.386727e+02,3.061523e-01,-2.491942e+02,3.061523e-01,-2.589471e+02
3.066406e-01,-2.538729e+02,3.066406e-01,-2.485223e+02,3.066406e-01,-2.468089e+02,3.066406e-01,-2.357342e+02,3.066406e-01,-1.854093e+02,3.066406e-01,-1.930035e+02,3.066406e-01,-2.392653e+02,3.066406e-01,-2.474722e+02,3.066406e-01,-2.600386e+02
3.071289e-01,-2.535313e+02,3.071289e-01,-2.494250e+02,3.071289e-01,-2.469508e+02,3.071289e-01,-2.359933e+02,3.071289e-01,-1.849381e+02,3.071289e-01,-1.904840e+02,3.071289e-01,-2.403652e+02,3.071289e-01,-2.453098e+02,3.071289e-01,-2.605697e+02
3.076172e-01,-2.524923e+02,3.076172e-01,-2.526400e+02,3.076172e-01,-2.469926e+02,3.076172e-01,-2.353074e+02,3.076172e-01,-1.867484e+02,3.076172e-01,-1.891688e+02,3.076172e-01,-2.394755e+02,3.076172e-01,-2.454132e+02,3.076172e-01,-2.626463e+02
3.081055e-01,-2.525748e+02,3.081055e-01,-2.549240e+02,3.081055e-01,-2.471647e+02,3.081055e-01,-2.372483e+02,3.081055e-01,-1.890916e+02,3.081055e-01,-1.893607e+02,3.081055e-01,-2.392504e+02,3.081055e-01,-2.434579e+02,3.081055e-01,-2.663940e+02
3.085938e-01,-2.523484e+02,3.085938e-01,-2.549012e+02,3.085938e-01,-2.471483e+02,3.085938e-01,-2.397939e+02,3.085938e-01,-1.920834e+02,3.085938e-01,-1.882237e+02,3.085938e-01,-2.406345e+02,3.085938e-01,-2.436201e+02,3.085938e-01,-2.648340e+02
