f_fp_0,fp_0,f_fp_1,fp_1,f_fp_2,fp_2,f_fp_3,fp_3,f_bb,bb
7.812500e-02,-1.681209e+02,7.812500e-02,-1.707942e+02,7.812500e-02,-1.830666e+02,7.812500e-02,-1.834940e+02,7.812500e-02,-1.609770e+02
7.861328e-02,-1.660079e+02,7.861328e-02,-1.700748e+02,7.861328e-02,-1.828760e+02,7.861328e-02,-1.847158e+02,7.861328e-02,-1.588514e+02
7.910156e-02,-1.635517e+02,7.910156e-02,-1.712555e+02,7.910156e-02,-1.824842e+02,7.910156e-02,-1.831626e+02,7.910156e-02,-1.586082e+02
7.958984e-02,-1.615318e+02,7.958984e-02,-1.712442e+02,7.958984e-02,-1.823113e+02,7.958984e-02,-1.823977e+02,7.958984e-02,-1.575864e+02
8.007812e-02,-1.616710e+02,8.007812e-02,-1.705826e+02,8.007812e-02,-1.814637e+02,8.007812e-02,-1.833796e+02,8.007812e-02,-1.586077e+02
8.056641e-02,-1.628892e+02,8.056641e-02,-1.716264e+02,8.056641e-02,-1.814653e+02,8.056641e-02,-1.837695e+02,8.056641e-02,-1.601652e+02
8.105469e-02,-1.585017e+02,8.105469e-02,-1.712344e+02,8.105469e-02,-1.828523e+02,8.105469e-02,-1.836622e+02,8.105469e-02,-1.612414e+02
8.154297e-02,-1.552128e+02,8.154297e-02,-1.715341e+02,8.154297e-02,-1.808278e+02,8.154297e-02,-1.824367e+02,8.154297e-02,-1.624093e+02
8.203125e-02,-1.550410e+02,8.203125e-02,-1.723903e+02,8.203125e-02,-1.796524e+02,8.203125e-02,-1.811392e+02,8.203125e-02,-1.610381e+02
8.251953e-02,-1.560961e+02,8.251953e-02,-1.739090e+02,8.251953e-02,-1.796260e+02,8.251953e-02,-1.818369e+02,8.251953e-02,-1.603078e+02
8.300781e-02,-1.574596e+02,8.300781e-02,-1.717254e+02,8.300781e-02,-1.806888e+02,8.300781e-02,-1.825446e+02,8.300781e-02,-1.604824e+02
8.349609e-02,-1.592259e+02,8.349609e-02,-1.715090e+02,8.349609e-02,-1.829442e+02,8.349609e-02,-1.835347e+02,8.349609e-02,-1.621641e+02
8.398438e-02,-1.580979e+02,8.398438e-02,-1.714573e+02,8.398438e-02,-1.811731e+02,8.398438e-02,-1.834043e+02,8.398438e-02,-1.630792e+02
8.447266e-02,-1.575495e+02,8.447266e-02,-1.707511e+02,8.447266e-02,-1.801956e+02,8.447266e-02,-1.817309e+02,8.447266e-02,-1.629931e+02
8.496094e-02,-1.556676e+02,8.496094e-02,-1.693857e+02,8.496094e-02,-1.804703e+02,8.496094e-02,-1.815409e+02,8.496094e-02,-1.635541e+02
8.544922e-02,-1.559102e+02,8.544922e-02,-1.695914e+02,8.544922e-02,-1.803153e+02,8.544922e-02,-1.830222e+02,8.544922e-02,-1.630242e+02
8.593750e-02,-1.561175e+02,8.593750e-02,-1.706478e+02,8.593750e-02,-1.804171e+02,8.593750e-02,-1.819970e+02,8.593750e-02,-1.626632e+02
8.642578e-02,-1.555597e+02,8.642578e-02,-1.695526e+02,8.642578e-02,-1.808157e+02,8.642578e-02,-1.827524e+02,8.642578e-02,-1.623831e+02
8.691406e-02,-1.552402e+02,8.691406e-02,-1.708250e+02,8.691406e-02,-1.819073e+02,8.691406e-02,-1.830328e+02,8.691406e-02,-1.622365e+02
8.740234e-02,-1.545186e+02,8.740234e-02,-1.735148e+02,8.740234e-02,-1.813740e+02,8.740234e-02,-1.818109e+02,8.740234e-02,-1.624483e+02
8.789062e-02,-1.543116e+02,8.789062e-02,-1.717558e+02,8.789062e-02,-1.809081e+02,8.789062e-02,-1.833479e+02,8.789062e-02,-1.630908e+02
8.837891e-02,-1.534586e+02,8.837891e-02,-1.699564e+02,8.837891e-02,-1.811556e+02,8.837891e-02,-1.836703e+02,8.837891e-02,-1.636610e+02
8.886719e-02,-1.530343e+02,8.886719e-02,-1.694493e+02,8.886719e-02,-1.849455e+02,8.886719e-02,-1.817648e+02,8.886719e-02,-1.653924e+02
8.935547e-02,-1.531777e+02,8.935547e-02,-1.693917e+02,8.935547e-02,-1.839450e+02,8.935547e-02,-1.832623e+02,8.935547e-02,-1.643660e+02
8.984375e-02,-1.530158e+02,8.984375e-02,-1.692510e+02,8.984375e-02,-1.810204e+02,8.984375e-02,-1.842898e+02,8.984375e-02,-1.627258e+02
9.033203e-02,-1.538086e+02,9.033203e-02,-1.705120e+02,9.033203e-02,-1.798579e+02,9.033203e-02,-1.824561e+02,9.033203e-02,-1.621837e+02
9.082031e-02,-1.550849e+02,9.082031e-02,-1.724977e+02,9.082031e-02,-1.817054e+02,9.082031e-02,-1.824961e+02,9.082031e-02,-1.633415e+02
9.130859e-02,-1.546850e+02,9.130859e-02,-1.712098e+02,9.130859e-02,-1.803600e+02,9.130859e-02,-1.824454e+02,9.130859e-02,-1.656625e+02
9.179688e-02,-1.548858e+02,9.179688e-02,-1.697879e+02,9.179688e-02,-1.787296e+02,9.179688e-02,-1.817467e+02,9.179688e-02,-1.649795e+02
9.228516e-02,-1.544453e+02,9.228516e-02,-1.686276e+02,9.228516e-02,-1.805974e+02,9.228516e-02,-1.808500e+02,9.228516e-02,-1.660111e+02
9.277344e-02,-1.548289e+02,9.277344e-02,-1.674826e+02,9.277344e-02,-1.818012e+02,9.277344e-02,-1.817450e+02,9.277344e-02,-1.655183e+02
9.326172e-02,-1.538617e+02,9.326172e-02,-1.666598e+02,9.326172e-02,-1.814402e+02,9.326172e-02,-1.809378e+02,9.326172e-02,-1.572011e+02
9.375000e-02,-1.551583e+02,9.375000e-02,-1.687205e+02,9.375000e-02,-1.827146e+02,9.375000e-02,-1.796540e+02,9.375000e-02,-1.534623e+02
9.423828e-02,-1.564770e+02,9.423828e-02,-1.688939e+02,9.423828e-02,-1.827830e+02,9.423828e-02,-1.814111e+02,9.423828e-02,-1.573160e+02
9.472656e-02,-1.559649e+02,9.472656e-02,-1.694126e+02,9.472656e-02,-1.816820e+02,9.472656e-02,-1.807775e+02,9.472656e-02,-1.661512e+02
9.521484e-02,-1.556581e+02,9.521484e-02,-1.697225e+02,9.521484e-02,-1.808668e+02,9.521484e-02,-1.794718e+02,9.521484e-02,-1.687663e+02
9.570312e-02,-1.569551e+02,9.570312e-02,-1.683965e+02,9.570312e-02,-1.804597e+02,9.570312e-02,-1.810200e+02,9.570312e-02,-1.682877e+02
9.619141e-02,-1.573177e+02,9.619141e-02,-1.678488e+02,9.619141e-02,-1.807802e+02,9.619141e-02,-1.817071e+02,9.619141e-02,-1.685383e+02
9.667969e-02,-1.570036e+02,9.667969e-02,-1.679340e+02,9.667969e-02,-1.801749e+02,9.667969e-02,-1.818994e+02,9.667969e-02,-1.669713e+02
9.716797e-02,-1.583739e+02,9.716797e-02,-1.686120e+02,9.716797e-02,-1.801995e+02,9.716797e-02,-1.832380e+02,9.716797e-02,-1.658038e+02
9.765625e-02,-1.597533e+02,9.765625e-02,-1.684189e+02,9.765625e-02,-1.806189e+02,9.765625e-02,-1.839349e+02,9.765625e-02,-1.671307e+02
9.814453e-02,-1.610109e+02,9.814453e-02,-1.665743e+02,9.814453e-02,-1.808695e+02,9.814453e-02,-1.831444e+02,9.814453e-02,-1.676561e+02
9.863281e-02,-1.621130e+02,9.863281e-02,-1.656587e+02,9.863281e-02,-1.816847e+02,9.863281e-02,-1.818780e+02,9.863281e-02,-1.675428e+02
9.912109e-02,-1.639333e+02,9.912109e-02,-1.673020e+02,9.912109e-02,-1.803304e+02,9.912109e-02,-1.824808e+02,9.912109e-02,-1.683647e+02
9.960938e-02,-1.663602e+02,9.960938e-02,-1.694267e+02,9.960938e-02,-1.792212e+02,9.960938e-02,-1.838324e+02,9.960938e-02,-1.708097e+02
1.000977e-01,-1.695059e+02,1.000977e-01,-1.678451e+02,1.000977e-01,-1.798821e+02,1.000977e-01,-1.836241e+02,1.000977e-01,-1.700512e+02
1.005859e-01,-1.709739e+02,1.005859e-01,-1.684802e+02,1.005859e-01,-1.804825e+02,1.005859e-01,-1.823386e+02,1.005859e-01,-1.682372e+02
1.010742e-01,-1.731695e+02,1.010742e-01,-1.674882e+02,1.010742e-01,-1.823080e+02,1.010742e-01,-1.811050e+02,1.010742e-01,-1.692559e+02
1.015625e-01,-1.749852e+02,1.015625e-01,-1.658823e+02,1.015625e-01,-1.835129e+02,1.015625e-01,-1.811901e+02,1.015625e-01,-1.717089e+02
1.020508e-01,-1.727281e+02,1.020508e-01,-1.658876e+02,1.020508e-01,-1.811397e+02,1.020508e-01,-1.838755e+02,1.020508e-01,-1.713562e+02
1.025391e-01,-1.694509e+02,1.025391e-01,-1.648071e+02,1.025391e-01,-1.805508e+02,1.025391e-01,-1.841541e+02,1.025391e-01,-1.692336e+02
1.030273e-01,-1.651023e+02,1.030273e-01,-1.664961e+02,1.030273e-01,-1.810937e+02,1.030273e-01,-1.824127e+02,1.030273e-01,-1.688789e+02
1.035156e-01,-1.622651e+02,1.035156e-01,-1.653204e+02,1.035156e-01,-1.814197e+02,1.035156e-01,-1.848286e+02,1.035156e-01,-1.694666e+02
1.040039e-01,-1.606219e+02,1.040039e-01,-1.655434e+02,1.040039e-01,-1.820548e+02,1.040039e-01,-1.853252e+02,1.040039e-01,-1.702299e+02
1.044922e-01,-1.615383e+02,1.044922e-01,-1.634251e+02,1.044922e-01,-1.797553e+02,1.044922e-01,-1.820918e+02,1.044922e-01,-1.693589e+02
1.049805e-01,-1.589218e+02,1.049805e-01,-1.622117e+02,1.049805e-01,-1.783970e+02,1.049805e-01,-1.818348e+02,1.049805e-01,-1.698561e+02
1.054688e-01,-1.576945e+02,1.054688e-01,-1.632063e+02,1.054688e-01,-1.790846e+02,1.054688e-01,-1.818171e+02,1.054688e-01,-1.711837e+02
1.059570e-01,-1.561880e+02,1.059570e-01,-1.646325e+02,1.059570e-01,-1.807163e+02,1.059570e-01,-1.817099e+02,1.059570e-01,-1.713570e+02
1.064453e-01,-1.556715e+02,1.064453e-01,-1.624067e+02,1.064453e-01,-1.818555e+02,1.064453e-01,-1.834242e+02,1.064453e-01,-1.706383e+02
1.069336e-01,-1.552154e+02,1.069336e-01,-1.607650e+02,1.069336e-01,-1.837339e+02,1.069336e-01,-1.822314e+02,1.069336e-01,-1.697452e+02
1.074219e-01,-1.540512e+02,1.074219e-01,-1.620884e+02,1.074219e-01,-1.847734e+02,1.074219e-01,-1.815573e+02,1.074219e-01,-1.711799e+02
1.079102e-01,-1.546529e+02,1.079102e-01,-1.621407e+02,1.079102e-01,-1.816302e+02,1.079102e-01,-1.808268e+02,1.079102e-01,-1.728633e+02
1.083984e-01,-1.549261e+02,1.083984e-01,-1.607626e+02,1.083984e-01,-1.790734e+02,1.083984e-01,-1.810738e+02,1.083984e-01,-1.746482e+02
1.088867e-01,-1.536743e+02,1.088867e-01,-1.618744e+02,1.088867e-01,-1.784251e+02,1.088867e-01,-1.842917e+02,1.088867e-01,-1.770404e+02
1.093750e-01,-1.536270e+02,1.093750e-01,-1.604968e+02,1.093750e-01,-1.796840e+02,1.093750e-01,-1.835341e+02,1.093750e-01,-1.765643e+02
1.098633e-01,-1.548779e+02,1.098633e-01,-1.584369e+02,1.098633e-01,-1.791368e+02,1.098633e-01,-1.823213e+02,1.098633e-01,-1.760075e+02
1.103516e-01,-1.524614e+02,1.103516e-01,-1.586866e+02,1.103516e-01,-1.784031e+02,1.103516e-01,-1.821724e+02,1.103516e-01,-1.743486e+02
1.108398e-01,-1.521982e+02,1.108398e-01,-1.619502e+02,1.108398e-01,-1.792596e+02,1.108398e-01,-1.810603e+02,1.108398e-01,-1.738671e+02
1.113281e-01,-1.520836e+02,1.113281e-01,-1.612245e+02,1.113281e-01,-1.803272e+02,1.113281e-01,-1.805090e+02,1.113281e-01,-1.733004e+02
1.118164e-01,-1.511507e+02,1.118164e-01,-1.589018e+02,1.118164e-01,-1.800285e+02,1.118164e-01,-1.807920e+02,1.118164e-01,-1.734828e+02
1.123047e-01,-1.512191e+02,1.123047e-01,-1.570770e+02,1.123047e-01,-1.789489e+02,1.123047e-01,-1.799175e+02,1.123047e-01,-1.738807e+02
1.127930e-01,-1.519468e+02,1.127930e-01,-1.570489e+02,1.127930e-01,-1.792258e+02,1.127930e-01,-1.800899e+02,1.127930e-01,-1.736147e+02
1.132812e-01,-1.519427e+02,1.132812e-01,-1.560541e+02,1.132812e-01,-1.810273e+02,1.132812e-01,-1.828180e+02,1.132812e-01,-1.734505e+02
1.137695e-01,-1.519449e+02,1.137695e-01,-1.543788e+02,1.137695e-01,-1.823450e+02,1.137695e-01,-1.872661e+02,1.137695e-01,-1.764671e+02
1.142578e-01,-1.532670e+02,1.142578e-01,-1.570021e+02,1.142578e-01,-1.818490e+02,1.142578e-01,-1.827349e+02,1.142578e-01,-1.742991e+02
1.147461e-01,-1.540478e+02,1.147461e-01,-1.585049e+02,1.147461e-01,-1.797814e+02,1.147461e-01,-1.808534e+02,1.147461e-01,-1.722000e+02
1.152344e-01,-1.546354e+02,1.152344e-01,-1.555594e+02,1.152344e-01,-1.773544e+02,1.152344e-01,-1.818822e+02,1.152344e-01,-1.722712e+02
1.157227e-01,-1.554387e+02,1.157227e-01,-1.550992e+02,1.157227e-01,-1.775678e+02,1.157227e-01,-1.836387e+02,1.157227e-01,-1.752154e+02
1.162109e-01,-1.561737e+02,1.162109e-01,-1.561188e+02,1.162109e-01,-1.795912e+02,1.162109e-01,-1.834880e+02,1.162109e-01,-1.757777e+02
1.166992e-01,-1.571448e+02,1.166992e-01,-1.538643e+02,1.166992e-01,-1.807557e+02,1.166992e-01,-1.831839e+02,1.166992e-01,-1.735421e+02
1.171875e-01,-1.594900e+02,1.171875e-01,-1.521601e+02,1.171875e-01,-1.798043e+02,1.171875e-01,-1.830862e+02,1.171875e-01,-1.741250e+02
1.176758e-01,-1.617235e+02,1.176758e-01,-1.515294e+02,1.176758e-01,-1.812225e+02,1.176758e-01,-1.836628e+02,1.176758e-01,-1.748883e+02
1.181641e-01,-1.657715e+02,1.181641e-01,-1.508136e+02,1.181641e-01,-1.819432e+02,1.181641e-01,-1.821264e+02,1.181641e-01,-1.738605e+02
1.186523e-01,-1.717405e+02,1.186523e-01,-1.509924e+02,1.186523e-01,-1.802863e+02,1.186523e-01,-1.815689e+02,1.186523e-01,-1.730644e+02
1.191406e-01,-1.679312e+02,1.191406e-01,-1.520133e+02,1.191406e-01,-1.796056e+02,1.191406e-01,-1.836199e+02,1.191406e-01,-1.724785e+02
1.196289e-01,-1.616725e+02,1.196289e-01,-1.513852e+02,1.196289e-01,-1.801463e+02,1.196289e-01,-1.851574e+02,1.196289e-01,-1.741807e+02
1.201172e-01,-1.577770e+02,1.201172e-01,-1.502721e+02,1.201172e-01,-1.801722e+02,1.201172e-01,-1.823607e+02,1.201172e-01,-1.748101e+02
1.206055e-01,-1.543915e+02,1.206055e-01,-1.495113e+02,1.206055e-01,-1.807954e+02,1.206055e-01,-1.816404e+02,1.206055e-01,-1.745682e+02
1.210938e-01,-1.519684e+02,1.210938e-01,-1.511212e+02,1.210938e-01,-1.791825e+02,1.210938e-01,-1.813546e+02,1.210938e-01,-1.756215e+02
1.215820e-01,-1.520633e+02,1.215820e-01,-1.513062e+02,1.215820e-01,-1.788642e+02,1.215820e-01,-1.818178e+02,1.215820e-01,-1.753583e+02
1.220703e-01,-1.504449e+02,1.220703e-01,-1.490785e+02,1.220703e-01,-1.785751e+02,1.220703e-01,-1.822026e+02,1.220703e-01,-1.757611e+02
1.225586e-01,-1.493779e+02,1.225586e-01,-1.489052e+02,1.225586e-01,-1.814318e+02,1.225586e-01,-1.825323e+02,1.225586e-01,-1.747100e+02
1.230469e-01,-1.495225e+02,1.230469e-01,-1.494153e+02,1.230469e-01,-1.830634e+02,1.230469e-01,-1.836896e+02,1.230469e-01,-1.731724e+02
1.235352e-01,-1.476543e+02,1.235352e-01,-1.478787e+02,1.235352e-01,-1.810449e+02,1.235352e-01,-1.832660e+02,1.235352e-01,-1.721328e+02
1.240234e-01,-1.463149e+02,1.240234e-01,-1.451840e+02,1.240234e-01,-1.787816e+02,1.240234e-01,-1.824905e+02,1.240234e-01,-1.738704e+02
1.245117e-01,-1.452041e+02,1.245117e-01,-1.451057e+02,1.245117e-01,-1.787423e+02,1.245117e-01,-1.827347e+02,1.245117e-01,-1.732759e+02
1.250000e-01,-1.473543e+02,1.250000e-01,-1.451876e+02,1.250000e-01,-1.809027e+02,1.250000e-01,-1.846962e+02,1.250000e-01,-1.705474e+02
1.254883e-01,-1.471759e+02,1.254883e-01,-1.460828e+02,1.254883e-01,-1.809253e+02,1.254883e-01,-1.829211e+02,1.254883e-01,-1.715509e+02
1.259766e-01,-1.485105e+02,1.259766e-01,-1.475059e+02,1.259766e-01,-1.768423e+02,1.259766e-01,-1.817711e+02,1.259766e-01,-1.740998e+02
1.264648e-01,-1.501818e+02,1.264648e-01,-1.475778e+02,1.264648e-01,-1.754706e+02,1.264648e-01,-1.820913e+02,1.264648e-01,-1.735805e+02
1.269531e-01,-1.472145e+02,1.269531e-01,-1.477111e+02,1.269531e-01,-1.771137e+02,1.269531e-01,-1.837128e+02,1.269531e-01,-1.730419e+02
1.274414e-01,-1.482713e+02,1.274414e-01,-1.484009e+02,1.274414e-01,-1.773756e+02,1.274414e-01,-1.832758e+02,1.274414e-01,-1.745059e+02
1.279297e-01,-1.476650e+02,1.279297e-01,-1.505722e+02,1.279297e-01,-1.780622e+02,1.279297e-01,-1.830161e+02,1.279297e-01,-1.762514e+02
1.284180e-01,-1.480870e+02,1.284180e-01,-1.531222e+02,1.284180e-01,-1.800051e+02,1.284180e-01,-1.822905e+02,1.284180e-01,-1.756711e+02
1.289062e-01,-1.493387e+02,1.289062e-01,-1.526753e+02,1.289062e-01,-1.785917e+02,1.289062e-01,-1.830716e+02,1.289062e-01,-1.750871e+02
1.293945e-01,-1.497721e+02,1.293945e-01,-1.530359e+02,1.293945e-01,-1.791340e+02,1.293945e-01,-1.831092e+02,1.293945e-01,-1.762647e+02
1.298828e-01,-1.504360e+02,1.298828e-01,-1.556572e+02,1.298828e-01,-1.815948e+02,1.298828e-01,-1.821456e+02,1.298828e-01,-1.765391e+02
1.303711e-01,-1.515030e+02,1.303711e-01,-1.596655e+02,1.303711e-01,-1.805002e+02,1.303711e-01,-1.815576e+02,1.303711e-01,-1.748291e+02
1.308594e-01,-1.516880e+02,1.308594e-01,-1.669868e+02,1.308594e-01,-1.810992e+02,1.308594e-01,-1.819140e+02,1.308594e-01,-1.748975e+02
1.313477e-01,-1.520317e+02,1.313477e-01,-1.706651e+02,1.313477e-01,-1.805925e+02,1.313477e-01,-1.831752e+02,1.313477e-01,-1.765705e+02
1.318359e-01,-1.538541e+02,1.318359e-01,-1.649463e+02,1.318359e-01,-1.789169e+02,1.318359e-01,-1.817846e+02,1.318359e-01,-1.779057e+02
1.323242e-01,-1.546948e+02,1.323242e-01,-1.601019e+02,1.323242e-01,-1.804398e+02,1.323242e-01,-1.817443e+02,1.323242e-01,-1.778942e+02
1.328125e-01,-1.543198e+02,1.328125e-01,-1.562555e+02,1.328125e-01,-1.801165e+02,1.328125e-01,-1.827418e+02,1.328125e-01,-1.772979e+02
1.333008e-01,-1.529800e+02,1.333008e-01,-1.553512e+02,1.333008e-01,-1.784293e+02,1.333008e-01,-1.820723e+02,1.333008e-01,-1.777884e+02
1.337891e-01,-1.533954e+02,1.337891e-01,-1.559348e+02,1.337891e-01,-1.789635e+02,1.337891e-01,-1.821310e+02,1.337891e-01,-1.764386e+02
1.342773e-01,-1.533803e+02,1.342773e-01,-1.570839e+02,1.342773e-01,-1.800080e+02,1.342773e-01,-1.838995e+02,1.342773e-01,-1.762611e+02
1.347656e-01,-1.550837e+02,1.347656e-01,-1.573311e+02,1.347656e-01,-1.787667e+02,1.347656e-01,-1.844753e+02,1.347656e-01,-1.768895e+02
1.352539e-01,-1.562566e+02,1.352539e-01,-1.552529e+02,1.352539e-01,-1.787105e+02,1.352539e-01,-1.838292e+02,1.352539e-01,-1.765780e+02
1.357422e-01,-1.569619e+02,1.357422e-01,-1.537741e+02,1.357422e-01,-1.805828e+02,1.357422e-01,-1.833715e+02,1.357422e-01,-1.751901e+02
1.362305e-01,-1.569720e+02,1.362305e-01,-1.520523e+02,1.362305e-01,-1.798977e+02,1.362305e-01,-1.833623e+02,1.362305e-01,-1.754267e+02
1.367188e-01,-1.571633e+02,1.367188e-01,-1.522104e+02,1.367188e-01,-1.762683e+02,1.367188e-01,-1.838289e+02,1.367188e-01,-1.769600e+02
1.372070e-01,-1.570517e+02,1.372070e-01,-1.543826e+02,1.372070e-01,-1.760389e+02,1.372070e-01,-1.867056e+02,1.372070e-01,-1.789676e+02
1.376953e-01,-1.569461e+02,1.376953e-01,-1.544406e+02,1.376953e-01,-1.779141e+02,1.376953e-01,-1.867748e+02,1.376953e-01,-1.769800e+02
1.381836e-01,-1.578689e+02,1.381836e-01,-1.538562e+02,1.381836e-01,-1.785685e+02,1.381836e-01,-1.866673e+02,1.381836e-01,-1.759016e+02
1.386719e-01,-1.583039e+02,1.386719e-01,-1.548307e+02,1.386719e-01,-1.798942e+02,1.386719e-01,-1.841868e+02,1.386719e-01,-1.766560e+02
1.391602e-01,-1.582883e+02,1.391602e-01,-1.514163e+02,1.391602e-01,-1.811209e+02,1.391602e-01,-1.844496e+02,1.391602e-01,-1.768192e+02
1.396484e-01,-1.599194e+02,1.396484e-01,-1.515831e+02,1.396484e-01,-1.801701e+02,1.396484e-01,-1.837254e+02,1.396484e-01,-1.765161e+02
1.401367e-01,-1.608316e+02,1.401367e-01,-1.533325e+02,1.401367e-01,-1.786331e+02,1.401367e-01,-1.828292e+02,1.401367e-01,-1.755644e+02
1.406250e-01,-1.590481e+02,1.406250e-01,-1.549046e+02,1.406250e-01,-1.773518e+02,1.406250e-01,-1.824112e+02,1.406250e-01,-1.754977e+02
1.411133e-01,-1.583938e+02,1.411133e-01,-1.558379e+02,1.411133e-01,-1.764460e+02,1.411133e-01,-1.833414e+02,1.411133e-01,-1.746704e+02
1.416016e-01,-1.597405e+02,1.416016e-01,-1.521884e+02,1.416016e-01,-1.763767e+02,1.416016e-01,-1.836056e+02,1.416016e-01,-1.759659e+02
1.420898e-01,-1.613961e+02,1.420898e-01,-1.530166e+02,1.420898e-01,-1.764382e+02,1.420898e-01,-1.824124e+02,1.420898e-01,-1.780542e+02
1.425781e-01,-1.620592e+02,1.425781e-01,-1.565418e+02,1.425781e-01,-1.760707e+02,1.425781e-01,-1.838411e+02,1.425781e-01,-1.781852e+02
1.430664e-01,-1.631948e+02,1.430664e-01,-1.581784e+02,1.430664e-01,-1.770650e+02,1.430664e-01,-1.836479e+02,1.430664e-01,-1.784690e+02
1.435547e-01,-1.655962e+02,1.435547e-01,-1.575109e+02,1.435547e-01,-1.792583e+02,1.435547e-01,-1.844513e+02,1.435547e-01,-1.779329e+02
1.440430e-01,-1.642806e+02,1.440430e-01,-1.558801e+02,1.440430e-01,-1.777327e+02,1.440430e-01,-1.849544e+02,1.440430e-01,-1.764676e+02
1.445312e-01,-1.627858e+02,1.445312e-01,-1.561129e+02,1.445312e-01,-1.765219e+02,1.445312e-01,-1.835963e+02,1.445312e-01,-1.757855e+02
1.450195e-01,-1.622656e+02,1.450195e-01,-1.574299e+02,1.450195e-01,-1.752869e+02,1.450195e-01,-1.843291e+02,1.450195e-01,-1.757530e+02
1.455078e-01,-1.623699e+02,1.455078e-01,-1.593850e+02,1.455078e-01,-1.755681e+02,1.455078e-01,-1.821035e+02,1.455078e-01,-1.764628e+02
1.459961e-01,-1.636247e+02,1.459961e-01,-1.609524e+02,1.459961e-01,-1.750705e+02,1.459961e-01,-1.820884e+02,1.459961e-01,-1.770044e+02
1.464844e-01,-1.638174e+02,1.464844e-01,-1.652019e+02,1.464844e-01,-1.751436e+02,1.464844e-01,-1.842410e+02,1.464844e-01,-1.787075e+02
1.469727e-01,-1.646950e+02,1.469727e-01,-1.674861e+02,1.469727e-01,-1.760552e+02,1.469727e-01,-1.846550e+02,1.469727e-01,-1.786053e+02
1.474609e-01,-1.646740e+02,1.474609e-01,-1.697745e+02,1.474609e-01,-1.767253e+02,1.474609e-01,-1.830541e+02,1.474609e-01,-1.772788e+02
1.479492e-01,-1.647278e+02,1.479492e-01,-1.752461e+02,1.479492e-01,-1.767582e+02,1.479492e-01,-1.824564e+02,1.479492e-01,-1.768514e+02
1.484375e-01,-1.640646e+02,1.484375e-01,-1.784036e+02,1.484375e-01,-1.763543e+02,1.484375e-01,-1.825713e+02,1.484375e-01,-1.766473e+02
1.489258e-01,-1.643513e+02,1.489258e-01,-1.774572e+02,1.489258e-01,-1.760958e+02,1.489258e-01,-1.823981e+02,1.489258e-01,-1.767112e+02
1.494141e-01,-1.650935e+02,1.494141e-01,-1.704748e+02,1.494141e-01,-1.765907e+02,1.494141e-01,-1.817248e+02,1.494141e-01,-1.772235e+02
1.499023e-01,-1.656218e+02,1.499023e-01,-1.672791e+02,1.499023e-01,-1.761536e+02,1.499023e-01,-1.824375e+02,1.499023e-01,-1.785935e+02
1.503906e-01,-1.660919e+02,1.503906e-01,-1.654653e+02,1.503906e-01,-1.757281e+02,1.503906e-01,-1.848153e+02,1.503906e-01,-1.803776e+02
1.508789e-01,-1.652695e+02,1.508789e-01,-1.625700e+02,1.508789e-01,-1.769546e+02,1.508789e-01,-1.825071e+02,1.508789e-01,-1.794765e+02
1.513672e-01,-1.655661e+02,1.513672e-01,-1.617114e+02,1.513672e-01,-1.770727e+02,1.513672e-01,-1.817761e+02,1.513672e-01,-1.784985e+02
1.518555e-01,-1.658909e+02,1.518555e-01,-1.611812e+02,1.518555e-01,-1.753276e+02,1.518555e-01,-1.820386e+02,1.518555e-01,-1.789467e+02
1.523438e-01,-1.665381e+02,1.523438e-01,-1.596412e+02,1.523438e-01,-1.752339e+02,1.523438e-01,-1.831804e+02,1.523438e-01,-1.777468e+02
1.528320e-01,-1.665623e+02,1.528320e-01,-1.617174e+02,1.528320e-01,-1.760933e+02,1.528320e-01,-1.826527e+02,1.528320e-01,-1.768619e+02
1.533203e-01,-1.668006e+02,1.533203e-01,-1.604633e+02,1.533203e-01,-1.770549e+02,1.533203e-01,-1.807991e+02,1.533203e-01,-1.771560e+02
1.538086e-01,-1.658882e+02,1.538086e-01,-1.577861e+02,1.538086e-01,-1.764040e+02,1.538086e-01,-1.830732e+02,1.538086e-01,-1.772319e+02
1.542969e-01,-1.665149e+02,1.542969e-01,-1.569363e+02,1.542969e-01,-1.765443e+02,1.542969e-01,-1.837871e+02,1.542969e-01,-1.778068e+02
1.547852e-01,-1.677661e+02,1.547852e-01,-1.565354e+02,1.547852e-01,-1.778980e+02,1.547852e-01,-1.825379e+02,1.547852e-01,-1.796592e+02
1.552734e-01,-1.682446e+02,1.552734e-01,-8.629892e+01,1.552734e-01,-1.768589e+02,1.552734e-01,-1.830222e+02,1.552734e-01,-1.797756e+02
1.557617e-01,-1.660925e+02,1.557617e-01,-7.038137e+01,1.557617e-01,-1.715031e+02,1.557617e-01,-1.786123e+02,1.557617e-01,-1.762796e+02
1.562500e-01,-1.638778e+02,1.562500e-01,-6.587520e+01,1.562500e-01,-1.690441e+02,1.562500e-01,-1.747665e+02,1.562500e-01,-1.751683e+02
1.567383e-01,-1.646619e+02,1.567383e-01,-7.038157e+01,1.567383e-01,-1.718347e+02,1.567383e-01,-1.776980e+02,1.567383e-01,-1.777150e+02
1.572266e-01,-1.664437e+02,1.572266e-01,-8.630101e+01,1.572266e-01,-1.769757e+02,1.572266e-01,-1.818079e+02,1.572266e-01,-1.782186e+02
1.577148e-01,-1.679567e+02,1.577148e-01,-1.547702e+02,1.577148e-01,-1.759097e+02,1.577148e-01,-1.825931e+02,1.577148e-01,-1.774536e+02
